Class	CW	CW	CW	CW	CW	CW	CW	CW	CW	CW	CW	CW	CC	CC	CC	CC	CC	CC	CC	CC	CC	CC	CC	CC
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae	0.0139819074118091	13.557038047547	0	0.00144560896277557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Unassigned	0	3.36388893510123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0.00139819074118091	9.64414646725116	0	0	0.00279493557673496	0.0475329099383393	0	0	0	0	0	0	0	0	0	0	0	0	0.010336069930896	0.00681818181818182	0.00147651601281616	0	0	0
k__Bacteria|p__Unassigned|c__Unassigned|o__Unassigned|f__Unassigned	0.262859859342011	0.231246568733468	0.0835662622827998	1.05818576075172	0.093630341820621	0.182209488096967	0.138797957313081	0.149650306935834	0.233037794980312	0.702330460163269	0.554624531162716	0.260528412922209	0.391709705546985	0.178798356828324	0.293284936479129	0.299102691924227	0.3342175066313	0.290526017431561	0.208197980036619	0.236363636363636	0.116644765012477	0.469038921210481	0.478708202343527	0.507368313701494
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutae_vadinHA64|f__Unassigned	0	0	0	0	0	0	0	0	0	0.0364846992292607	0	0	0.575491313971427	0.0591068948192807	0.0406533575317604	0.00538923769232842	0.655172413793103	0.1299100077946	3.38137144882169	2.36590909090909	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	3.6772416493058	1.15956013242609	15.4482321413134	2.77123238164077	1.12496156963582	3.48838744603034	5.15123739688359	0.109947164279388	1.22411807248279	0.159620559128016	1.37658606655494	2.79838165879973	2.35562411965927	0.0768389632650649	1.31833030852995	0.382635876155318	4.10698496905393	4.12641424758486	0.0457740239796822	0.111363636363636	2.24873388751901	5.18874306589095	7.24969038772983	0.673091632247208
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	0.341158540848143	0.207955547422183	1.19442123159381	0.335381279363932	0.641437714860672	0.454203361633019	16.1503208065994	5.24386891854748	7.07952749578121	0.209787020568249	0.690288085547841	0.275853613682339	0.237440472198001	0.641309808789195	0.0116152450090744	0.1279943951928	0.0769230769230769	0.396816023808961	0.0930246293780639	0.252272727272727	1.17825977822729	0.834348080999414	0.828808230923121	0.117281117740044
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera	0.278239957495002	0.113127817797668	1.25205313661643	0.955547524394651	1.14871852203807	0.440999775539036	0.607568416917638	0.287084262285069	0.656255859427316	0.310119943448716	0.327188572340595	0.0367804818243119	0.13280568783956	0.0753612908945829	0.111796733212341	0.0242515696154779	0.0468611847922193	0.309422018565321	0.0265784655365897	0.0272727272727273	0.13436295716627	0.0541198755242863	0.0500142897970849	0.0101983580643516
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium_1	0	14.0295130512902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter	0.00978733518826638	0.00332728875875493	0.0230527620090482	0	0.0125772100953073	0.00132035860939831	0	0	0	0	0	0	0	0.286668439873511	0.116152450090744	0.118563229231225	0.000884173297966401	0	0.190479003012226	0.143181818181818	0.747117102484976	0.987687728318225	2.74840430599219	0.242211004028351
