Class	CW	CW	CW	CW	CW	CW	CW	CW	CW	CW	CW	CW	CC	CC	CC	CC	CC	CC	CC	CC	CC	CC	CC	CC
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Unassigned	0.363529592707037	0.402601939809346	0.469700025934357	0.834116371521503	0.511473210542497	1.26358318919419	0.264501767709834	0.253489295421922	0.281252511183136	0.807223970447394	0.187534913414731	0.530251946300497	0.419880609028104	0.17584301208736	0.164065335753176	0.180539462693002	0.480106100795756	0.377920022675201	0.587679404642372	0.536363636363636	1.27570983507316	0.868173003202093	0.652567400209584	0.15807454999745
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminiclostridium_1	0.0111855259294473	0.0266183100700394	0.00288159525113103	0.307914709071196	0.0698733894183739	1.0179964878461	0.0497577582820479	0.0427572305530953	0.0589290975812284	0.223468782779222	0.0199505227036948	0.205357690185741	0.0321953182641358	0	0.0043557168784029	0.0714073994233516	0.0654288240495137	0.0850320051019203	0.00147658141869943	0	0.00442954803844848	0.0766698236594056	0.0285795941697628	0.0382438427413186
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminiclostridium_5	0.416660840871912	0.336056164634248	0.448088061550875	0.763281532345501	1.05369071242908	0.0594161374229241	0.429488018855572	0.781846501542314	0.675006026839525	0.369407579696265	0.367089617747985	1.78385336847913	0.214635455094238	0.178798356828324	0.788384754990926	0.315270405001213	0.282935455349248	0.262182015730921	0.38686433169925	0.290909090909091	0.220000885909608	0.196184548775538	0.161951033628656	0.224363877415736
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_UCG-002	0.0880860166943974	0.311101498943586	0.159928536437772	0.477050957715938	0.00978227451857235	0.299721404333417	0	0	0	0.287317006430428	0.0598515681110845	0.01532520076013	0.732443490509088	0.21278482134941	0.223593466424682	0.490420630001886	0.674624226348364	0.720410043224603	0.608351544504164	0.690909090909091	0.531545764613817	0.360799170161909	0.378679622749357	0.333996226607516
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_UCG-005	12.5963003872988	6.87417857558768	5.7819208713944	9.18684495843874	11.2733726487604	8.52159446505671	9.54039544323687	8.76217817548789	11.7643907534889	12.7149176813974	15.7609129359189	12.7505670324281	5.11771413240325	7.31891125099743	6.80798548094374	8.36948613618604	5.66136162687887	13.371282802277	6.97094087768	6.65681818181818	9.24003720820352	14.3372570243088	12.8798704391731	11.832644944164
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_UCG-009	0.155199172271081	0.116455106556423	0.0633950955248826	0.020238525478858	0.0517063081695967	0.352535748709349	0.0497577582820479	0.0855144611061906	0.0776792649934374	0.296438181237743	0.15561407708882	0.242138172010053	0.10597625595278	0.085704997487957	0.0203266787658802	0.0188623319231495	0.118479221927498	0.262182015730921	0.0915480479593645	0.0863636363636364	0.0634901885510948	0.0428449014567267	0.0476326569496046	0.0305950741930549
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_UCG-010	0.0349547685295228	0	0.0201711667579172	0.020238525478858	0.0153721456720423	0.0184850205315764	0.0995155165640959	0.140488043245885	0.131251171885463	0.022802937018288	0.0159604181629559	0.12260160608104	0.203903682339526	0.265981026686763	0.361524500907441	0.169760987308345	0.142351900972591	0.151168009070081	0.220010631386215	0.220454545454545	0.0383894163332201	0.0225499481351193	0.0190530627798419	0.173372087093978
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_UCG-013	1.05563400959159	0.484120514398842	0.713194824654929	2.28550777014817	0.640040247072305	0.644335001386377	0.371873772423727	0.644412546193079	0.533040473575657	3.21977470698226	0.494772963051632	0.609942990253172	1.22744650882018	0.503886278334368	0.808711433756806	0.622456953463932	1.14323607427056	1.30382407822944	0.61868761443506	0.722727272727273	2.50860070577465	1.44094168583412	1.55282461655711	0.624649431441538
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_UCG-014	1.03466114847387	0.241228435009732	1.32985620839697	3.68341163715215	1.30243997875849	0.32084714208379	0.159748592379206	0.0519194942430443	0.206251841534299	0.118575272495097	0.339158885962812	0.190032489425611	0.0845127104433564	0.0325087921506044	0.00725952813067151	0.118563229231225	0.104332449160035	0.207856012471361	0.0634930010040754	0.0386363636363636	0.571411696959853	0.63139854778334	0.71687148709155	0.173372087093978
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__[Eubacterium]_coprostanoligenes_group	2.519539715608	4.25393867806818	2.06898539031208	6.31875677629201	1.35554375471645	3.27977078574541	3.67159879533848	3.87258345295178	4.22146626309164	1.83791672367401	1.99505227036948	1.34555262673941	6.1412569588839	1.04914738304223	0.926315789473684	0.951200452695966	7.02475685234306	1.62269409736165	1.87821156458567	1.49545454545455	1.42926750040604	1.31917196590448	1.06935314851862	0.617000662893274
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	0.0237692426000755	0.00166364437937746	0.00720398812782757	0.0621611853993495	0.0195645490371447	0.0950658198766785	0.0314259525991882	0.0519194942430443	0.08303645568264	0.597436949879144	0.187534913414731	0.450560902347821	0.666711382386478	0.37385110973195	0.158257713248639	0.986230497696101	0.780725022104332	0.366110021966601	0.0930246293780639	0.104545454545455	0.116644765012477	0.184909574707978	0.123844908068972	0.0994339911274285
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium	0.0139819074118091	13.557038047547	0	0.00144560896277557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Unassigned|g__Unassigned	0	3.36388893510123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	0.00139819074118091	9.64414646725116	0	0	0.00279493557673496	0.0475329099383393	0	0	0	0	0	0	0	0	0	0	0	0	0.010336069930896	0.00681818181818182	0.00147651601281616	0	0	0
k__Bacteria|p__Unassigned|c__Unassigned|o__Unassigned|f__Unassigned|g__Unassigned	0.262859859342011	0.231246568733468	0.0835662622827998	1.05818576075172	0.093630341820621	0.182209488096967	0.138797957313081	0.149650306935834	0.233037794980312	0.702330460163269	0.554624531162716	0.260528412922209	0.391709705546985	0.178798356828324	0.293284936479129	0.299102691924227	0.3342175066313	0.290526017431561	0.208197980036619	0.236363636363636	0.116644765012477	0.469038921210481	0.478708202343527	0.507368313701494
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutae_vadinHA64|f__Unassigned|g__Unassigned	0	0	0	0	0	0	0	0	0	0.0364846992292607	0	0	0.575491313971427	0.0591068948192807	0.0406533575317604	0.00538923769232842	0.655172413793103	0.1299100077946	3.38137144882169	2.36590909090909	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	3.6772416493058	1.15956013242609	15.4482321413134	2.77123238164077	1.12496156963582	3.48838744603034	5.15123739688359	0.109947164279388	1.22411807248279	0.159620559128016	1.37658606655494	2.79838165879973	2.35562411965927	0.0768389632650649	1.31833030852995	0.382635876155318	4.10698496905393	4.12641424758486	0.0457740239796822	0.111363636363636	2.24873388751901	5.18874306589095	7.24969038772983	0.673091632247208
