Compound_ID	Name	Class_I	Class_II	Class_III	Class_IV	OS1	OS2	OS3	OS4	OS8	OS9	OW1	OW2	OW3	OW4	OW5	OW6	CS1	CS2	CS3	CS5	CS7	CS8	CW1	CW2	CW3	CW4	CW5	CW6	PS7	PS8	PS9	PS10	PS11	PS12	PW7	PW8	PW9	PW10	PW11	PW12
Com_42_neg	Phenylacetaldehyde	Benzenoids	Benzene and substituted derivatives	Phenylacetaldehydes	Phenylacetaldehydes	22094619.64	28211595.27	26640451.7	35106465.86	31481926.87	48420088.84	16305637.3	8422808.466	12298212.88	32717951.68	19548530.17	28245625	74471453.78	30803367.62	100229830.7	78818209.78	61812916.6	50588277.51	14089454.15	34462406.57	45361511.03	33387817.65	12515512.66	12636669.01	25654364.2	31168829.59	34675782.55	82047964.22	52683105.44	39835279.17	46809468.43	27694834.82	39722956.08	17983749.53	19103812.9	14760663.76
Com_45_neg	Dodecanedioic acid	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Medium-chain fatty acids	90894952.44	728741626.2	731956750.6	1176669565	1008756024	176501810.7	657543081.1	687575687.9	670196534.9	741825853.1	775957880.5	920488952.2	988525491.1	750927390.2	4595588082	741626646.1	753306861.5	759067716.2	707275603.8	1029620723	608811333.2	1212756304	653641448.1	465403498.5	1635457007	1582602628	2322199747	1862489960	1966805331	1801175149	1263741444	1503892352	1432107149	964070360.2	1234116382	1039271423
Com_91_neg	D-(-)-Quinic acid	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Quinic acids and derivatives	16308182.15	368171534.1	316518474.8	75908516.45	368622414.9	144043509.6	811852158.7	712864603.6	348008316.6	307207179.6	309718242.7	1189509927	1912678856	1619340492	151036460.7	313490674.3	997485915.8	666037108.2	657673651.5	206790176.8	142302224.2	397548477.4	801241250.4	362098559.3	273947515.1	232326047.5	190984331.9	144176485	230447951	209761969	251001421.5	143414521.5	152601397.7	677405124.1	582309947.7	632246262.9
Com_130_neg	Sucrose	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	O-glycosyl compounds	11475854.65	11986978.35	99076230.81	469819559.1	17309471.74	12543173.41	15446271.62	14380668.09	45064947.24	44789698.29	89303803.37	33229443.9	32716826.11	49889521.94	36895048.71	17498192.23	19268112.04	16663685.61	9679521.89	35097079.98	31585320.95	34091310.13	11985843.92	20053100.74	20907848.5	24988436.82	22004811.97	35393126.83	15412549.26	24735254.02	58207430.12	41487080.42	18217670.83	28975104.39	41640749.61	22880417.27
Com_251_neg	Succinic acid	Organic acids and derivatives	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives	Dicarboxylic acids and derivatives	27474144.11	145929508	51601368.29	35653768.16	1382700931	241590736.8	47778840.98	79940684.35	23341733.47	21796574.12	16823155.69	31511178.06	64093015.38	31731739.01	212615479.8	203952824	137481349	94580114.68	72243755.7	21347094.76	8179518.182	41153438.67	69433510.76	104937223.1	210764929.9	162240165.3	146183684.2	123980400.7	145064552.7	138124683.7	40303338.64	40959585.28	40273025.18	32539157.52	30446999.87	34515405.97
Com_415_neg	Glutaric acid	Organic acids and derivatives	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives	Dicarboxylic acids and derivatives	34552322.41	201723820.7	57395872.76	241308002.4	416570837.2	122785661.7	48121487.17	59838985.95	24144568.14	39223588.84	21849605.39	108876237.1	262920477.1	292006005.2	298588811.9	529573244.8	260311301.6	238740307.4	400615439.3	184650756.8	150145557	160324588.5	428678012.1	204601562.1	239476233	278954441.5	355555979.8	365327231.5	278943165.5	308402582.4	219531443.8	91455488.47	125395820.2	41408895.35	42888854.09	50073773.39
Com_504_neg	Caffeic acid	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Hydroxycinnamic acids	5258041.972	11492975.16	16810273.33	3650135.186	12337072.5	5868804.413	74859451.1	39256590.61	32550601.69	35698692.8	31043931.17	49711144.81	205695402.5	55124182.72	41436544.78	73789603.46	42837891.28	21536008.12	65694209.61	44661192.99	38238818.67	32026974.02	62123974.23	31930864.02	28083671.87	12023459.7	17909068.63	20501945.97	28015369.61	15231597.06	23288515.76	39475801.77	25846323.52	62531752.44	55984480.95	59485634.29
Com_513_neg	Suberic acid	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Medium-chain fatty acids	15597667.04	153969532.2	106575751.3	85157574.17	82261466.02	26753040.38	93639371.28	110488759.3	128835885	185218634.4	194025176.8	170623560.7	128436320.6	50964723.13	41021862.5	38076162.7	98428448.48	94685709.44	103033767.9	174582045.1	104657377.3	230777436.6	88187742.15	49113297.09	162411992.6	167187337.5	154804430.5	150961859	123246193.4	109535647.9	245561590.3	292882104.9	194334487.1	130739273.9	151395726.8	133407864.6
Com_612_neg	2-Isopropylmalic acid	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Hydroxy fatty acids	3519005.265	15920710.25	8504295.155	167250634.7	33242663.03	12236764.91	4743969.06	5611217.308	3910551.028	4018344.788	4914814.257	7610986.746	17407116.01	25889150.37	26173104.66	17992803.77	7426183.101	6258019.806	8137880.993	5046082.57	6123283.326	5735437.556	10822269.3	4109037.477	28333762.65	29737748.22	27432128.03	64667328.95	27522075.04	29172221.01	3442894.052	4281927.419	3896567.068	4761021.216	5803290.561	6276587.034
Com_629_neg	Glycodeoxycholic acid	Lipids and lipid-like molecules	Steroids and steroid derivatives	"Bile acids, alcohols and derivatives"	Glycinated bile acids and derivatives	732267.4524	29126525.57	2437380.651	1890794.401	59312538.56	30499260.81	80815340.1	21977475.5	103380366.2	112927034.9	166081007	57609506.08	5123962.597	3778780.109	9708572.612	6939743.879	102548665.4	80517518.6	99831595.36	69249717.06	7433553.94	3399140.682	100101820.8	32335441.85	59600878.72	61634505.13	26451078.96	59491047.44	45249805.85	43662326.74	117118232.9	55774071.57	33064417.99	22163936.42	23803940.39	29416373.35
Com_632_neg	Adipic acid	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Medium-chain fatty acids	3272825.913	98851782.16	74221527.19	104097017.9	43801317.77	5374966.685	64645944.4	61768314.35	113119262.8	65070696.04	85321119.49	88704269.67	189438626.5	46828402.98	323150632	158034820.1	64082222.13	67853081.87	61130221.59	85152891.31	20847858.12	150556369.9	61084611.59	23341186.65	150933912.6	159130837	266505903.3	166283792.5	149534337.8	159336545.4	69170725.39	51794262.93	90553651.24	80238767.75	87110215.77	49888142.8
Com_790_neg	Gluconic acid	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Sugar acids and derivatives	4753374.887	207978632.1	54610819.99	11747425.58	115250167	33501820.67	29076169.23	37923613.83	15007990.27	27720051.91	20012643.4	44636160.95	59899413.23	71240027.34	50948519.05	39091560.64	86472780.13	75918012.1	54640534.08	9989152.948	9504161.649	19793818.76	71923217.99	17941146.73	51356990.25	57131243.71	40961381.19	49947714.65	40462669.28	47999630.38	25748558.45	23960706.15	24835974.96	35478425.08	34031304.91	40679723.08
Com_931_neg	DL-Malic acid	Organic acids and derivatives	Hydroxy acids and derivatives	Beta hydroxy acids and derivatives	Beta hydroxy acids and derivatives	2562918.07	254648645.7	45192372.86	9231806.538	184286604.4	65125612.57	26403806.96	33273277.6	11113411.62	8254707.065	6677577.474	10910412.19	212970751.6	322179686.6	85145473.22	80629836.68	67391195.61	60071909.75	23356920.55	5854385.843	2991624.735	4457390.558	14486792.11	5412639.748	28321559.03	36334967.44	66437363.22	83827760.81	36389677.18	59413121.51	8488561.268	7892857.264	10281926.39	13644801.95	13225511.89	18132235.43
Com_964_neg	15(R)-Prostaglandin E2	Lipids and lipid-like molecules	Fatty Acyls	Eicosanoids	Prostaglandins and related compounds	20391616.98	143329225.1	55800835.62	64315416.49	90964096.42	142488387.2	61087980.26	54587891.59	45537982.23	46175950.67	35887270.87	43928480.52	56400575.59	68762424.64	25561894.83	65912132.97	47455392.81	19000236.11	54732848.25	62809965.82	59708716.05	97646453.76	99843199.27	61162965.83	60555621.34	42182101.92	73158784.45	53607966.23	57571566.35	56002634.89	38187267.88	40926191.87	40383891.45	71413382.98	61215236.21	61847031.51
Com_997_neg	N-Acetyl-DL-norvaline	Organic acids and derivatives	Carboxylic acids and derivatives	"Amino acids, peptides, and analogues"	N-acyl-alpha amino acids	7962945.225	8922469.37	10127861.97	91660866.85	12469197.17	14739611.62	7375896.992	7539984.425	7943073.567	9741848.356	8776042.062	11433447.41	11367913.06	11946999.96	15951076.4	17864417.37	12558767.09	13020544.38	10644543.76	32186459.97	23636906.94	15483992.3	10100690.69	10185226	18737582.55	16770194.55	21683097.9	18759115.64	22935273.32	22502812.51	11504317.61	9762592.982	11263403.45	7366303.511	8322121.988	7871138.643
Com_999_neg	(¡À)10(11)-EpDPA					280923670.6	65143976.58	19603667.45	46483587.9	52876143.89	182404982.6	16394806.72	15107660.6	17605808.78	10549162.76	19532283.82	48640066.77	15762094.28	12651416.67	26179923.96	22235701.07	9996115.527	3772613.227	4201785.112	19308763.72	40541019.08	64448506.29	10603973.37	14592474.53	49357372.75	51020699.09	30247556.53	21984886.2	23102437.51	26341953.18	19584985.4	2488379.383	15213048.55	9169151.283	14346214.34	14874453.73
Com_1017_neg	"8(S)-Hydroxy-(5Z,9E,11Z,14Z)-eicosatetraenoic acid"	Lipids and lipid-like molecules	Fatty Acyls	Eicosanoids	Hydroxyeicosatetraenoic acids	106954504.8	39146702.7	17847939.25	14631288.47	32183574.61	57250697.14	12492976.38	12253588.23	14398087.2	13349147.76	15442381.4	20277198.63	20055567.47	17054008.77	14341141.27	35387644.32	10526232.37	8463200.654	12127409.45	29392395.24	37507457.85	50444795.88	11683837.54	22504674.51	31972255.09	31848279.12	41720947.33	37760678.04	14603001.99	31929491.63	13916339.15	12846114.27	17485139.84	19504169.75	19156109.5	22522190.43
Com_1122_neg	D-(-)-Mannitol	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Sugar alcohols	6970868.554	11508939.3	48713452.01	83473507.79	12447720.57	9369557.949	7848868.684	4049264.541	24005230.49	24095283.81	32046075.61	8293354.586	36328553.89	15409844.05	12722266.78	4299053.178	40697678.8	41671941.45	7805752.329	25048622.1	35612556.55	29731358.8	7936643.306	6177158.85	22458128.13	20413961.18	12371952.93	10260017.05	15604338.84	18642810.71	15509220.6	26927615.88	8509131.112	15294615.29	16594824.94	17912564.75
Com_1179_neg	3-Hydroxybenzoic acid	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	17487805.02	19624214.29	25978733.62	18822031.49	30864645.82	54364605.56	51972593.09	45284485.26	54740373.19	76603068.84	74508537.73	51068026.2	61576607.9	46969635.13	127512447.1	51181115.06	21034246.19	21341908.39	47278874.95	95633587.31	55332933.24	96498180.22	54072553.67	37701335.54	81431946.31	79457774.74	73149137.04	101139098.5	57828042.8	59837838.72	89669872.04	94995832.83	92088047.48	50528388.39	64318140.12	51297584.02
Com_1255_neg	Genistein	Phenylpropanoids and polyketides	Isoflavonoids	Isoflav-2-enes	Isoflavones	873416.6023	6487366.481	5281504.589	1272255.003	9727179.94	5424495.515	15503598.88	19462654.94	15266975.26	4865643.786	3805740.568	6137637.79	20865838.52	84262623.19	8877606.306	11390403.6	6172721.838	5408131.205	43016614.23	31091259.95	45983987.23	105356494.6	47339003.95	68329304.71	91578698.02	88400117.23	36426157.26	49592156.77	24753855.25	25875466.71	72291376.04	57734766.51	55510714.72	68101159.72	23396861.37	43248125.56
Com_1274_neg	"3,5-Dihydroxybenzoic acid"	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	10198545.54	7812750.805	15061068.75	8260069.443	16144039.93	16509397.51	29327712.72	29874120.12	31367960.13	73270009.7	43592182.94	18735975.58	27183635.74	23477771.94	32440568.03	25057468.51	13368565.98	8739044.271	35118156.42	53845853.11	27234334.87	80188994.72	32844793.9	23267925.2	33119974.73	32590565.49	23688696.14	29668872.95	33837871.67	32313184.17	112013400.4	96663680.15	108373324.1	78421415.12	102990677.1	62031238.22
Com_1305_neg	Levulinic acid	Organic acids and derivatives	Keto acids and derivatives	Gamma-keto acids and derivatives	Gamma-keto acids and derivatives	13402657.23	34383794.38	18464516.46	27887316.52	30286729.08	44025493.35	25345018.82	16959440.15	19503984.21	19741955.42	17117011.23	36845735.67	25527489.54	18312991.56	40646365.68	35603167.54	6514384.242	8036486.544	18123694.51	54101830.2	52652356.62	40257706.01	18762214.62	24706698.62	48740931.23	55435584.07	47471087.48	54937419.52	47979707.95	53501325.41	30249501.59	31250158.11	32988351.44	12791045.96	20347900.51	13412975.79
Com_1310_neg	"(2R)-2,3-Dihydroxypropanoic acid"	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Sugar acids and derivatives	4718717.699	51317681.16	41153930.1	14149149.61	66840361.1	76434888.33	7126818.323	6151248.809	5776605.514	8107197.683	12738168.89	16724302.88	36602273.69	83503913.98	34004557.3	32922140.99	40566502.81	37715450.35	7648983.314	3006013.917	2171566.342	5161498.057	7674171.709	4322637.96	21295649.23	21671334.81	22443027.6	33039341.99	28014164.26	38070481.53	7955613.766	7379268.952	6198412.391	7346522.276	7521677.175	7829479.234
Com_1346_neg	2'-Deoxyuridine	"Nucleosides, nucleotides, and analogues"	Pyrimidine nucleosides	Pyrimidine 2'-deoxyribonucleosides	Pyrimidine 2'-deoxyribonucleosides	127982544.1	400593301.5	314226647.5	106504506.8	428730797.9	454194286.1	91401536.83	112767606.4	137721357.9	204146255.1	141698743.3	264807931.7	382726313.3	272611889.1	535148993.3	487718031.7	172689439.2	195623541.6	81400558.6	194027528.7	187969217.9	160685230	77766836.17	193201198.3	513811971.5	578439611	433776571.4	486678003.1	531185063.7	449907712.9	264727778.3	286592128.7	209539421.2	154768408.3	182568571.9	271295760.7
Com_1661_neg	(¡À)11-HETE					31934506.12	63156385.92	57986626.87	66903536.48	43293288.51	83695736.96	17874721.04	23412183.04	31246905.31	40921349.23	27290533.65	40184338.07	31874761.47	27800777.83	56474506.55	63461994.06	18495016.29	13196284.25	8151950.362	30442231.75	38566187.79	30540807.52	21500782.2	38516046.1	55606177.35	35623624.99	60036949.15	64923742.78	48091724.14	58983656.93	42609755.69	33101095.72	22787689.86	14281015.97	28462943.92	66225011.03
Com_1776_neg	Chlorogenic acid	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Quinic acids and derivatives	6042670.981	42853991.88	43638859.55	30996275.53	16181028.5	15309109.98	45186912.45	29802976.91	49253495.47	55554429.56	41396040.1	43782719.74	32929873.89	59004120.6	17638856.92	16077579.22	50911236.57	40033279.55	58859105.48	37298225.21	37992398.65	45340513.34	62636045.67	81983401.06	13358045.56	17650813.52	22410513.64	16849666.77	31457818.65	20164855.09	30244069.65	37797618.73	34089709.51	23938988.72	43342690.14	43887788.51
Com_1779_neg	2'-Deoxyinosine	"Nucleosides, nucleotides, and analogues"	Purine nucleosides	Purine 2'-deoxyribonucleosides	Purine 2'-deoxyribonucleosides	87316582.95	278488956.8	290045686	137666851.7	37399551.73	515434910.3	99100031.15	92284261.41	153459708.6	184633846.8	123135578.4	221595651.8	388213383	202073891.6	414758693.6	221714765.3	206188132.9	302086254.3	70603525.62	166545972.6	152949755.7	115401199.7	25862701.5	49409949.18	309460912	285732735.2	324610387.9	430488328.9	434447543.4	407182726.7	214785212.7	198102454.8	153500050.9	117335421.8	121679325.4	231128302.5
Com_1864_neg	Methylsuccinic acid	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Methyl-branched fatty acids	5184526.881	18088476.85	18954284.78	21528841.61	29230725.3	13920776.66	10434649	12757255.56	9411072.059	9260194.834	14045086.03	10014069.04	23395904.76	21417551.7	30524477.97	31839044.79	14277693.08	13603510.18	18195978.47	10385138.98	8025976.02	12465705.6	14431251.83	8750276.511	63927049.31	56286619.39	49082544.54	63255076.31	81247660.22	80867545.69	14779862.34	13974071.61	13532354.56	14693739.82	14758852.5	12914602.63
Com_1914_neg	4-Oxoproline	Organic acids and derivatives	Carboxylic acids and derivatives	"Amino acids, peptides, and analogues"	Proline and derivatives	27195059.77	127823329.1	31720586.33	30384916.1	87408200.69	229899044	19772998.11	26949579.45	30695879.75	48675461.87	25310440.6	47049863.18	47593914.48	32438587.77	48508004.3	66398581.68	30305893.91	42813586.27	25819922.08	32882116.54	30643384.1	35947367.67	33970708.47	142280237.5	78979095.59	102597572.1	68105782.15	68405112.87	48902452.46	78677328.22	31154708.51	35685874.52	44684591.14	30217477.74	32745317.41	30865157.6
Com_2013_neg	Salicylic acid	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Salicylic acids	1192244.337	25452209.23	32341684.74	40258918.31	30177456.69	10048307	41125812.95	57480264.21	24775398.86	16898390.71	18848503.89	26695245.2	35265755.88	21075642.95	41387928.32	32841380.55	20823543.74	15797649.8	35523960.56	25077660.75	20852867.54	17741196.73	37041975.71	24068682.26	23504750.34	20244555.65	22779588.01	20063052.47	20823029.03	19402739.58	13763072.25	12988426.95	12425111.75	45928575.31	29572736.21	27775630.84
Com_2221_neg	Catechol	Benzenoids	Phenols	Benzenediols	Catechols	6051242.341	6864362.144	11703741.96	6427158.055	8906564.941	11613456.88	21324263.29	22285791.75	20524017.19	44531068.65	31005706.17	17847222.65	17952159.05	17760616.24	17406659.56	16970995.27	10841193.45	9576862.308	24744634.29	30726763.59	18677437.84	47244073.43	23950140.02	17278417.07	19043676.16	17788924.34	14379502.68	17212139.79	21757418.65	19689038.99	67459151.2	54287877.05	68094534.53	44720028.32	57653195.48	34908730.61
Com_2232_neg	2-Hydroxycaproic acid	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Medium-chain fatty acids	3754591.24	11205394.74	3961256.843	43762439.46	8426124.533	3649852.503	5165455.311	5163617.56	2264713.196	9629136.449	3279035.509	7484848.966	67972871.25	8277635.404	20149922.19	8445739.289	10517236.99	15156122.46	4662954.161	11802408.19	15724164.84	14069134.23	4542272.277	5845349.629	16754412.72	22605338.17	17105728.89	29974725.39	8092616.366	10798117.15	8827182.023	10998965.42	9798081.529	2519832.818	3191951.387	3261677.462
Com_2728_neg	N-Acetyl-D-alloisoleucine	Organic acids and derivatives	Carboxylic acids and derivatives	"Amino acids, peptides, and analogues"	Isoleucine and derivatives	22623859.83	9684765.807	2129019.209	13229388.26	8044053.535	73611064.09	1756741.241	1677956.728	1902791.497	1771818.876	1796042.655	7622208.716	3362510.414	2152214.62	40125018.51	30785610.67	4025198.042	2471818.451	2088770.355	26642594.95	13520692.46	13065123.44	2044180.681	2781242.558	14818382.95	16942243.78	11839380.24	13031937.02	6179341.412	8161439.709	3868954.592	3163191.403	1767802.424	1497968.885	1594753.232	1437410.415
Com_3177_neg	N-Acetylaspartic acid	Organic acids and derivatives	Carboxylic acids and derivatives	"Amino acids, peptides, and analogues"	Aspartic acid and derivatives	2408551.18	19263950.07	7226294.344	5691550.652	17644378.24	83908994.17	3309900.555	7217176.77	3754291.371	4697289.326	4309929.312	10708249.08	9848823.107	12064601.45	14464721.42	12463235.49	21960552.62	23634663.55	8733538.299	4757334.136	3734572.987	9937647.062	8350812.079	5478961.79	18776445.15	21356155.47	17192935.6	18050426.02	13702616.27	17764654.26	7226658.745	6656806.823	5700723.628	8585606.742	5905566.484	6712725.326
Com_3365_neg	Quercetin-3¦Â-D-glucoside	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid-3-O-glycosides	1591968.892	5878983.327	5971136.156	4963143.395	4381416.719	4254309.138	4954912.145	4951310.719	4748933.857	5858830.317	7097444.812	15658115.7	4342691.227	3118842.713	5515961.202	3924443.939	3409594.876	3582834.871	4974476.96	44664124.26	4028973.995	7303620.794	4369827.015	2904194.58	5091931.779	5451157.465	5252514.627	5772581.095	6285786.714	5984968.782	6590729.304	9521035.263	7432231.775	3861350.32	4158876.082	3789687.145
Com_3615_neg	Pyrogallol	Benzenoids	Phenols	Benzenetriols and derivatives	5-unsubstituted pyrrogallols	418690.7668	1760432.539	1771791.549	1544383.281	1230235.446	1229404.819	1577575.565	2429694.383	1886176.171	2262641.342	1460605.546	1222067.402	2418404.196	11371277.64	1437603.927	1529192.105	35026747.15	35859150.46	1419214.926	795712.804	1422170.83	2367627.993	1407128.124	1162496	1159444.584	1149084.319	1573741.753	1497819.716	1939822.263	1640320.337	2258847.589	2978023.848	3140551.165	1705300.115	1304346.619	2971021.524
Com_4574_neg	D-¦Á-Hydroxyglutaric acid	Organic acids and derivatives	Hydroxy acids and derivatives	Short-chain hydroxy acids and derivatives	Short-chain hydroxy acids and derivatives	5913103.118	19444000.94	20462501.26	25468126.14	40890642.48	35187940.93	7598168.897	6727425.921	3840176.015	4220691.766	4989315.586	9277925.473	16583992.94	39429989.15	25802091.69	24538077.4	16208725.79	19484636.15	4938822.12	4329306.347	2766477.323	4255168.065	4939941.602	3573704.939	20410538.55	18390843.98	14800703.43	22337013.59	15120962.68	18749592.85	3798635.5	5039657.768	3093824.277	4822902.713	4344812.216	4873518.418
Com_4712_neg	"2,4-Dihydroxybenzoic acid"	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	655824.668	1630723.991	2575370.39	1717000.438	1435663.072	2034462.741	5963127.485	5629133.196	7838086.234	7874484.672	8365936.313	5190679.945	5971648.511	4315504.765	8792522.062	6199895.232	1998097.713	1868247.148	29101751.13	17489188.16	10773935.4	16667641.77	32466521.61	10478677.3	2549501.768	2206237.797	1352710.994	1672008.731	1731615.304	1580297.403	8625307.883	10057288.01	9432232.8	22724795.93	19382668.96	13676979.05
Com_5077_neg	D-(-)-Glutamine	Organic acids and derivatives	Carboxylic acids and derivatives	"Amino acids, peptides, and analogues"	D-alpha-amino acids	326823.6116	946555.7875	1265078.608	28438098.48	1648297.003	9106199.846	484997.2928	483048.8118	1396018.164	1670449.714	1545059.83	1915409.976	1745618.319	1858414.736	1987289.665	1548284.24	1011094.65	1067073.316	1054521.616	2621249.911	1430946.704	4807295.201	1130113.108	886479.8265	2252436.627	2238404.117	1001532.133	1886971.22	1680933.126	2203349.308	2097988.058	1688871.654	2832126.912	1385125.412	1650356.213	2022679.069
Com_7233_neg	3-Methylglutaric acid	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Methyl-branched fatty acids	4146320.399	9460355.68	19963888.1	12974461.75	11728802.41	8104451.412	20197490.94	18536442.21	18477307.75	11845491.66	13653521.24	15923084.98	12855409.61	20536064.33	6861710.416	5707487.316	11764395.27	12447577.01	17156419.32	11744188.29	15923769.3	11584567.91	10677187.03	9692668.453	12002684.76	12001659.48	8374290.169	10057392.38	13712852.27	14929125.12	12964950.85	13023717.85	13700594.4	13073892.96	12077770.75	15821105.27
Com_10173_neg	Adenosine 5'-monophosphate	"Nucleosides, nucleotides, and analogues"	Purine nucleotides	Purine ribonucleotides	Purine ribonucleoside monophosphates	114065.9486	4883640.662	4044382.611	210453.132	11634373.77	297217.2789	2092400.164	3431587.994	1382826.53	1107094.006	1791598.879	2983348.964	5570369.505	18081892.6	9325381.794	4200245.279	24505773.12	20956991.68	4069809.016	779858.9836	249528.6776	6307315.76	4425510.445	1056725.052	19647626.35	18134871.77	8515687.939	18763872.96	9062659.767	17288068.06	3389151.54	1404238.128	1069953.465	4047908.519	2486427.975	2849882.138
Com_10476_neg	"¦Ä-Ribono-1,4-lactone"	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Pentoses	3551729.568	21228726.19	15759322.22	30048148.35	22130281.84	35899766.85	9811850.147	12600747.08	8717364.86	8273754.203	9299380.917	13545177.88	19313555.56	22624736.92	45886505.52	25070318.16	14337213.92	13116909.75	8743321.75	7135140.359	6192757.204	8664910.109	7927432.601	7432490.215	24076499.63	21221482.37	24775498.13	20894729.35	21378327.04	23697644.77	8832087.137	8425368.361	9120043.313	6306933.486	8173620.817	8912196.821
Com_10831_neg	2-Hydroxyhippuric acid	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hippuric acids	1844060.033	1512391.276	5828056.217	4220855.948	5553537.149	3111455.222	3273141.003	4284521.926	6009166.511	7077948.234	9307075.826	9013341.956	1971118.03	2650235.965	8002783.84	8751747.465	5534919.484	2034502.458	2766136.524	4281292.708	6351889.834	5228113.466	5485783.218	4758684.637	6634869.107	10032018.84	9862911.841	11545406.18	15752532.19	11877839.05	14044284.94	11884955.9	5301833.597	15907098.92	10268459.25	8656262.183
Com_11113_neg	4-Hydroxymandelic acid	Benzenoids	Phenols	1-hydroxy-2-unsubstituted benzenoids	1-hydroxy-2-unsubstituted benzenoids	958552.4321	2559846.046	4905070.329	2955174.735	2502469.677	2795449.947	5233115.853	5372148.023	7254826.2	8970218.225	16049473.42	7465391.543	3022399.466	4538513.154	6662592.731	4558495.369	2406763.387	2724439.411	4510747.382	4364869.027	3995657.769	5792682.086	5075822.939	2094137.393	2793615.118	2313905.363	2028370.806	2513808.902	2908744.605	2437581.621	12170236.19	14555810.71	10217438.68	6703209.535	7984372.41	7533415.45
Com_11181_neg	3-Hydroxymandelic acid	Benzenoids	Phenols	1-hydroxy-4-unsubstituted benzenoids	1-hydroxy-4-unsubstituted benzenoids	2445538.979	9334307.213	9614023.829	7245623.241	12540163.31	7365301.103	13193644.64	14419432.47	29137070.24	14651004.99	16493679.85	15880222.85	11629833.73	10945763.24	10234912.08	11400015.56	8207365.297	9317294.272	14886350.56	13255750.87	14321018.98	14339967.77	13014357.68	12185370.25	14016899.72	13322858.69	12370473.04	11782514.86	13320146.48	12478161.53	21289279.52	22124210.76	21260034.7	14337798.78	13755353.51	14382641.35
Com_11626_neg	2-Anisic acid	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	O-methoxybenzoic acids and derivatives	6730879.718	17809336.01	18877602.34	11056191.81	23501454.49	14557240.21	26373330.01	26912386.99	9497055.068	33850341.74	38189625.86	33862835.66	20966482.99	16939181.65	25189999.09	33702426.9	19485572.36	19660576.24	23645050.33	26311994.54	61253605.01	35601935.56	24162732.79	19798675.21	26167072.5	28601930.87	24008961.26	30643733.31	29268612.52	24185274.01	39940779.97	41162616.03	28404574.73	27416801.3	32409965.6	16668548.74
Com_11711_neg	2-Butoxyacetic acid	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acids	Carboxylic acids	2257801.57	8840485.353	10751434.34	10392254.36	9023754.031	3017320.48	7436538.648	8800312.945	8229003.116	9040085.294	8860402.412	6090234.857	10163751.31	7334961.573	8883755.455	8239421.18	5417343.565	4769213.83	5797886.536	11788473.09	10388843.18	9648480.1	6187603.289	10911043.97	9953078.875	10728546.61	8667747.305	9813031.613	9525689.88	9331321.225	11613914.77	10217784.06	10473014.33	7346722.159	7824514.346	9473842.61
Com_12224_neg	4-Acetamidobutanoic acid	Organic acids and derivatives	Carboxylic acids and derivatives	"Amino acids, peptides, and analogues"	Gamma amino acids and derivatives	9690457.616	9768342.012	9237899.707	33666403.18	11059677.66	9083947.398	8603266.15	8547285.372	10396440.83	11376001.22	10757789.45	12937540.18	12681971.12	11361613.64	12954351.56	18695772.62	11548414.47	11571947.23	10040766.73	16975025.88	14846561.35	18714547.06	10284364.27	9770556.156	14691857.05	15219107.64	14192855.52	17751348.63	14132168.81	14743120.8	12732571.97	11605016.19	12035707.86	11526459.64	11045671.2	10517162.25
