Table S7. CAZyme																																				
CAZy_Family	CW1	CW2	CW3	CW4	CW5	CW6	OW1	OW2	OW3	OW4	OW5	OW6	PW7	PW8	PW9	PW10	PW11	PW12	CS1	CS2	CS3	CS5	CS7	CS8	OS1	OS2	OS3	OS4	OS8	OS9	PS7	PS8	PS9	PS10	PS11	PS12
GH146	2498.248887	2177.785593	2171.85546	2764.647279	2252.868368	1597.577576	3307.34816	2874.037565	2597.224591	3345.717616	3309.212928	2050.375445	2505.474585	2647.015958	3808.59377	2376.904354	2964.727471	2398.634186	2694.945346	2085.443957	1883.770935	1954.135914	1240.338438	1168.790247	960.3840952	1840.788536	2251.584439	1900.470141	1579.410345	429.2146941	1819.533966	1946.357815	2163.05342	2830.016362	1976.469146	2006.823773
CBM13	14437.4407	16134.11826	16358.87378	17247.98773	14718.47708	16190.7851	17472.11928	16628.60514	16524.97364	16615.70864	17295.1666	18342.83481	14607.80288	15470.19999	17539.48328	15079.09807	15827.16377	15504.74203	16948.02279	16315.37641	13641.41149	14560.36462	14116.69736	14281.80255	17814.33653	16300.19264	17082.92523	17309.94555	16104.30592	9437.756656	15375.00052	15531.86376	16713.35584	16716.4427	16554.00062	16800.63672
GH160	15.99391205	13.64411645	25.02719275	9.62885993	14.66996254	1.91887718	22.19914314	8.90236335	19.70434123	50.09005215	23.65780608	0	20.22348002	26.68020526	6.17122859	6.33981766	35.68097891	19.0609038	19.23612258	33.86346476	5.84671348	9.4093562	2.87364006	7.81188728	0	24.08435107	31.53302699	22.28881254	0	0	7.91377632	5.71406515	15.87804794	13.73731273	5.5913402	7.29850136
GH170	2352.13589	2151.659361	1656.671347	1556.130171	2141.460687	1871.878235	1788.08431	1934.427394	1621.289606	1520.580252	1493.300914	1891.560142	1475.382077	1509.206347	1649.395969	1654.742413	1372.071802	1483.213082	1879.420434	1671.381155	1402.854945	1838.669883	1427.293403	1475.410043	2336.597641	1501.299041	1442.405144	2127.23696	1898.602768	1331.378035	1757.941577	1965.189373	1622.074074	1730.385817	2058.612731	1886.973355
GH29	11688.333	12678.15556	12754.47753	11197.23077	10874.84778	10180.86985	11228.96296	11762.85498	11941.04052	11806.32377	11158.26659	7852.075766	14609.98483	14668.38382	11438.02154	10561.11564	11758.49132	11487.88043	12052.21111	10099.22031	9293.052126	10646.99396	7111.470557	6898.459887	15976.25647	8040.751433	12318.84985	7106.448138	7915.387029	2702.411235	11452.48471	10666.93856	11841.33944	11779.64669	12092.429	12907.6124
GT94	0	18.3562514	3.16673167	5.08686749	0	0	0	0	1.9539208	0	1.45845455	19.4814094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173.4521908	1.32016113	0	0	0	0	0	0	0
CBM40	505.9319404	1211.046339	1007.35546	396.7236903	306.2535508	476.4024379	716.9440075	791.6918915	897.6121079	953.0694664	696.6711353	227.5772981	1082.64462	1152.978061	620.0180244	417.5248343	764.152001	489.976754	619.9247823	385.3183415	602.9909408	573.1357591	206.1144143	223.1313697	955.1630639	258.5945597	819.6801415	603.6507905	286.8769794	467.8914154	537.9131515	378.7728115	1021.527502	775.3621402	732.5271095	836.9297223
CBM70	187.9808651	161.0259556	197.147156	134.1636971	159.2022762	173.7274923	182.8403396	244.7833105	229.9468424	284.7064956	183.5842128	261.3424889	129.3618438	134.322121	175.7625889	212.5764565	276.8915867	243.704326	128.5883344	249.7412347	151.347335	21.59413538	155.7291471	220.4812132	2.0446231	176.7404736	96.19643416	200.0699696	172.6867739	0	181.162883	154.4392469	108.7085301	171.1593464	165.7460061	163.1355838
GT111	1425.150945	962.3596986	1292.164624	1247.632972	1556.143915	1899.9779	1559.209957	1470.816895	1056.428399	1098.943891	1094.402075	1164.259635	860.483364	839.2370145	1379.906101	1318.950435	1038.091044	1112.047694	1268.328955	1698.198781	1298.191161	1942.078441	2293.338447	2094.09735	861.8985574	1828.751195	1388.961516	1074.735081	1736.074035	2997.829736	1062.768471	1060.396494	898.9026116	838.5250279	975.0675326	988.1809921
AA8	2.09087048	13.14051399	0	13.08344471	11.84578267	4.48508641	0	9.62064521	0	12.40477244	0	0	0	0	0	3.56632512	6.98442342	0	0	0	0	0	0	0	0	3.97268483	7.76829889	0	16.78846612	0	0	3.99620143	3.91322946	0	0	0
CE20	4293.284373	5436.332108	5079.88586	4697.031801	3414.717894	3787.301591	5940.584841	5685.809753	5346.611764	5327.294676	6135.101983	2755.097535	6602.585293	6433.846535	5864.752554	4752.030688	5591.016328	4689.271312	6477.737671	4994.369283	6003.111675	5513.438709	3123.279355	2763.470334	5103.315204	3696.558431	7116.341489	2927.053816	3846.828879	1479.641188	5209.783036	5101.289915	4899.5696	5937.018657	4410.017603	4593.694851
GH156	92.81638677	123.5603851	167.9979726	141.9407287	133.0655186	71.86650484	101.0822386	86.42057181	71.3164265	116.7003074	107.0977446	58.90721725	163.5909567	99.56104623	129.1482819	80.48917958	119.681933	128.2693262	60.84186236	145.4825653	48.94178376	8.68739131	91.30375412	92.73357991	41.42068782	84.18987633	70.43912781	41.55583612	32.8281115	0	97.50649565	98.37710712	72.99945913	89.05081662	122.1306266	171.173678
CBM72	742.3745918	1227.116007	999.6724817	805.4466601	587.0277869	459.6857559	1433.758327	1351.988779	869.8187953	1242.191688	1131.599844	457.4998279	1053.839143	1206.271316	1488.278771	818.2564274	1581.46931	1087.050059	1557.4994	1138.707148	996.791438	1076.058163	483.695346	442.8272427	378.4678966	1255.831948	1430.226208	474.8866276	410.4474719	21.49965553	927.9885188	958.8036706	732.1573561	1266.638615	833.8906731	891.6531426
AA6	0	2.12470997	25.75949057	8.9631067	1.59610383	0	15.53808898	49.32314099	21.51161555	8.12089893	3.38522019	17.89500415	1.6524581	16.49630088	3.04323962	2.31253895	2.26448103	35.47959066	0	3.03278029	2.32142314	5.01860395	31.96645757	40.77616247	0	25.80802652	0	7.77492841	0	0	3.48531732	12.63560833	21.51918868	4.73114033	2.61863518	0
GT96	467.1308801	498.295563	355.006412	484.2431784	547.229614	480.538374	463.433248	520.9834103	467.9263777	407.0352896	492.0144015	531.9314225	355.7539882	535.3662875	412.1633821	404.184773	427.6696396	459.8908156	316.3621016	497.3882062	384.4598999	272.017642	233.0673183	305.2781141	18.40876473	365.042704	292.4362482	249.0900764	346.1616627	360.5928154	419.8524698	350.5262088	306.5746392	351.932561	479.3789397	486.3736033
GH5	24357.04115	29371.61185	29382.0666	29439.09703	23591.56444	26975.87301	31658.6333	32905.6176	28685.45146	30538.05675	30869.08893	26790.60394	25661.3853	28243.52949	29380.05034	23590.94264	30083.36668	25897.35146	30879.89399	28095.38311	26055.78649	24967.60443	21664.68382	21476.03469	17284.68865	24862.34829	31039.92506	27141.83368	28725.54938	14505.37414	27112.82004	27678.41296	25626.51979	30146.80792	27186.08288	26462.80359
AA4	239.7785736	389.6230189	390.865109	332.2053905	306.5922159	277.9915662	213.947537	289.2291926	251.8573801	334.1968059	263.6215986	653.3401274	299.5994764	392.3701139	442.6343084	499.0633972	348.8890968	552.6273063	355.8284875	354.1982772	170.3425378	471.3590857	1185.721344	951.3895535	110.4399505	356.119725	262.172928	1218.435705	245.8840413	629.6535893	213.2149678	270.679269	329.0423903	377.340331	401.8529924	405.1704644
CBM25	454.8385808	255.3993094	249.1170534	459.6554463	460.5539822	751.6977318	510.3020267	691.4276545	578.8145034	597.8683901	517.4024163	457.8102778	485.9721888	369.7457852	509.3653906	550.0140263	305.5392834	486.5298646	650.6051938	786.3420025	713.4240831	502.6843325	530.8005791	452.0477212	68.91087777	563.5629411	475.1364662	305.1289827	522.3327733	75.10228466	564.8486904	546.9103157	591.3984205	1011.239989	606.0468396	561.8324262
PL17	374.6830091	319.7026792	272.545055	298.7131732	309.0603382	414.3278257	288.2656655	313.485294	259.3945337	344.0441764	179.3224457	273.6741209	300.1647864	206.559349	248.4725904	284.8509985	317.9081189	238.0816127	176.4324124	386.9005466	247.0211425	224.4529896	150.9742648	187.9244391	337.8284563	124.2674561	280.4174595	194.3191174	378.6331985	319.798676	229.6063889	189.9938753	172.8020315	226.0197431	169.2371176	171.3000907
GH1	5727.360321	7751.042826	7225.185688	7838.367941	6817.960482	6886.147764	6872.259585	6596.08545	6343.357512	5414.011065	5924.35447	12060.34182	4632.670577	4934.175562	5667.388636	5971.446126	5518.533109	6109.449389	7406.591347	7627.81524	4815.524754	7108.670282	7820.108927	8018.595266	3562.749723	7541.878332	4729.097858	14564.65857	9875.356485	19320.84267	5164.451848	5064.71149	4854.072865	5147.272574	5013.871256	4805.957742
PL11	2782.555025	2561.283877	2894.773763	2920.127595	2691.167168	2571.993287	3364.761281	3606.398934	2264.837928	2802.924246	2906.768021	1432.845327	2060.337595	2369.19854	3381.079262	2574.243484	3212.324444	3125.109655	2131.344024	2318.887435	1178.396667	1556.867557	851.3990242	728.0802875	1361.539866	676.3962776	2112.466399	1438.989688	1097.857421	465.5984731	1702.431528	1712.50882	2467.540493	3119.008187	2325.725747	2421.079265
CBM32	8676.11152	10142.28949	9609.421875	9691.548894	9355.578958	9800.308336	9942.615226	12759.04758	10005.24544	9030.172727	8377.086126	8082.048792	10715.07352	11009.16472	9706.183715	8778.210811	9392.077653	8859.491189	10085.9157	8543.821315	8350.5664	7583.229049	4447.269712	4347.576284	18725.58327	5978.717469	6950.63428	7252.382824	6661.936428	4535.146205	8690.502562	8508.454507	9076.605673	9656.402654	11319.70996	11661.80209
GH82	10.72766879	0	0	0	16.06535884	0	0	0	0	0	0	0	3.69166171	0	0	0	15.41774319	25.43659908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH34	16240.51546	18064.63199	17314.17605	20199.024	17323.81307	18277.41864	18098.84819	18900.75414	18662.68263	17213.82458	18989.57904	20619.73747	16727.84157	17864.38663	17780.61428	15237.70169	16630.12809	17455.87228	19180.92309	18057.27305	18406.46015	16133.37906	12428.36512	12417.81347	8421.034708	17821.02744	18610.96099	19354.44286	18961.27799	7813.036879	18688.21053	18978.03147	18672.89366	19198.32062	18544.03103	18320.78546
GT104	94.50241095	198.7126719	242.581257	152.8505303	153.205869	124.9922486	191.726473	144.832837	196.9046786	121.6967459	173.5315078	164.8640124	239.2890809	161.3753189	164.5504693	159.1892981	199.8720833	173.5837627	134.0037312	122.0227578	70.1110056	142.8564998	89.90541953	53.79332822	109.3502932	97.37159347	167.011106	263.0377239	104.9135534	17.22186095	236.0867954	172.2182042	130.8042906	83.43614875	80.57910015	118.7354137
PL37	71.83939239	107.8918249	111.7916424	87.33408441	95.35851394	119.9806643	76.51812916	64.55107219	68.7434891	46.02019931	50.38642842	55.85477064	111.1249885	48.14394289	114.8256712	88.34039199	91.73864546	122.9285651	116.9894262	53.19498591	78.80477801	84.00895746	23.60478965	10.61626026	124.9294294	78.72011342	74.83496196	24.20690685	94.02374482	5.43794621	137.3834212	99.43490268	132.1415894	171.7256187	93.52751252	97.50685033
GT106	8338.101027	9908.40645	9116.299973	10047.3445	9663.487249	10470.88132	8929.040262	9830.301195	9465.139611	8475.338071	8231.543516	9081.193758	8682.187328	9102.689057	8960.992935	8250.670694	8460.965674	8105.017765	9486.968246	9400.438523	8262.036226	10290.22329	7077.093604	7196.237162	5390.383416	7669.137153	7756.363064	7766.601715	9367.685096	3951.311168	10214.14405	10201.57294	8800.068355	10326.7921	10449.49789	10496.72633
CBM79	89.45263765	109.0608197	340.7655426	300.5624287	77.54018222	268.1899827	270.6093131	225.8833344	306.5922267	196.3006523	320.3329589	193.6840511	27.99388653	108.6409089	275.2033854	76.29919477	321.7982774	68.1635361	75.81945263	20.05592657	23.77750233	0	22.29369454	24.61238512	13.70891152	16.14330838	61.29577111	122.3403545	191.0061501	0	162.3457331	138.4855104	112.5379448	113.2509137	149.5468408	108.2134922
GT12	57.04021642	52.51683908	42.83032877	16.21498205	77.36465876	63.4564136	115.2785952	8.62745103	18.20125156	5.77773125	20.80507743	54.44467071	44.70416312	60.55139816	26.64552851	53.25052917	27.81191954	40.58595627	83.81018085	182.5560116	59.52721195	42.3328274	171.6971836	143.6128674	0	48.96992152	37.63097885	27.59330013	128.4550511	82.5883318	22.96242685	32.66765545	48.61392936	45.06707824	58.04709016	66.81967794
GH72	5968.626689	6299.581099	5882.96082	7026.569763	6446.015676	6314.213118	6413.332918	6509.91565	6295.520947	5859.148834	6559.704023	6742.7527	5931.511859	6460.912875	6471.777992	5946.631392	5914.635538	5953.025168	6957.827475	6650.56601	6965.566702	6287.936767	6328.246621	6510.649874	4826.330758	6840.445654	5987.610793	5646.400555	6921.758691	4266.916336	6594.317342	6875.802307	6677.696524	6762.53445	6598.605225	6515.910417
CBM62	1402.512477	2915.556043	2757.377335	1715.910687	1078.866805	1394.037519	2093.237385	1980.882357	2566.880976	3551.515594	2770.904265	1477.728126	3543.51369	2994.797769	2593.730278	1919.734797	2351.307447	1733.99419	2334.580542	1948.650796	2033.812602	1556.088251	1236.9097	1128.989044	4549.61669	994.0410022	3031.724703	1192.188164	1575.822533	465.0291756	1727.165302	1735.303025	1915.225259	2356.408995	2060.221369	2155.248299
PL3	24.03065342	0	16.83350574	18.95945932	29.36482199	9.2270111	0	3.95303739	9.09107551	8.66150613	4.34928599	7.0011214	1.99434598	9.29516134	8.10561703	11.55718648	18.32707248	1.89765104	14.6177959	7.83320758	17.91170014	22.37782613	75.95774164	64.77400634	0	10.35942259	6.91337287	8.55570332	11.13144889	26.75828362	18.3278634	5.21172492	1.80443359	2.34879307	20.45243539	17.78078169
GH36	12494.94885	12812.37196	11555.99094	11791.56521	12872.6774	12329.41039	11837.46617	12660.28034	11673.62881	10223.97117	10221.3352	10710.66986	11357.92189	10990.17851	10586.93632	12085.57089	10956.23829	11285.19368	10899.02365	10425.6235	12286.16085	11640.86884	8429.445845	8410.473061	8154.088049	8377.73137	8920.506956	8710.045561	12362.26127	9869.507071	12160.4489	11631.29987	9740.362829	10507.46348	11353.02267	11551.87781
GH94	7042.711214	6684.884483	7386.843017	9460.688671	7553.240007	9329.477869	8559.877106	9424.548837	8390.510081	8643.520812	9549.134522	7756.287576	5840.361588	6854.823154	9045.904649	6309.720068	8605.19619	8342.985486	7282.441529	7864.024372	7408.200482	6285.239903	5445.893348	4746.084385	1725.106845	7357.105334	8904.474531	5037.736454	9258.716308	3831.762081	8163.807224	9125.033755	6912.827798	7928.271502	8391.930935	7726.791309
GT47	3158.046042	4761.92659	4866.711013	3573.648732	2945.337751	2580.374013	4734.277265	4268.030798	3994.174926	4654.078956	4832.104886	4652.399613	4887.35887	4358.422256	4031.645028	3553.248045	4084.720276	3572.507737	4618.712502	3567.88107	4557.874984	4511.817201	4500.639996	4552.138266	5419.312059	4319.178481	5076.730051	5167.127316	3417.063925	6735.935975	3079.26981	3096.027559	3498.825326	3711.568047	2884.881182	3112.340652
CBM71	37.06631682	76.39086393	68.58895566	151.5478983	60.66497537	24.88649322	103.5324982	194.3493213	51.70824945	77.03669502	88.52182901	144.9317161	66.43993476	73.6104182	78.72202132	48.9976542	46.98819319	30.97961519	92.30785563	38.05993164	16.61084606	81.51780387	14.06108229	14.93895272	77.07859018	8.29378126	21.66021211	87.86053887	62.29433805	0	32.07970807	57.84079542	42.06802699	47.98911231	150.8979562	151.7189264
CBM22	3212.225377	3959.441947	4988.860748	4847.904592	3475.129744	3459.689557	4501.942048	4801.534766	4732.008249	4438.361753	5247.230503	4529.907689	2864.52911	4035.050927	5338.609195	3711.832088	4696.425184	4248.934982	3113.338534	2527.486175	2708.051599	2239.179154	2448.144207	2476.369311	1613.008074	2604.123191	3279.702473	4456.949899	4198.359476	3105.02911	3537.649939	3679.748425	3162.051224	4098.585663	4323.389082	4004.063726
PL2	8.75096221	24.1516255	0	0	22.67143054	14.44703133	1.67453979	12.92130353	3.18894621	13.47344055	16.19951708	3.43252776	17.07960145	1.44838036	4.23183874	5.40027638	0	1.66623018	0	3.15181679	0	0	0	0	0	37.26095747	1.37771113	2.62618339	7.93411692	0	26.26247589	14.79528886	9.96718568	7.39240676	16.45354014	19.79318024
CBM9	4616.212241	3155.03031	3544.532134	3414.518811	4318.44189	3111.294563	3151.086449	3389.090166	3150.488987	3666.721093	2935.568723	3067.073045	2518.633879	3356.533792	3364.062355	3718.483168	3318.345239	3468.385407	2422.24495	2449.548355	1856.441285	1497.327514	1964.184941	2050.116707	1428.121603	2231.05237	2317.856348	2151.40208	2943.510398	306.1339277	2550.629726	2564.525251	2312.005036	2382.633954	3016.821486	2911.093205
PL36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8957985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH79	2448.349433	3794.280307	2281.861192	3178.074124	3155.380904	4279.523784	2809.387684	3137.038907	2085.151893	1605.83597	1869.238481	2925.588216	2273.165737	2648.655164	2290.598641	1465.436754	1659.572935	1615.432219	2601.015447	3400.033757	3061.33058	3808.519937	1289.135102	1191.396404	1678.864897	1212.16108	1419.632127	4609.8189	2395.521536	454.1451609	2876.759786	2941.461806	2589.017663	2669.38959	2961.453807	2841.706593
CBM28	6.55388858	13.62840564	12.52356911	28.02791705	22.0206185	28.56029468	3.44431407	6.27977927	21.59835691	10.90439268	5.5466122	17.91050021	14.9921082	12.14770912	32.47266615	47.17370437	8.0227328	5.18465374	12.59524526	25.88198905	3.76408751	0	8.6547277	8.08919237	0	28.74298316	6.85063499	0	1.58294202	0	8.72134872	7.92173599	14.27088132	37.48033689	22.531912	32.09919775
CE9	13727.64602	15939.76446	14004.68697	15204.42648	15053.49819	14914.91119	13257.90412	13747.69628	15107.87849	12893.63868	12528.99611	17459.82223	13758.43084	13936.84951	13760.2772	15214.22809	12891.99081	14132.38206	13462.57137	14036.58033	13693.10386	14152.35962	12228.27402	12651.5783	8955.911124	12617.53937	11866.6087	16158.10727	14375.39615	8991.53235	15578.26216	14924.53252	13651.49694	14019.74392	16421.35164	16577.13488
GH8	1174.364948	1303.903634	1408.324967	1567.800115	1046.157852	797.9465143	1482.269911	1740.295374	1194.500346	2156.476403	2191.496791	878.848064	940.0665507	1575.190637	1901.563536	920.7358804	1631.249729	1282.83318	1564.787046	1050.142913	933.4965206	1027.257772	737.3212444	714.4596976	295.5745999	855.5097908	1534.912766	907.4380099	1182.241803	33.78070503	1169.71362	1284.568571	941.9277659	1656.5697	1372.9029	1164.932762
CBM6	6150.40808	7343.706755	6769.86443	7758.03999	5710.217328	5904.646129	8735.998578	8756.292819	7376.308416	10674.16719	10216.32092	5623.86147	6455.190657	8194.634434	8705.10264	6532.977793	8002.334018	7078.696654	9351.17558	6793.431651	6763.38575	6900.855342	4937.860332	4386.923901	3584.137493	6094.47053	8463.867877	5140.852836	6982.93349	2058.175384	6969.84655	7408.028892	5970.355385	8301.286313	6614.997325	6121.363101
GH178	0	0.7843282	0	1.99435429	0	0	0	0	0.93120743	0	3.04949587	1.00233593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68914149	40.14178289	0	0	0	0	0	0	0	0
CBM86	91.02628424	83.7066683	309.556824	187.760953	94.53696331	63.80524811	85.09116249	111.3183101	159.4010605	240.2113251	225.6934223	177.1814059	158.7347569	207.7852837	433.5103772	92.49191231	216.6482381	101.1778312	76.99064256	108.8580011	78.54211375	16.1577217	71.4739828	71.77452015	31.58508452	31.61069942	134.4558537	126.5134606	163.4367102	52.37260099	38.54766339	47.5347851	44.35487453	96.95645009	112.7546094	70.78448851
GH3	54196.55798	62265.30937	55359.6193	61455.02525	56360.03366	60520.76769	57132.0327	63432.77466	55524.06475	53681.34563	57100.45359	66483.88876	48514.33565	56214.74987	55073.78915	49567.55966	52134.95161	52669.54301	55922.53098	59947.74705	53759.12712	56179.00723	44286.87509	43301.83489	33541.91388	45062.01927	47645.75482	58321.49886	55434.27461	38095.32521	53229.21798	53861.20472	47607.25284	52530.63361	53785.03589	52650.16785
GH78	18598.29476	18957.94829	17009.26122	16948.73804	18124.27864	17222.28004	15740.50997	17133.33657	16778.59012	14611.6907	14811.86739	15045.48169	15985.63886	17703.41817	14961.30737	15654.45816	13751.50094	14885.67622	16387.37048	16834.73936	11703.75875	16096.50591	13281.403	14038.30815	6198.603796	12044.23147	14059.74429	10572.25561	14277.24689	6675.701417	17168.31459	16628.72366	16132.28468	13903.25044	16681.31511	16987.16121
GH117	948.405886	1250.772815	1143.623423	933.2856952	896.5612451	869.8269977	952.1349598	943.4667617	1126.793283	925.7260464	983.0676227	756.3769355	1352.259975	1090.443476	1106.841359	1044.402082	896.2464716	937.6489807	1298.489935	1268.38855	1773.964924	802.9736016	1108.114264	1017.794927	2309.391486	894.8155132	1195.42525	787.0052519	1265.221549	89.25603355	1000.973264	944.3004853	1491.483853	867.031927	1151.351566	1100.00884
CE2	1421.502053	1609.946757	1790.518914	1834.184809	1195.566605	1527.293875	2118.181898	2300.869075	2072.193111	2301.080186	2429.98447	1253.451249	1539.160487	2006.401058	2090.591273	1395.834721	2315.223612	1793.093591	1807.998713	1540.877208	1651.485221	1401.48172	885.143742	827.8264138	479.3781926	1167.12356	2588.01134	1414.378583	2026.516274	266.4867453	1747.337387	1871.725312	1281.563624	2258.886662	1866.207681	1751.600181
GT1	27469.24694	29935.47902	30657.25294	33136.98245	29515.91995	31469.35016	30770.17586	31683.36018	32433.97648	30052.87512	30667.85016	31494.58174	28686.29205	31415.03244	30499.5544	27315.38162	29421.70218	30435.95712	31088.28984	31040.20549	27925.74618	27371.60989	22124.30144	21571.24319	13740.51036	29664.81417	30769.54039	29126.48273	31640.98321	16999.20921	31652.11781	31842.17816	30166.04189	31500.47539	31626.82596	32196.1174
GH154	1634.993497	1427.392998	1622.714733	1843.535704	1866.10487	1388.955524	1620.132036	2012.556715	1491.498238	1728.963994	1576.453235	1718.935435	1093.645573	1407.118736	1545.19213	1856.113288	1737.445884	1897.543633	1331.737625	1530.006697	1234.825291	1709.07267	2095.379192	2120.188325	2235.109338	1509.484126	2087.2345	1341.348358	1366.103057	1051.559206	1221.21012	1281.394948	1362.21649	1434.755913	1382.600428	1434.597542
CBM64	2.15964911	2.9281047	0	19.37710961	5.37868214	9.81969709	72.12814005	19.70931393	6.73995162	30.0049028	49.18843934	17.18399502	4.65189286	3.91454153	17.80753666	1.54169263	12.53420852	0	12.09002001	2.41294198	0	0	0	3.18954249	4.50951037	31.24114076	1.69676002	11.7242362	41.09234697	22.53686844	8.90392202	5.93765815	9.07210774	10.61043464	36.0127438	29.71426718
GT28	16740.29127	17742.00081	16442.74653	19045.39337	17687.0255	18106.61975	17814.51872	17934.11418	18564.52749	16195.01763	17691.47711	20280.48272	16131.80437	16846.29363	18035.88772	17062.68212	16363.45647	18338.71622	17751.55521	17444.36207	17933.55913	17176.75656	16459.75706	16446.60776	9600.960717	18638.59623	16609.01253	19152.27064	17803.52764	11244.31227	17424.7497	18029.11618	18342.03513	17853.33552	17909.49733	17981.16523
GH31	16063.97503	17380.73283	16405.76631	17829.24234	16850.27186	16435.1361	17956.45729	18610.423	16554.47694	17577.20633	18642.66679	15534.72044	15533.92299	16977.70869	17447.34666	15901.31036	17381.68064	16930.51152	16867.61889	16867.15601	18370.875	17204.84556	12021.84047	11539.42842	10966.18295	14441.01669	16817.19836	12696.92196	15239.08904	7715.295321	17131.6516	17365.99057	14194.58991	18362.97316	16937.38165	16340.12417
GH158	72.35303491	99.98212584	53.24648839	134.8764566	51.11762524	75.85870348	101.5200216	84.17678495	63.36962779	97.23521382	57.8336137	60.61980909	39.99528766	107.9762564	128.9749103	72.35232031	44.56119165	84.9963728	76.65148543	69.67767511	43.50445838	51.16037478	62.04980541	59.85066635	62.03145272	67.74028526	39.88408258	36.69293525	40.28866869	21.73898799	56.25777635	34.49643005	148.4600019	69.67239401	39.09041139	42.01905711
PL21	216.8748108	182.4458373	147.6656575	86.87181177	177.9662118	177.0495447	142.1344815	181.7061589	149.3007576	230.5290859	181.9411736	196.8738948	221.876709	173.5032044	153.8250968	258.6691549	228.7871918	285.8843753	184.795986	189.243363	115.9734145	144.5906128	234.2440441	185.1813703	10.28877935	197.9130078	274.599144	117.2766964	144.8992856	0	168.4280454	133.4516734	185.8228939	131.7268013	167.4713353	212.6698404
CBM51	1675.180455	1624.881025	1587.076025	1785.348343	1880.690605	1630.96292	1595.471088	2041.383576	1719.627129	1557.003958	1589.246911	1198.854795	2333.179378	1785.291938	1723.995147	2091.96078	1589.57881	1743.229061	1497.080842	1338.351372	2692.049564	1260.885616	846.7766547	835.3911577	499.2865969	1123.265082	1236.2035	1025.644216	974.5593214	1700.845353	1490.224735	1419.515378	1802.341604	1601.227031	1581.620038	1642.215624
GT116	8526.55316	8581.196149	8955.294494	9293.05238	8448.086306	8915.341714	9148.393492	9063.44598	9490.768467	9520.64086	9319.013629	8832.101853	8243.248291	8959.467659	9228.494209	7922.302787	8383.608854	9184.437834	9760.143765	9224.685338	9390.37699	8568.589776	6761.821416	7563.733229	6735.965893	9883.094978	9413.541294	7295.845076	8973.861171	5223.080832	8803.303582	9084.691397	9234.947149	9232.717999	9218.49824	9340.802854
GT14	744.7343222	636.3335078	696.4008778	833.6200313	791.0338991	478.8971711	924.365854	789.3125711	917.6447655	1076.346921	961.6261599	752.3580503	778.5607082	890.3187021	934.7025147	615.4058896	846.8026421	741.445252	705.5269341	550.2743653	637.5001257	634.7010691	515.7228263	702.3972769	909.4066077	883.8008261	641.8591902	428.3643732	582.9536101	499.1088688	700.5135856	740.7749686	625.4891554	592.383413	961.2715386	904.122571
CE14	7979.523185	8318.674248	8018.048362	8602.123157	7802.224723	7722.893448	8099.618146	7905.254784	8532.401005	7945.530406	7797.079627	8515.416882	7299.031404	8092.396209	8131.901939	7329.058263	7735.665309	7679.756531	8547.659737	8113.625589	8421.081846	6712.85372	6738.387269	6748.373358	8459.625742	7140.213696	8447.593315	9370.006689	7854.98684	3100.011785	8292.744562	8422.518755	8437.295437	8797.751308	8402.717436	8625.766964
CBM48	29870.10914	34400.11099	30857.96893	34018.83169	30796.9926	32785.49848	32449.33844	33384.56338	30411.43165	29924.86634	30896.24514	36461.18353	27977.61331	30800.14905	32386.3877	28185.23921	29650.82055	29048.19947	33136.37512	33150.83557	30719.4605	32763.03378	26434.80035	26517.67478	20244.77606	27114.91448	28381.22379	37807.13873	32835.487	25880.30444	31043.63856	30787.56721	28717.41259	32052.02945	33997.67417	33161.08438
GH54	19.25535563	22.36730778	39.96532284	23.52913681	5.11469721	3.39792631	79.65743349	55.29180521	51.43389893	121.7527189	106.4385895	86.9134794	69.23031596	108.5496466	28.43548071	24.07798052	32.21066993	9.61600406	78.55233425	81.52633071	19.48451417	75.96560241	58.8251819	45.935917	0	14.02481082	11.21610947	10.54879009	9.16737355	0	36.42413861	55.81555685	50.43451548	34.76737943	16.68006514	33.06962302
CBM74	159.3982308	94.00983767	83.4565168	94.6993593	184.6413082	153.0411379	130.7281331	288.3132709	199.4433907	153.2795928	77.36269227	57.68650977	67.150353	50.05389208	98.36867817	259.997444	109.4319461	85.06770811	138.1781373	238.8141134	90.12671731	80.12353121	177.7501878	157.8165247	15.23212391	162.2540786	126.9104999	89.89514251	326.1751558	89.83601222	71.7615066	47.59540573	107.2216707	445.218529	147.8896052	181.7140983
CE3	518.2158622	495.1125605	637.2488747	665.9607665	522.2349012	668.1003242	740.3351677	731.6268283	810.1570034	672.7112928	790.0674121	554.3143098	402.7937246	546.0505157	734.8210116	431.0563501	748.9726001	508.4259139	321.2925971	275.8090433	405.1697247	186.9961566	386.4775297	364.6464945	206.1791695	267.4173658	592.9266859	490.6868503	823.5843729	1.6677041	674.4287904	602.8759758	441.3114954	656.66493	809.9419652	743.5092017
