Table S7. CAZyme																																				
CAZy_Family	CW1	CW2	CW3	CW4	CW5	CW6	OW1	OW2	OW3	OW4	OW5	OW6	PW7	PW8	PW9	PW10	PW11	PW12	CS1	CS2	CS3	CS5	CS7	CS8	OS1	OS2	OS3	OS4	OS8	OS9	PS7	PS8	PS9	PS10	PS11	PS12
GT55	0	0	0	0	0	0	0	17.87716909	20.18079392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GT23	47.11242345	55.46325146	65.83673165	60.42552615	35.19206337	25.48450718	87.37260227	89.84011194	63.18731624	70.7729829	142.4657398	33.23241783	197.5483344	80.08316242	63.63849663	83.18731337	88.5892454	119.1773087	37.5229453	136.7281691	50.34758494	49.55175282	114.9387027	98.74560472	493.0376229	38.66107775	29.42017509	77.14606528	50.48745445	66.94830002	20.34039269	21.30325824	147.1918835	154.9748914	64.11532363	48.91534279
CBM93	399.6745511	839.9393989	607.1892751	457.2544118	281.6846254	270.3238366	656.2053555	572.9155624	483.7264054	757.959347	780.0957091	341.3450213	588.1480277	835.2307595	706.4789965	580.1037134	588.1227799	480.3080641	974.6606699	702.0012989	766.6641517	807.3822872	398.6751217	347.8248756	1053.295264	654.5184969	975.3756986	359.5817208	528.2047172	54.39941785	790.3652365	773.2721536	515.6303802	673.1980443	412.7364291	489.8770285
GT31	201.0969362	470.9746451	669.2633137	482.3842658	226.5311959	313.4643556	353.5811279	317.0326152	460.571691	433.3427028	412.9263419	360.305088	609.9022483	452.9890631	336.496119	541.6357627	543.0966238	298.9304883	416.7070764	268.9113809	176.8003006	206.0124777	382.3888169	399.8346623	77.4960168	220.5176627	306.6111574	503.9543642	324.0606621	88.04989686	465.4208042	425.4484337	288.1786769	334.6905613	239.5496936	326.1073725
GT56	38.95302423	3.5149523	0	2.39718744	17.26357523	119.2492067	0	48.13964998	37.13520629	4.23221648	2.86991445	10.3594337	19.87551205	17.55612563	5.72078903	0	9.5978004	0	12.89793922	8.77695629	21.99579134	3.8454238	6.56832013	11.24777396	5.42644414	17.63329364	5.28352217	0	10.97827544	0	0	0	21.3719926	0	0	14.79518852
GT97	0	0	2.27012692	0	0	0	0	4.81032261	18.93256975	0	8.49273517	8.61178562	0	0	8.34498413	0	0	0	0	0	4.07793723	7.88092559	4.43163768	0	0	21.44109583	20.7377864	1.69931876	0	18.70425542	2.10320872	0	0	0	1.82165925	7.01163282
GH114	219.0959329	573.1098788	477.3070882	546.1265012	282.7092659	97.02788539	192.9878877	323.079495	248.2801915	46.38326516	283.5336395	1490.113068	279.8296397	162.6092117	50.59953632	280.5096159	117.4858251	54.01212693	145.9958144	78.64790806	1050.776813	192.8734005	58.20435825	64.92982666	0	231.698273	112.8216952	2615.405205	118.8912524	48.30277299	176.9826088	166.2282021	39.8382304	73.3075238	45.37288376	33.9229634
GH166	25.64321649	0	15.81357275	4.7030297	20.94816552	16.33646029	29.80477501	4.51715851	11.13736492	3.3937585	9.37220529	11.31020917	0	1.26165537	15.42208393	13.31967004	4.75084643	7.94727682	78.22092417	40.30940934	20.4684911	44.75526131	216.3330823	189.2073289	2.13534447	74.54680542	32.18575502	41.30998955	116.8294829	152.5685059	7.38247878	11.91142666	15.47988457	5.81515047	7.58461148	12.06273726
GH107	12.78236564	9.23793927	5.34526338	2.18057412	12.84666224	7.79457267	11.72127773	30.26108269	18.40733574	12.17552833	12.81069398	0	15.14457548	19.70924648	3.90250728	7.34280212	9.97498291	12.43367063	5.9284923	0	0	21.06434578	0	0	0	31.59348366	17.53232732	2.07495764	16.22485138	0	6.08408152	12.19334222	7.7052527	15.96088517	17.4084354	25.263348
GH59	45.84522177	110.7545721	243.9769892	73.46720898	85.55286038	116.9077349	169.2465594	107.0637711	65.37612456	81.75258372	82.42726059	58.90867924	55.38478037	84.25255048	106.9967521	130.2494801	191.0047342	50.89101473	38.36018038	72.34792928	110.3257301	30.93215997	25.98922409	30.87766083	64.07893172	30.87118488	25.62115403	84.38130423	60.76528649	20.10510111	140.1474106	123.2338471	101.9382739	136.9627332	113.6320883	131.8629831
GH111	7.33556793	1.59056501	4.11848162	1.97800712	9.40218542	7.77199565	10.13308101	4.36346204	1.84714917	3.93156722	11.1009121	5.96472037	0	5.09993086	0	4.85254074	6.3355972	5.59962603	1.83994517	5.41923035	0	1.65417672	0	0	0	3.68416582	3.52332682	5.88334311	0	0	12.33567365	23.33183376	0	0	11.04000112	0
PL40	92.73554143	183.9572326	133.8976634	229.9482184	74.65778192	38.32227515	132.2169897	41.21484393	133.0774621	114.0276291	91.21806917	29.9226897	99.25668595	95.11220305	201.8655856	98.7802167	120.9353194	64.20918565	179.2991573	113.9467398	39.04483459	155.2021435	36.22715857	33.69013221	8.78069874	6.66116051	26.43142478	68.93222483	64.12392221	3.44570324	20.93482696	32.64460022	52.10619629	33.32532477	97.84143603	147.4138953
GH44	202.4125561	387.7746473	318.9578244	256.0898205	177.0088132	504.2072046	580.5098352	580.6363819	380.0504684	449.3658726	506.6294139	150.9379858	69.12145195	265.5753194	415.1066284	94.58828638	489.6590375	169.4675225	127.4288429	72.16618076	71.50832986	7.58414703	26.06936687	28.46544163	0	39.56529762	138.9927158	327.3537252	285.0196948	0	271.0067788	272.1328435	254.8328689	227.6800371	232.6029536	169.7623992
CBM68	45.58449823	43.66367398	45.65988887	40.36256239	35.64992907	21.79142915	62.30052989	40.70107045	57.35756552	43.69828325	34.92119377	112.2367853	36.92077232	31.6986824	69.32573633	55.4666999	35.69343311	31.36531285	40.25818854	39.29546712	17.72770782	29.89790127	39.2618363	37.39016974	182.384057	15.57067318	17.82221152	100.2573322	35.09488856	10.11281075	31.96149572	34.01625077	34.11990849	55.16609601	43.40804977	41.84659998
AA9	142.4904636	167.5615052	190.1426932	113.7767218	199.5067816	192.7442057	181.9175205	130.1865334	238.7572315	147.8705595	156.7327684	250.9217862	173.0623257	165.439244	71.87530298	155.1989935	136.0497084	135.1568059	191.1742095	159.0523445	129.3359326	148.3979453	286.7064095	285.3453405	45.20453131	219.4053964	197.5681455	230.1246115	202.4762525	67.06875685	123.5045142	160.0946617	127.7122681	105.0412023	148.739602	101.3678234
GT15	52.72615378	123.3477412	49.23207431	116.7936329	70.4352258	142.5430982	115.5274057	82.6088247	49.07719743	58.89426986	47.02248784	122.7915773	46.24748006	70.41884572	46.40126782	36.28939242	42.73201994	83.84211177	104.6730853	69.24770222	39.62372032	65.69573076	134.3572589	95.63537508	39.79178437	28.49867627	51.82175712	75.93058341	51.57750558	1.1510981	38.5702306	80.54124307	63.03979319	91.30414802	124.604277	139.7967839
PL26	138.0151993	162.5973625	200.0329135	162.3381844	100.0264959	76.50057544	340.3385362	236.7730075	262.6140858	173.9183659	188.6894041	120.1974384	159.1663849	254.2201811	243.2824552	143.2257571	299.7849516	182.908903	141.4748907	148.0451506	67.29902195	68.25671667	160.6164165	176.8213756	59.0872246	18.95308064	126.6544016	350.3070403	94.17460929	28.31680349	65.36002778	64.42481968	69.71308918	96.52489987	110.1587291	93.12875501
GH102	7.64400954	9.03844878	17.64573256	21.22657984	15.55976838	13.51210106	28.39897041	48.06767247	72.74850872	47.10921555	80.66910825	13.37399206	29.79695893	32.974228	9.15392118	19.98869064	60.44269372	44.87475207	35.82109727	19.35701666	0	6.71423204	13.59247804	21.94972695	0	37.75487151	63.04666668	22.92976911	10.60319893	15.01908953	54.38377918	33.96997802	50.50226399	38.54717209	24.57283989	17.23319042
GT64	22.44343021	105.0490543	136.1367234	90.11005086	63.00231948	71.84130466	22.86445737	42.67192755	99.0697013	68.66887036	32.18936161	179.9807357	77.17151328	82.78202018	68.36304671	109.5400862	87.95815508	167.7243084	60.90499984	65.62293239	29.43074504	215.052589	666.4753523	831.3842629	19.03699557	166.1973853	63.18049033	111.994195	80.71195959	408.3845845	87.43506421	47.07428972	59.98289616	46.83264117	68.63635794	48.67550963
CE16	0	0	4.12856182	6.73305182	0	16.17871312	2.1004343	9.31347403	3.49041306	5.34976182	3.81010712	6.33750344	18.21778354	6.18659578	5.68688414	11.77292555	5.15182631	9.8393006	2.9940926	1.92193635	0	2.69179666	39.70738435	20.9878267	0	10.95082786	0	15.9472718	4.57535296	0	0	1.83251226	7.17785736	18.4887104	8.59449494	17.27318288
PL4	86.34827363	324.5300833	203.3907586	257.2254322	78.51335907	136.5106204	79.42078872	108.5693021	90.60418695	51.58318906	142.1641967	829.9654887	17.55787343	90.93050033	60.75371547	18.25481333	55.66673223	33.47282002	35.64748	49.58849026	18.19452028	55.80577788	48.6922857	45.25247013	0.97920797	19.3304054	61.70226313	1837.078275	24.77160189	14.68137844	8.87010016	21.30816397	134.7933498	71.08503951	11.67979752	23.43785243
CBM3	862.5494338	882.8511848	1483.018435	1465.854361	846.6988234	1376.497807	1511.544611	1860.849643	1400.345565	1525.008303	1834.670292	814.81103	436.0102064	692.8565084	1513.65416	602.1149831	1481.095264	649.9805185	517.1835671	673.9657521	547.8525072	331.0642265	381.3551597	376.7961618	63.80024908	435.6973038	902.3771705	970.8819263	1216.339998	60.4618117	793.2080844	883.7740011	717.4320361	1188.498443	1187.874768	1029.523564
GT105	776.055678	923.7394332	841.6710502	996.8451533	1003.113317	974.085018	920.4541681	917.5138848	868.6692327	735.1270828	988.0857061	998.1109505	804.7924737	934.1974646	728.5711245	659.7263674	648.0297853	695.6224549	653.6202112	732.3860233	742.2995847	624.5294963	518.1536368	495.7301041	191.9480059	792.5887014	743.2179968	1098.700456	920.1437655	421.1298243	1112.927867	1017.415844	789.2507427	888.825793	948.8888856	785.1168039
GT99	49.2728436	39.58974331	67.46623948	28.41121809	30.42639815	24.27558702	19.01634378	56.28984954	24.61374922	117.7753209	34.300867	27.69718895	11.12172025	21.17444645	23.26301437	4.77427396	23.73269288	33.19380381	28.32731893	30.18770337	13.38232164	17.73993603	24.73010703	43.55652263	1.83274218	4.70371579	34.7802417	61.29379086	43.24807603	8.96025228	19.82738436	28.58666714	36.7621131	34.18434639	32.2638469	29.21978531
PL14	10.94222217	157.2571857	0	66.07624247	5.46222201	1.03406159	75.39799793	106.6476891	68.87749268	199.1634977	62.82894115	5.3657973	0	100.5757949	40.95784449	0	81.25875517	15.59311269	25.19374312	2.21870677	13.88840866	0	0	0	0	2.74777367	20.25168253	65.54967789	0	0	18.1870247	23.61517088	39.62681164	21.84046313	18.97800435	7.39123406
GT113	137.6455804	144.7017795	192.6856664	123.8648584	141.538756	268.0556107	295.1368391	192.5477382	207.1314869	246.8482814	133.4759558	269.1729634	165.9612205	128.8848657	229.2706876	253.8525445	285.5025076	202.4022796	481.4831082	685.3050777	149.1812724	383.556501	804.6898829	733.733811	183.5650026	700.368781	479.0158895	127.7734626	349.8412658	548.2059129	175.489602	226.5243106	148.5312397	153.3635858	313.9069341	292.2304869
GH172	1019.21281	777.6006632	788.2502416	936.8004414	1231.537119	1091.610672	815.1299578	821.505871	930.3696091	731.9173649	618.0936333	877.4271112	636.4591458	835.5588496	655.4722048	875.9302166	647.6954741	752.6721056	679.0316374	659.745262	831.3231795	803.7066378	553.4659819	649.207982	3019.77562	780.799548	753.7372212	433.0063355	930.7053248	1122.256982	1149.093562	1009.12619	718.6186704	886.1180537	1176.593766	1086.16121
GH137	330.9596893	273.231308	269.3674103	325.7519896	334.0859112	416.7392388	347.8977133	385.0162008	350.5607536	239.6997579	351.7760125	245.6274515	189.9118446	246.3581575	171.3837464	191.8850956	191.1387082	285.978824	351.1677001	279.0307389	384.2743869	189.7284829	212.0859385	185.1422753	74.02001042	171.7667384	424.843496	184.6397494	201.4047829	16.31383863	309.2959888	293.5173168	199.1085797	285.3514994	212.5380021	196.5361424
CBM47	251.0285428	195.9762692	205.9368711	236.8798974	363.1970217	286.0358299	265.8436065	261.0781536	192.568149	242.5561832	353.9980078	411.3319435	177.7908032	260.6041914	254.060691	274.0545679	187.0682617	188.4171839	168.7732828	149.039911	90.49897779	181.1059368	93.67374786	101.6888788	54.18624103	215.2984119	210.7056752	717.1181162	207.4913833	55.51019609	222.8371282	202.9868361	217.9439577	191.050909	166.4036885	229.34638
GT62	38.18833754	12.63005065	47.01988657	24.09805988	38.06359587	13.12567778	24.96241187	23.92550095	34.61851327	12.18980785	26.25676705	82.13063672	8.23651915	25.73121581	20.06987714	26.13737978	20.39952716	53.9229561	48.6409533	20.03634733	28.5927743	16.11283612	40.67926163	47.07376361	1.95841593	22.04628333	16.608622	135.9819817	70.30502789	34.18137617	9.40535756	16.41522473	15.53151004	24.08501382	27.21502434	25.01112986
GH177	405.8208086	671.288701	830.8067128	586.5913355	341.7955193	323.0054392	741.7581971	697.3591024	638.8424916	593.3486166	773.0331319	365.5980871	1123.788786	837.5508657	563.0071034	474.6358006	552.1824105	494.6519638	635.2620918	588.696476	1203.762624	621.7172394	423.4173015	445.0968029	4.12919022	284.9721964	758.959477	274.8851475	272.6043388	49.60530274	513.7777676	456.1055611	940.5480737	615.8751895	651.3872972	653.0637397
CBM27	120.428899	124.5134038	115.1273433	119.6766131	90.00875795	45.37425143	115.2636312	96.18213999	202.9880874	101.4058042	135.9275952	106.4779236	67.38827268	49.42724073	84.36090813	112.364411	104.482601	86.83011869	132.2115656	63.95090733	84.45422024	96.58035923	76.6638355	66.89210301	33.94765702	142.4044957	91.46180727	90.20826814	132.5473006	49.97628771	103.5079825	137.0232364	92.36137274	61.93390466	129.8481134	133.9560916
GH108	297.6699279	177.4929656	306.8697765	275.8051245	327.5776081	103.9598639	307.5617025	241.6470296	162.9368408	350.7894149	687.0163873	123.3583437	176.0366638	378.0744368	122.6422993	336.0393662	167.8383688	155.0171166	172.9609539	247.3406087	93.47651236	493.9683125	160.7213281	183.0749312	13.76792433	599.1436778	150.8563837	231.7060472	76.53642901	229.7079706	157.0500642	145.2123659	230.5971474	138.0998562	91.49501374	93.83365443
GH120	706.0889479	984.103739	1476.559913	1989.810393	1057.768489	861.3587157	1260.275659	1645.652711	1545.276265	1927.407921	1899.121025	1655.310142	986.3706168	1508.85348	1911.786266	1185.53712	1499.531753	1532.6239	936.0257225	1191.740093	1102.715559	931.5451798	1101.237676	1111.229957	1443.818736	1102.734285	976.1371321	873.0480121	1851.710961	2156.305635	998.4258735	1165.715232	835.6221534	1428.624501	1350.769283	1223.816631
GH151	2087.979632	1764.092489	1635.10153	1733.596212	2097.252908	1830.954242	1141.383094	1431.904673	1629.840079	1236.931439	1198.441728	1314.379756	1514.936745	1475.526917	1513.833323	1797.692601	1506.201278	1399.584116	1180.428891	1187.505307	1071.687933	1017.872852	1087.498546	1175.352229	294.0372314	1253.087142	1375.710808	992.5463366	1563.572408	584.0666584	1895.554268	1586.076879	1429.978928	1446.767044	1977.334701	2184.615354
CBM4	1746.252704	1493.10833	2172.586134	2230.652452	1523.373585	1984.034273	2617.723245	2759.793204	2099.226409	2945.633687	3097.458722	1606.068293	1373.703973	1743.722649	2788.459276	1758.935733	2707.131809	1435.423943	2191.628533	1923.72423	1783.625126	1816.638535	935.0746699	987.1384517	361.0570478	1436.665153	2981.010714	1705.069111	2356.968667	491.322373	1849.736731	2040.84442	1773.728769	2246.296636	1765.722806	1512.479679
GH175	991.0183325	1013.239525	995.3350927	1106.157679	1064.561	1156.155351	1000.505318	1181.828954	1196.256625	1063.023961	879.7738243	1081.45255	792.1658468	749.5740527	893.4194274	1047.54034	881.4736621	1096.130746	1062.897462	1055.712418	1197.810935	859.4237958	1092.872951	1032.158386	304.0601743	766.8735175	776.6049949	687.4294778	1088.598369	234.2043468	1011.342958	946.6920566	928.3207576	734.7418199	1064.779368	1065.842833
GT17	593.3055559	379.8221136	546.1070164	505.7640956	634.5612676	734.1421107	520.8325171	560.4680195	520.2159162	660.2928038	480.1643869	574.9075725	488.9719327	441.2754284	574.2282646	795.6422728	631.213186	567.2338086	577.8734016	540.8303091	505.9248597	474.5845042	474.3774795	493.6313587	81.94271259	689.1932515	500.2114079	237.8995582	608.0059344	305.5729219	373.4010073	443.6554703	448.5242319	479.3611314	520.5891746	504.7476753
PL10	878.5424813	582.9671978	817.6976134	788.1608166	708.1446447	1012.121949	1246.014287	793.319459	814.2745908	811.401857	854.1469277	336.4973638	726.306631	649.5424854	897.9249213	632.1045204	790.0992409	1023.969891	810.4970227	696.2893338	696.3169278	632.956943	220.4432337	200.1799214	369.4697166	169.5462917	846.7106072	405.2896591	358.0481548	16.07728046	528.1825873	482.1028048	667.3138136	715.2950841	529.5454603	612.5081428
PL41	0	0	0	0	0	0	0	0	0	0	0	0	0	10.75529974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH128	418.9149056	484.6328871	526.3085688	312.675071	352.5383433	257.6459167	481.2522031	538.3577183	378.110827	796.8337451	457.3400205	205.6859654	335.6524391	423.2026164	571.1175289	614.2201083	570.7844308	791.3231056	805.3367484	658.5508844	560.7186557	781.6141014	619.2739889	534.5898281	159.4114992	351.367027	782.074136	289.2909365	314.4572811	70.0050864	513.536359	530.1531098	526.5011086	654.5858545	415.0122504	413.7799866
CBM16	697.6254566	686.9674079	607.527037	905.477308	713.8760924	638.8931744	642.1115497	669.9134511	571.3320356	650.3666772	740.8163031	823.8238891	466.8110639	710.1788582	694.8594909	859.7097457	697.4596993	800.1214203	618.3254531	507.2400222	412.9091627	527.0911438	495.5150168	493.537135	161.0524354	493.1483433	433.2223269	779.8468064	844.5084225	246.6349864	660.6993729	753.1640829	444.8489396	519.5034117	664.7346626	646.5702969
CBM23	408.3588217	339.9932376	320.5204386	415.1191774	452.5470895	400.6597036	284.1960518	341.4271721	460.9734379	207.6398684	349.9099407	336.8291976	176.8570777	233.3458518	346.7843261	322.3797928	381.1902931	262.8405141	290.8484124	256.8405191	222.1100592	304.6729071	229.565537	209.4713217	299.911673	237.5029462	298.3930162	309.574443	395.3947341	82.66453369	340.5310221	359.4271196	270.4822916	276.75793	413.0387018	370.3797163
GT7	72.35325954	84.21906229	155.42662	136.7267886	80.07728018	245.885517	93.26596464	137.7095205	99.28389905	106.0159413	126.0042004	112.5970338	56.39798256	91.11809799	113.8941217	78.41896946	231.9963474	79.13477429	101.2215742	79.89325032	64.71288957	130.884322	178.3240311	200.5527254	55.40832417	95.15152278	62.26717448	208.1451354	86.22543746	133.9178494	59.52007079	83.52148303	72.49922098	89.70246621	48.10735108	48.48666817
GH37	495.7049268	452.234995	595.4600613	435.325808	500.4833089	741.0523941	499.915103	715.9710641	669.9169513	517.3433854	448.9500893	667.7906151	715.6167464	334.5472283	565.8295269	499.9789341	318.3423021	497.8175932	606.0699068	565.1979428	352.0958978	511.1934829	395.5279624	378.8310341	227.5634795	433.6133316	415.4519595	428.1803022	589.0826044	13.9374395	572.8488685	511.1325617	445.341934	434.1669058	471.8437039	463.3652503
CBM37	2532.979409	2381.514244	4029.287232	3387.696526	2618.069475	3740.840199	3173.560047	3565.874956	3297.725306	2612.637162	3752.525026	2737.019342	1400.538818	1907.801007	3361.10436	1791.824656	3669.706357	2042.161205	1613.572437	1763.179865	1822.307244	1464.008635	1787.323179	1910.512932	670.5292412	1422.264507	1827.811867	1897.969024	3062.158817	1037.132451	2419.799314	2317.693396	2064.001609	2428.096427	2867.487361	2619.871095
GH123	4466.199338	4285.702078	4017.868872	3674.812908	4210.611002	3636.195777	3586.208488	4157.153519	4041.81716	3479.190945	3413.263567	3131.794637	4438.842684	4094.64746	3633.104854	3588.835541	3341.299502	3571.5383	3343.172402	2768.046617	3713.123074	3110.974068	2320.624636	2284.036195	2963.471857	2092.897706	3116.523503	2791.157507	3235.439167	912.2030589	3596.446535	3342.308394	3679.817127	3418.985193	3943.456643	4249.49321
GH130	5388.084051	6396.177502	5948.653709	6411.816116	5437.443353	5663.865362	6587.845044	6770.232535	6822.928722	6652.12161	7370.827487	6392.52584	5868.003263	6797.26606	6423.323221	5673.966987	6750.20163	6221.242621	5609.714293	5814.425257	4775.13804	5303.429899	5234.041528	4966.008326	8859.729383	4587.921675	6782.653482	4447.430985	6094.437077	3834.04191	5812.625179	5791.43127	5719.597109	5960.401235	6164.40488	6187.543571
GT93	0	0	0	0	0	0	0	0	0	0	0	1.85164347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.28555207	0	0	0	0	0	0	0	0
GH74	702.9836942	881.1099007	894.6504341	1262.404492	674.0682815	1196.428618	1275.708345	1512.46236	1089.125818	1168.434309	1421.67901	706.2139408	292.4121172	529.2752408	843.1871043	711.8141183	1084.091299	838.9561641	431.7947022	607.2292031	536.7753425	351.9513855	352.3015218	337.4653585	112.7161997	420.5325257	980.1895513	783.9244446	980.6156954	33.62043487	765.912918	849.341964	595.5597912	1039.304694	1015.664718	863.0884145
GH12	3386.603168	4186.097842	3818.960946	4654.012742	3765.375217	4234.869501	3797.160013	4148.428369	3919.249355	3183.929131	3454.183828	5006.670936	2982.842374	3543.630196	3546.679176	3512.668561	3183.091912	3387.923887	3785.434073	3707.2651	3237.290401	3039.97709	2754.062618	2743.867265	656.8465916	3004.200853	2919.138273	4725.432875	4026.6482	2422.836923	3904.246966	3596.787654	3504.012084	3795.549315	3882.168228	4166.917077
GH77	15015.36232	14872.1325	13081.00901	14539.06364	15469.35662	14721.48178	13932.11273	14437.12374	13366.83548	12669.0654	12430.00155	13841.67751	13200.68024	13569.49629	13911.67007	13637.67134	12989.31612	13690.2008	14205.01222	14364.90978	14079.7707	14438.14831	11265.95743	10998.86233	9645.286731	11437.12914	11720.84223	11442.95265	14531.73425	12832.99226	14409.29864	14129.69276	13560.4318	14196.45445	14551.22949	14618.21073
GH18	7814.875705	6230.357651	6553.299455	7033.52534	7588.053773	8696.585081	6965.555862	7947.021731	7481.571423	7800.340235	7047.354645	7253.70648	6393.750645	6960.342091	7315.505761	7883.325906	8419.971617	8316.23221	7687.244386	7673.184544	7435.95869	5296.162388	6337.859423	6488.245921	8266.883487	6610.928794	6918.489576	4943.127829	6605.767881	5682.877211	6705.331338	6533.084505	6461.560733	6742.931508	7083.691391	6919.207036
GH121	46.52410119	86.3505912	54.6165478	69.45658905	55.67654814	71.96939161	51.82085153	92.81137957	101.6110161	164.708747	72.64910339	161.9783386	137.8415508	136.0096346	101.3344945	94.56677829	98.11488142	58.82833776	29.91842135	57.96214378	0	3.60508482	5.18064686	17.33610238	82.94941951	12.58960586	14.52712687	19.26153539	18.93124221	14.94787888	5.42205464	20.61167865	32.51718668	10.13151891	33.41783426	17.60653698
GT90	2576.792822	2441.09898	2902.923045	3002.551761	2718.220859	3016.480266	2647.901496	2681.383076	2763.114132	2465.884686	2297.561221	3590.5957	1943.445756	2121.734387	2342.96724	2528.944688	2421.649522	2689.618447	2435.912285	2562.721328	2053.906627	2053.997568	2475.385762	2686.689598	1576.230452	2277.489286	1988.132277	3518.543395	3032.3858	3764.989541	2462.903093	2530.054246	1892.832877	2455.329975	2589.783371	2595.536846
GT60	0	4.38017133	4.48620319	4.30922981	0	0	0	0	0	0	0	0	0	12.93196754	0	0	0	0	7.84167109	0	0	7.97226148	0	0	0	26.00504082	0	0	0	0	10.57279658	10.12623449	16.02807396	18.6260933	14.55104938	13.18888383
AA15	9.66326114	0	4.83129575	26.30637311	13.02084706	9.2782669	21.06559345	38.59194107	17.68403633	42.55801388	16.84103642	15.25959291	33.81530167	3.85207544	7.05772594	25.27220209	11.61593638	5.99258224	4.91567442	0	0	7.592247	11.73912534	11.36481147	0	20.57037782	19.88876214	49.65015566	7.46302079	106.8105153	15.35282981	3.52856084	19.50541568	27.85307743	12.39257969	9.17253943
GT5	11601.6332	12444.10405	12486.65805	12922.23791	12352.11996	12915.14378	12439.86172	12827.62759	12802.6686	11885.1578	11299.92786	11930.39257	11105.21256	12099.87813	12560.60088	11647.57375	11675.02484	11945.33329	12543.60043	12608.04556	11311.3005	12078.59659	10843.64092	10424.74458	8887.404182	11412.03663	11318.49532	7871.672829	13227.45861	8236.838048	12267.46454	12319.94446	11800.0321	11905.12722	12682.74877	12737.74683
GT22	1538.809619	2099.458439	1662.960233	1919.008686	1731.661605	1562.03398	1288.038737	1615.784953	1563.05116	1158.669344	1419.17482	3300.495301	1059.27923	1365.446105	1472.939038	1507.621982	1293.298109	1473.48529	1657.337691	1463.701034	2376.559356	1335.376581	1868.45541	2094.070824	1316.014298	1591.564255	1290.448692	3852.549188	1497.195852	1415.782035	1728.65257	1652.285221	1378.450864	1337.562217	1604.80378	1766.435087
GH164	2.12694357	44.00789914	49.59834658	25.17497963	0.76217051	0.57715065	60.25786708	19.5245244	82.34023753	87.38126869	21.15329888	2.13241543	41.85451005	29.10672292	10.22412286	12.04432778	19.45731378	19.57237714	56.1681364	20.25473411	6.7430275	14.46006744	1.86713669	10.75184486	0	64.6193375	131.533286	41.06027517	1.81522156	0	10.78101522	21.72308618	19.8534667	23.28059149	7.27561626	8.76506664
GH153	37.1663356	26.20790314	23.3028622	26.41820524	36.27794622	68.08971246	36.15036605	44.18824661	108.5586622	60.14648185	12.5627555	23.02105949	18.51541596	46.97977551	20.54510611	63.02074956	24.69095918	28.19096554	49.28050869	7.28840069	7.00978753	2.90291797	13.38645178	14.33432432	2.10356054	20.68068813	18.39178546	4.78211083	0	0	30.17100641	15.67014419	32.24418333	9.32766657	15.71120812	9.8917104
CBM20	5092.269282	6239.884898	5752.927017	5068.478105	4601.138693	4786.267432	6744.488977	6248.361909	5667.343678	6705.507247	6269.824978	3491.969706	7202.016498	6962.176975	6209.541138	5309.594208	6354.168203	5724.21623	6156.91437	5791.500787	4919.918646	6230.179487	4355.900921	4142.652391	7070.376501	5200.178961	6972.06175	3933.490397	4420.420188	1610.032038	5995.735282	5697.135954	6492.582611	6349.830161	5846.925006	6160.314601
CBM58	148.7740299	72.18197411	98.29482217	117.1443818	91.3506172	167.0088465	188.0886653	127.0995942	196.9490582	156.3972801	187.5790977	53.11574754	177.5057289	106.7638629	121.4742286	78.86793179	122.8065192	197.6901701	92.88055773	100.7381598	27.74628811	107.4262612	30.30225394	46.39011744	196.2374193	31.30808981	90.86196023	68.88926062	98.82981552	2.28883077	86.34382617	83.10606537	141.3453716	126.531716	59.27796822	83.9565913
GH15	498.102413	1293.783982	782.8591801	1255.684249	523.1070554	558.241572	476.3483546	422.0744877	539.6070173	439.3469754	797.1459981	3494.445233	511.6843943	596.0375002	444.6152307	347.3088284	426.7070897	614.5125731	576.3610151	479.7564094	429.3592103	290.3959855	436.9305905	342.08734	272.189747	623.3433892	505.0454468	6377.557567	438.6857687	1253.031987	369.8309316	394.4827307	495.3546906	376.7344867	390.6142087	397.9930681
GH109	5334.917029	5738.774351	5950.433873	4617.742602	5322.58469	4877.123393	4650.028313	5000.743596	5013.378528	4826.950726	4205.151792	3411.117409	6224.042037	5700.121597	4684.57878	5249.807027	5252.640923	5245.341426	4772.050972	3965.067346	3886.29149	4100.198819	2667.644959	2536.855359	5696.770718	3634.447255	4345.439157	2970.55659	4107.665241	464.4623098	5352.557902	4727.261725	5024.70185	5067.588299	5795.344988	6221.586861
CBM2	3296.436674	3733.308985	4023.319388	4492.291074	3339.84406	4275.49132	3769.681796	3320.128293	3594.859569	3579.920298	3551.585675	4990.307374	2561.553673	3386.964743	3740.166308	2862.470379	3426.234965	3131.944202	3499.775762	3559.340088	2914.901728	2719.593945	2658.102742	2574.985775	955.9888914	3215.980246	3330.636204	8870.486068	3636.531679	1718.988503	3407.800116	3240.0395	3434.863205	3906.408575	3545.978419	3335.828132
