Class	OW	OW	OW	OW	OW	OW	OW	OW	OW	OW	OW	OW	OC	OC	OC	OC	OC	OC	OC	OC	OC	OC	OC	OC
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	22.3376296586239	11.8298737653832	9.58340550840118	0.252376545806343	11.1609438381992	8.36384608162663	11.5866812568391	17.7873174373571	9.65485418973791	16.1082256764105	10.4748178071903	14.5430483052717	9.27651515151515	8.87064627036723	9.01548926782185	8.50456913485353	10.5423610707857	10.140350877193	11.1708649130629	11.2856744445477	12.7404873877726	9.94128569277864	10.8042165848165	11.6137339055794
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	0	0.12412190355464	0.998902938968763	0	0.0614180426212649	0	0.134438017820854	0	0	0.142500890630566	0.15225025882544	0	0.46780303030303	0.573023070407096	0.347014753872317	0.413357246562473	0.299053481214796	0.459482038429407	0.41378733838609	0.0604257692665241	0.790936297563061	0.508522774794667	0.0406643936313304	0.32618025751073
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0	0.0633813975598162	0.0360875339222819	0.636549732200443	0	0.0469426896819968	0	0	0.00184569952011812	0.00375002343764649	0.030450051765088	0.00183810013969561	0	0.0772335442722607	0.360803419589098	0	0.0348411822774519	0	0.0626950512706197	0	1.16716545532279	0.294407922249544	1.92373862178986	0.0429184549356223
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	0	0	0	2.71164577549704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0	0.00396133734748851	0	2.93598048288046	0	0	0	0	0	0	0.00203000345100587	0.0165429012572605	0	0	0	0	0.00580686371290866	0	0	0	0	0	0	0
k__Bacteria|p__Unassigned|c__Unassigned|o__Unassigned|f__Unassigned	0.00978555651857858	0.216553108329372	0.538426006120446	0.0084125515268781	0.815574472947495	0.193135637548787	0.284508363295295	0.485278335122019	0	0.223126394539966	0.255780434826739	0.0863907065656937	0.191287878787879	0.276545916587772	0.298754423863584	0.160560252796994	0.505197143023053	0.0885547201336675	0.592119928666964	0.250999349260946	0.26507054296708	0.260952476539369	0.378491663799306	1.68669527896996
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	0	7.41826440606349	0.392632369074427	0.0210313788171953	0.467062789236131	12.0387880738744	10.0109426293575	8.64168727544212	0	2.87814298839368	4.86997827896307	1.72781413131387	6.88068181818182	1.29926752703174	7.48035115135359	0.199846272098386	5.78653968991348	2.90058479532164	2.11491306286224	9.90052988751511	0.6626763574177	4.10163764406751	1.74856892614721	5.03004291845494
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	1.39793664551123	1.31516399936619	1.19377562214908	0.420627576343905	0.681311775124264	0.72962351962875	0.672190089104268	1.80579534319444	1.43964562569214	0.292501828136426	2.0401534682609	1.60466142195427	0.414772727272727	5.47361602471473	0.551546628671232	0.382611666239645	1.2775100168399	0.97577276524645	0.0292576905929559	0.455517337547643	0.6626763574177	0.199059901975544	0.462948481341299	0.639484978540773
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera	0.813599127687533	1.50134685469815	1.10572203937872	0.231345166989148	0.107124492944067	1.02335063506753	0.0125058621228701	0.130651859455928	0.276854928017719	0.0806255039093994	0.996731694443881	0.270200720535255	0.0625	2.02426628132941	0.0712414395367008	0.0461183704842429	0.0900063875500842	0.0551378446115288	0.00835934016941596	0.102258994143349	0.218041898247114	0.0351282179956842	0.059432575307329	0.0128755364806867
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus	0	0	0	8.58921510894254	0.00142832657258756	0	0.00312646553071752	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00427533133817871	0	0	0
