Class	OW	OW	OW	OW	OW	OW	OW	OW	OW	OW	OW	OW	CW	CW	CW	CW	CW	CW	CW	CW	CW	CW	CW	CW	PW	PW	PW	PW	PW	PW	PW	PW	PW	PW	PW	PW
k__Unassigned|p__Unassigned|c__Unassigned|o__Unassigned|f__Pseudomonadaceae|g__Pseudomonas	0	0.00396133734748851	0	2.93598048288046	0	0	0	0	0	0	0.00203000345100587	0.0165429012572605	0.00139819074118091	9.64414646725116	0	0	0.00279493557673496	0.0475329099383393	0	0	0	0	0	0	0	0	0	0	0.00166552855548708	0	0	0	0.0207634010450912	0.00977394266884486	0.00508664247685578	0
k__Unassigned|p__Unassigned|c__Unassigned|o__Unassigned|f__Rhizobiaceae|g__Rhizobium	0	0.0092431204774732	0	0	0	0	0	0	0	0	0	0.00183810013969561	0.0139819074118091	13.557038047547	0	0.00144560896277557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Unassigned|p__Unassigned|c__Unassigned|o__Unassigned|f__Rikenellaceae|g__Alistipes	4.919339055554	0.212591770981883	4.30740804896357	0.0224334707383416	1.10980974690053	2.34713448409984	3.21400656557761	2.9443329755961	7.15946843853821	1.42500890630566	0.66787113538093	4.25887802367473	1.18706393926259	0.801876590859938	1.24052675561191	0.146006505240332	1.22418178260991	2.10333126477151	1.20728034568548	1.88437223223284	1.42233412798329	1.89720435992156	3.01651903279866	1.39765830932385	0.675705778398206	1.71615500754907	1.00756505112644	0.972721874890853	1.46066854316217	0.752521834412968	0.588720392174829	0.765777660417217	2.36818124142068	1.39488124659657	0.81555834378921	0.628233555062823
k__Unassigned|p__Unassigned|c__Unassigned|o__Unassigned|f__Rikenellaceae|g__Rikenellaceae_RC9_gut_group	0	6.4477367559288	5.576245741671	0.0546815849247077	3.95075129977718	7.79919258573747	2.67000156323277	9.49092436190565	0	4.84878030487691	5.22319887943809	7.78619219175061	7.36846520602341	1.47565256450781	9.60579776964527	1.09288037585833	9.44129237821068	4.6199347742847	6.02592641089433	7.87649268545949	8.67061313047438	9.24431066721394	8.94182427579603	6.82584441856188	6.06056105855622	3.66884750880725	4.55399451325962	9.14917397226782	6.42560916706917	6.73563440652293	7.49072249965639	7.4153203543222	2.54697719486452	2.79115877071727	5.34436569568314	3.95417590539542
k__Unassigned|p__Unassigned|c__Unassigned|o__Unassigned|f__Ruminococcaceae|g__Ruminiclostridium_1	0.00139793664551123	0.518935192520995	0.0721750678445638	0	0.025709878306576	0.0657197655547955	0.168829138658746	0.111987308105081	0	0.585003656272852	0.509530866202473	0.126828909638997	0.0111855259294473	0.0266183100700394	0.00288159525113103	0.307914709071196	0.0698733894183739	1.0179964878461	0.0497577582820479	0.0427572305530953	0.0589290975812284	0.223468782779222	0.0199505227036948	0.205357690185741	0.0103954735138186	0.169434658614326	0.538698146146812	0.487234116866334	0.184873669659066	0.00805697895517097	0.0274888899069959	0.0288066831504909	0.0934353047029103	0.304388500258311	0.052561972260843	0.0993163340724316
k__Unassigned|p__Unassigned|c__Unassigned|o__Unassigned|f__Ruminococcaceae|g__Ruminiclostridium_5	0	0.476680927481118	0.235290721173278	0.0028041838422927	0.295663600525624	0.248125645461983	0.92230733156167	0.629928608091083	0	0.247501546884668	0.513590873104484	1.01279317697228	0.335565777883419	0.321083365219851	0.448088061550875	0.763281532345501	0.405265658626569	0.0580957788135258	0.413775042555977	0.72687291940262	0.650898668738114	0.323801705659689	0.367089617747985	0.180837368969534	0.295528461321413	0.66096292568361	0.693324465874137	0.490726834549963	0.466347995536384	0.285217055013052	0.171805561918725	0.240055692920758	0.725565514297909	0.571077507365364	0.549357387500424	0.655949741315595
k__Unassigned|p__Unassigned|c__Unassigned|o__Unassigned|f__Ruminococcaceae|g__Ruminococcaceae_UCG-002	0	0.455553794961179	0.653906114671748	0.0140209192114635	0.50277095355082	0.187770758727987	0.112552759105831	0	0	0.2662516640729	0.261870445179757	0	0.0307601963059801	0.291137766391056	0.0302567501368758	0.196602818937477	0	0.224460963597713	0	0	0	0.118575272495097	0.0319208363259117	0.00306504015202599	0.0193058793828059	0	0	0	0	0.041896290566889	0.00916296330233198	0.0192044554336606	0.197252309928366	0.0349069381030174	0.00847773746142629	0
k__Unassigned|p__Unassigned|c__Unassigned|o__Unassigned|f__Ruminococcaceae|g__Ruminococcaceae_UCG-005	21.7351189644085	4.67437807003644	6.47699058837115	0.0687025041361712	7.88293435411072	3.94989203181373	5.23995622948257	15.0342961131072	5.40605389442599	10.7325670785442	4.19195712632711	9.40004411440335	11.9685127445086	6.22369362325109	5.15661470189897	8.64185037947235	10.3538388440146	7.53264586661737	8.42477412596569	7.65354426900406	10.3688425789516	11.7435125644183	14.8352086824675	11.3130632011279	11.3444317388657	4.03959067270592	10.4630476348824	9.14917397226782	15.664296064356	12.0516291211447	16.1382691162322	15.1403125525122	10.2501989825933	7.38491182507435	8.499779578826	10.0471175166297
k__Unassigned|p__Unassigned|c__Unassigned|o__Unassigned|f__Ruminococcaceae|g__Ruminococcaceae_UCG-009	0.0657030223390276	0.215232662546876	0.129915122120215	0	0.36850825572759	0.118027334057592	0.253243707988119	0.125985721618217	0	0.937505859411621	0.253750431375733	0.312477023748254	0.317389298248067	0.141409772247084	0.148402155433248	0.0375858330321648	0.109002487492663	0.400068658647689	0.120466151630221	0.140488043245885	0.128572576540862	0.428695215943814	0.167584390711037	0.291178814442469	0.31631940834905	0.456299278644523	0.232770803890598	0.401662533617408	0.511317266534535	0.285217055013052	0.17638704356989	0.3168735146554	0.376048263372207	0.52360407154526	0.869815863542338	0.919253510716925
k__Unassigned|p__Unassigned|c__Unassigned|o__Unassigned|f__Ruminococcaceae|g__Ruminococcaceae_UCG-013	0	1.16331273437913	0.567296033258271	0	0.405644746614866	0.789978406362746	0.465843364076911	0.51327516214829	0	0.656254101588135	1.60370272629463	0.729725755459157	0.865480068790984	0.384301851636194	0.580641443102902	2.08745934224792	0.424830207663713	0.386865072553706	0.335210161058007	0.525303118223742	0.460718399271422	2.80932184065308	0.391030244992419	0.576227548580886	1.07221883956814	0.607280657607784	0.83963754260537	0.717753483985889	0.604586865641811	0.920106996680525	1.04228707564026	1.3323090957102	1.53418463277618	0.726064312542761	0.85455593611177	0.792220990391722
k__Unassigned|p__Unassigned|c__Unassigned|o__Unassigned|f__Ruminococcaceae|g__Ruminococcaceae_UCG-014	0	0.485924047958591	0.467694439632773	0.0028041838422927	0.777009655487631	0.527099344143564	0.115679224636548	0.0699920675656759	0	0.0993756210976319	0.164430279531475	0.110286008381737	1.16189650592134	0.271174033838527	1.03017030227934	3.33357426816046	1.25352860616563	0.402709375866485	0.172842739295535	0.0427572305530953	0.246430771703319	0.11401468509144	0.418960976777592	0.217617850793845	0.403938399394092	0.0201308505284348	0.537035497547593	0.312598232684852	0.111590413217635	0.456025008862677	0.3367389013607	0.240055692920758	0.560611828217462	0.291822002541225	0.559530672454135	0.510439763488544
k__Unassigned|p__Unassigned|c__Unassigned|o__Unassigned|f__Ruminococcaceae|g__[Eubacterium]_coprostanoligenes_group	0.06849889563005	5.22764485290234	1.29193371441769	0.166848938616416	1.90395932125921	3.17198460279778	1.70392371424105	1.53049321076945	4.24695459579181	3.19314495715598	4.04376687440369	2.99058892728476	2.53771619524335	4.24894774493004	1.24052675561191	6.49945789663896	1.6713714748875	3.65607298942393	2.96713369124002	3.12433191827261	3.33485120402861	2.03402198203129	2.0269731066954	1.45282903206032	3.5671324828846	3.32326790806912	1.2004322886358	1.09147427613426	0.975999733515431	2.67975120048986	2.20369267421084	2.43176416928727	1.59416779135089	1.23710188637094	1.87188443148293	2.18726903178123
k__Unassigned|p__Unassigned|c__Unassigned|o__Unassigned|f__Unassigned|g__Unassigned	0.00978555651857858	0.216553108329372	0.538426006120446	0.0084125515268781	0.815574472947495	0.193135637548787	0.284508363295295	0.485278335122019	0	0.223126394539966	0.255780434826739	0.0863907065656937	0.262859859342011	0.231246568733468	0.0835662622827998	1.05818576075172	0.093630341820621	0.182209488096967	0.138797957313081	0.149650306935834	0.233037794980312	0.702330460163269	0.554624531162716	0.260528412922209	0.24355109375232	0.161046804227479	0.473854850777288	0.609479235793371	0.577938408754018	0.272325888684779	0.556650020616667	0.621744244664762	0.0922817824226275	0.471941803152795	0.194987961612805	0.196322985957132
k__Unassigned|p__Unassigned|c__Unassigned|o__Unassigned|f__Verrucomicrobiaceae|g__Akkermansia	0	5.6224581418687	1.86067324903285	0.0210313788171953	0.44420956407473	12.2386298099492	9.89526340472096	8.63702113760441	0	0.241876511728198	3.70475629808571	1.72781413131387	4.23232337355462	0.0915004408657605	15.2537244618621	2.74810263823636	1.38069817490707	1.75079551606216	5.15123739688359	0.109947164279388	1.21608228644899	0.209787020568249	0.997526135184742	3.1600563967388	4.6185603754251	0.00838785438684784	4.70695818438773	5.64073905906186	0.0566279708865608	2.62657513938574	2.27241489897833	1.0466428211345	0.136115629073376	0.199667685949259	0.715521041744379	0.217110125646711
