OTUID	All	CC	OC	PC
ASV_2348	0.009023	0.009524684	0.015659586	0.001885698
ASV_2214	0.00865	0.009459014	0.004286007	0.012205717
ASV_2342	0.008223	0.014842028	0.005533702	0.004294433
ASV_3092	0.008249	0.014283512	0.002161339	0.008300811
ASV_3440	0.007636	0.012781027	0.002254676	0.007872072
ASV_3129	0.009505	0.015037009	0.005188332	0.008290151
ASV_1010	0.007266	0.001815622	0.006670247	0.013311177
ASV_1596	0.009588	0.007656058	0.011638066	0.009469966
ASV_1494	0.008933	0.006080095	0.004116540	0.016602361
ASV_2312	0.009819	0.005125220	0.017871664	0.006459283
ASV_1724	0.008515	0.011305965	0.007183065	0.007054973
ASV_2834	0.009856	0.004942123	0.013569193	0.011058160
ASV_1781	0.008632	0.008387683	0.013277777	0.004231878
ASV_2323	0.007048	0.0004319514	0.0001392370	0.0205721837
ASV_2036	0.009501	0.010021117	0.005674699	0.012806471
ASV_2468	0.012638	0.002299607	0.001700883	0.033913042
ASV_2412	0.007652	0.004223145	0.012188542	0.006543573
ASV_2322	0.008114	0.01026239	0.00000000	0.01408064
ASV_2658	0.010253	0.007199018	0.012879622	0.010680741
ASV_2376	0.008996	0.000695200	0.018413595	0.007878293
ASV_2744	0.00811	0.01245100	0.00000000	0.01187795
ASV_3365	0.007365	0.011832230	0.002510234	0.007751689
ASV_3354	0.007843	0.0007727713	0.0223405177	0.0004158765
ASV_2082	0.009021	0.007903289	0.012131148	0.007028968
ASV_1630	0.008547	0.005594710	0.006783182	0.013261628
ASV_2232	0.009869	0.010258725	0.016318359	0.003028936
ASV_2296	0.009205	0.002918068	0.004696151	0.020001270
ASV_2671	0.008026	0.008436972	0.014123005	0.001518476
ASV_3465	0.008965	0.016127058	0.006768295	0.003998866
ASV_2852	0.008652	0.005867846	0.009355297	0.010733409
ASV_3890	0.009381	0.010651195	0.013320866	0.004169757
ASV_3796	0.010745	0.008215253	0.011989525	0.012030813
ASV_1808	0.008162	0.0192316590	0.0007338496	0.0045205485
ASV_1893	0.009322	0.01196445	0.00517535	0.01082685
ASV_2482	0.009597	0.019432287	0.007343708	0.002016107
ASV_1809	0.007304	0.009874509	0.008168966	0.003869974
ASV_2554	0.007342	0.013042164	0.003631800	0.005351905
ASV_3690	0.006645	0.008702904	0.007439151	0.003791556
ASV_3493	0.008125	0.0225198968	0.0012484451	0.0006067027
ASV_1335	0.009967	0.01037856	0.00655926	0.01296176
ASV_1761	0.007815	0.0001230430	0.0001578283	0.0231655578
ASV_2726	0.009008	0.011918815	0.005384903	0.009719125
ASV_2591	0.011239	0.002910642	0.018110937	0.012694395
ASV_2320	0.006829	0.008535417	0.002711393	0.009239895
ASV_2161	0.008462	0.00000000	0.00000000	0.02538497
ASV_2330	0.007984	0.002782819	0.003268468	0.017900438
ASV_2440	0.009688	0.00666986	0.01249672	0.00989657
ASV_3310	0.007085	0.02125484	0.00000000	0.00000000
ASV_3284	0.009695	0.009400227	0.014408935	0.005275993
ASV_1296	0.007776	0.005249392	0.004843061	0.013235414
ASV_2034	0.010488	0.005872914	0.011023159	0.014568277
ASV_1815	0.012111	0.002222806	0.022962875	0.011147583
ASV_2351	0.011447	0.0009310147	0.0246698494	0.0087413834
ASV_2206	0.00873	0.012417072	0.010424096	0.003347708
ASV_2864	0.008814	0.007276890	0.010994532	0.008169371
ASV_3551	0.011938	0.001091847	0.021444252	0.013278169
ASV_2989	0.010629	0.00000000	0.03188553	0.00000000
ASV_4387	0.009417	0.009600386	0.017092167	0.001558621
ASV_3068	0.006367	0.0003368274	0.0125330819	0.0062321425
ASV_1349	0.01033	0.0024157750	0.0007139254	0.0278606635
ASV_1195	0.006123	0.000000000	0.001138084	0.017229960
ASV_1449	0.008759	0.002946920	0.015884208	0.007447237
ASV_2198	0.008078	0.007507127	0.005465522	0.011260736
ASV_1935	0.008626	0.008913751	0.010542419	0.006422539
ASV_2857	0.006432	0.0139243137	0.0009243482	0.0044467536
ASV_3120	0.007246	0.011610445	0.004000921	0.006126994
ASV_2087	0.008811	0.00000000	0.02643279	0.00000000
ASV_1940	0.008771	0.007590483	0.007819336	0.010903516
ASV_2084	0.009315	0.0045809459	0.0232002426	0.0001636297
ASV_6111	0.005941	0.000000000	0.001628515	0.016194097
ASV_3169	0.011251	0.007472328	0.024855089	0.001426886
ASV_3242	0.006253	0.005157849	0.005512515	0.008088805
ASV_5982	0.006733	0.011978221	0.000000000	0.008220891
ASV_2920	0.007433	0.007199179	0.006390026	0.008710908
ASV_2788	0.009192	0.001377433	0.000000000	0.026197784
ASV_3654	0.007813	0.005541568	0.005118473	0.012777755
ASV_2985	0.007143	0.0214283	0.0000000	0.0000000
ASV_636	0.009605	0.005739504	0.014110133	0.008966739
ASV_1698	0.011723	0.003994398	0.008485576	0.022690247
ASV_2231	0.007068	0.005307559	0.005220286	0.010676293
ASV_2078	0.010081	0.002943583	0.002018074	0.025282477
ASV_2562	0.009411	0.005738106	0.003602189	0.018894153
ASV_2735	0.00817	0.0132863076	0.0005745277	0.0106481665
ASV_2465	0.008827	0.003946895	0.012636247	0.009897305
ASV_2776	0.00917	0.004774063	0.007274806	0.015462062
ASV_2485	0.007588	0.014884128	0.002116084	0.005765155
ASV_3626	0.007667	0.0152321963	0.0006994493	0.0070694983
ASV_3107	0.006871	0.009125293	0.005578776	0.005907599
ASV_3182	0.007576	0.0221935838	0.0004177109	0.0001170198
ASV_884	0.008796	0.003308037	0.007042709	0.016037200
ASV_2872	0.006467	0.0003969388	0.0000000000	0.0190049931
ASV_2766	0.007134	0.012394621	0.006638892	0.002367300
ASV_3261	0.008905	0.016090733	0.004972798	0.005650310
ASV_3275	0.007552	0.02023592	0.00242092	0.00000000
ASV_1469	0.007853	0.015838623	0.004656738	0.003064121
ASV_2457	0.008792	0.000000000	0.018457288	0.007918791
ASV_4012	0.007479	0.0007167454	0.0168428320	0.0048761105
ASV_2462	0.010522	0.001408189	0.023008833	0.007149412
ASV_2478	0.008356	0.005957926	0.000000000	0.019108708
ASV_2701	0.006316	0.004378721	0.005218411	0.009350028
ASV_2690	0.005188	0.01556413	0.00000000	0.00000000
ASV_873	0.008181	0.0173335139	0.0063543656	0.0008555357
ASV_2077	0.009135	0.008425369	0.011446125	0.007532282
ASV_1663	0.007025	0.002021211	0.000000000	0.019052888
ASV_2053	0.007657	0.005226115	0.004475697	0.013268453
ASV_1985	0.008987	0.008439114	0.005002873	0.013517545
ASV_2207	0.007602	0.009746573	0.007373037	0.005687375
ASV_4218	0.008014	0.006781069	0.013013658	0.004247614
ASV_3243	0.009216	0.003763779	0.008566821	0.015318442
ASV_2448	0.00716	0.003737692	0.016223972	0.001518543
ASV_5674	0.007911	0.017834284	0.004724616	0.001174875
ASV_2922	0.007665	0.0227881566	0.0000000000	0.0002076171
ASV_3198	0.008062	0.008355127	0.013307962	0.002522865
ASV_2383	0.006807	0.012157653	0.001482518	0.006782296
ASV_4175	0.008983	0.01346220	0.00000000	0.01348764
ASV_2822	0.007104	0.0019445593	0.0001161019	0.0192513210
ASV_2836	0.010175	0.006380382	0.009409301	0.014734624
ASV_3204	0.007604	0.006028534	0.012165878	0.004618638
ASV_457	0.011512	0.00000000	0.00000000	0.03453502
ASV_1837	0.008387	0.020483678	0.004436544	0.000242051
ASV_2308	0.008526	0.011316942	0.008742109	0.005517483
ASV_2237	0.008807	0.002943471	0.008854058	0.014623545
ASV_2133	0.006737	0.005971645	0.000000000	0.014238329
ASV_3142	0.005985	0.0118736853	0.0055233141	0.0005586766
ASV_2534	0.006578	0.014609950	0.001383832	0.003739389
ASV_2667	0.007195	0.007971669	0.008074062	0.005540275
ASV_2112	0.007939	0.005751029	0.010686321	0.007379425
ASV_4308	0.008512	0.007182482	0.014267019	0.004085243
ASV_2576	0.00711	0.005952402	0.008839549	0.006537743
ASV_3728	0.00714	0.017378291	0.002422793	0.001619593
ASV_3239	0.005121	0.012945780	0.000000000	0.002416146
ASV_3066	0.008226	0.014563141	0.005980283	0.004133247
ASV_4074	0.006102	0.00000000	0.01830533	0.00000000
ASV_3113	0.006201	0.01860422	0.00000000	0.00000000
ASV_3191	0.008285	0.0000000000	0.0239194240	0.0009345096
ASV_286	0.010849	0.0001984694	0.0218757585	0.0104719264
ASV_886	0.008405	0.012294791	0.007233546	0.005686605
ASV_4264	0.008937	0.004564661	0.010875696	0.011370719
ASV_1796	0.009403	0.006571724	0.012497362	0.009140531
ASV_1472	0.007051	0.008133657	0.002484196	0.010535397
ASV_1998	0.007258	0.005430786	0.005011735	0.011330953
ASV_2409	0.008664	0.013320601	0.004954259	0.007717711
ASV_1934	0.006456	0.0000000000	0.0004600861	0.0189074169
ASV_3665	0.010481	0.003049875	0.016101939	0.012291791
ASV_2497	0.007391	0.009477236	0.006741714	0.005955371
ASV_2450	0.007631	0.011934576	0.004246692	0.006712000
ASV_2797	0.007403	0.004810603	0.014219947	0.003179383
ASV_2657	0.007572	0.006019662	0.008580815	0.008116455
ASV_3981	0.007464	0.00000000	0.01720256	0.00518957
ASV_3018	0.006883	0.009533930	0.003671198	0.007444326
ASV_3253	0.007344	0.000000000	0.008440402	0.013592399
ASV_3111	0.007163	0.0061120917	0.0001161019	0.0152600279
ASV_3087	0.008885	0.008092203	0.004602613	0.013961078
ASV_3581	0.006455	0.005349335	0.007714737	0.006300901
ASV_3352	0.005556	0.00000000	0.01666948	0.00000000
ASV_1491	0.009311	0.0003629764	0.0275685993	0.0000000000
ASV_946	0.008935	0.015387196	0.007038068	0.004378762
ASV_1518	0.007635	0.008949919	0.005015882	0.008940111
ASV_1961	0.010698	0.004662321	0.023861757	0.003569103
ASV_1969	0.007129	0.007572626	0.009891718	0.003921456
ASV_1999	0.007848	0.006839259	0.011968345	0.004735304
ASV_2119	0.008517	0.0006818605	0.0077110556	0.0171568443
ASV_2418	0.007379	0.011333864	0.007999408	0.002802437
ASV_2499	0.009556	0.011215101	0.010276982	0.007174462
ASV_2357	0.007032	0.010175844	0.001814050	0.009104992
ASV_3238	0.007118	0.012628371	0.002066572	0.006659224
ASV_6323	0.00704	0.012749711	0.005176663	0.003193235
ASV_3367	0.010603	0.002471503	0.024617125	0.004720635
ASV_3337	0.008501	0.010744031	0.001611821	0.013148385
ASV_2932	0.007391	0.008369505	0.005343076	0.008460758
ASV_3318	0.005973	0.000000000	0.013581764	0.004336012
ASV_599	0.008371	0.0008982063	0.0149763459	0.0092372738
ASV_1738	0.007098	0.008664132	0.007663519	0.004967187
ASV_2842	0.0084	0.010224721	0.006034724	0.008940669
ASV_1882	0.007959	0.009009889	0.007424737	0.007443788
ASV_2224	0.00731	0.001112338	0.001006893	0.019809697
ASV_3428	0.008638	0.011042856	0.005834977	0.009034692
ASV_3307	0.007808	0.001667290	0.020170445	0.001587561
ASV_3165	0.00811	0.009963226	0.006705151	0.007660912
ASV_3086	0.00698	0.01209100	0.00369496	0.00515509
ASV_4448	0.006791	0.00000000	0.02037327	0.00000000
ASV_1026	0.007672	0.013044614	0.002901648	0.007069449
ASV_1251	0.008852	0.000865531	0.015853291	0.009837517
ASV_1310	0.008556	0.001220192	0.009911091	0.014535858
ASV_1816	0.007192	0.009887798	0.003203665	0.008485089
ASV_2113	0.008627	0.00339968	0.01044205	0.01203832
ASV_2531	0.009084	0.007934824	0.004190659	0.015127059
ASV_3283	0.007667	0.013192431	0.002523087	0.007284824
ASV_2294	0.007006	0.003603610	0.013871364	0.003541792
ASV_2366	0.007461	0.010396726	0.006492849	0.005494250
ASV_3140	0.007257	0.012395469	0.005836903	0.003537148
ASV_4430	0.006482	0.011476558	0.002247440	0.005722594
ASV_2846	0.007155	0.011300785	0.006205128	0.003959541
ASV_3227	0.00561	0.01683106	0.00000000	0.00000000
ASV_1977	0.00694	0.008975881	0.009137240	0.002707636
ASV_2244	0.00786	0.004847644	0.004099140	0.014633438
ASV_7803	0.008103	0.011118636	0.004042963	0.009146181
ASV_2178	0.006174	0.005504685	0.001506709	0.011509455
ASV_2518	0.009282	0.0000000000	0.0007746893	0.0270702805
ASV_2585	0.007928	0.008127925	0.004498763	0.011158751
ASV_2916	0.004895	0.011129867	0.002314310	0.001240227
ASV_3127	0.005079	0.0100605915	0.0048258244	0.0003510595
ASV_3486	0.008755	0.0139661271	0.0118492910	0.0004501287
ASV_3334	0.008851	0.002131062	0.005047553	0.019375789
ASV_1270	0.008181	0.006638836	0.004389550	0.013514975
ASV_1553	0.008058	0.005716872	0.014021553	0.004435466
ASV_2566	0.007114	0.011340223	0.006428809	0.003573583
ASV_3628	0.006184	0.008242323	0.001271755	0.009038383
ASV_1554	0.007398	0.006151108	0.012624802	0.003419014
ASV_2696	0.008235	0.007007434	0.004397383	0.013298933
ASV_2160	0.007256	0.01064961	0.01111951	0.00000000
ASV_1942	0.005625	0.009698649	0.001719406	0.005457100
ASV_9846	0.006719	0.015844199	0.002777369	0.001535370
ASV_3419	0.007334	0.005480047	0.003590759	0.012932288
ASV_2493	0.006475	0.011050887	0.006218031	0.002155794
ASV_3161	0.007059	0.007113611	0.008927940	0.005136296
ASV_3234	0.007132	0.0001209921	0.0001393977	0.0211361230
ASV_3082	0.006302	0.006902133	0.006269598	0.005733874
ASV_3185	0.008293	0.006091580	0.006270462	0.012517241
ASV_1281	0.009481	0.007051100	0.008035402	0.013357041
ASV_1622	0.007417	0.003085851	0.010774444	0.008391250
ASV_2954	0.007399	0.007371678	0.004875602	0.009950870
ASV_2784	0.008389	0.005302579	0.009758110	0.010105836
ASV_2944	0.006693	0.005240702	0.012376585	0.002462916
ASV_2977	0.008133	0.015439751	0.002197918	0.006761054
ASV_2903	0.007135	0.017771042	0.001417846	0.002215432
ASV_4928	0.00875	0.02625094	0.00000000	0.00000000
ASV_3276	0.007174	0.0004249316	0.0002419527	0.0208548646
ASV_3497	0.00647	0.003553082	0.009874415	0.005983319
ASV_1595	0.008475	0.007199145	0.011362842	0.006864025
ASV_1579	0.007239	0.000000000	0.001935621	0.019780219
ASV_1983	0.007183	0.007570420	0.001996072	0.011981769
ASV_2433	0.008147	0.006229348	0.010255401	0.007954866
ASV_2645	0.005749	0.002310615	0.004660914	0.010276624
ASV_3144	0.007026	0.0209137315	0.0000000000	0.0001636297
ASV_3170	0.006309	0.0184832784	0.0002953178	0.0001475997
ASV_2863	0.0071	0.0160924074	0.0042686601	0.0009390785
ASV_2651	0.010084	0.003617745	0.022738522	0.003894402
ASV_1830	0.007053	0.0122839417	0.0004275275	0.0084485017
ASV_2727	0.006651	0.013991331	0.003488788	0.002473471
ASV_2942	0.008341	0.0014732642	0.0229600792	0.0005887542
ASV_2399	0.006956	0.007667303	0.007901578	0.005299918
ASV_4491	0.008537	0.010711453	0.009092324	0.005805796
ASV_2481	0.006791	0.005847065	0.004332238	0.010192204
ASV_3254	0.007954	0.0004559849	0.0074119073	0.0159952527
ASV_2639	0.006685	0.003468501	0.007748345	0.008837856
ASV_3026	0.007319	0.014879124	0.003646094	0.003433029
ASV_3205	0.008716	0.0120669974	0.0138325446	0.0002480454
ASV_3163	0.007305	0.008081507	0.008274392	0.005560490
ASV_3472	0.008579	0.00000000	0.01166016	0.01407549
ASV_691	0.008772	0.009718119	0.008580044	0.008016627
ASV_1763	0.007504	0.007666669	0.008835584	0.006009718
ASV_5149	0.007031	0.008529935	0.009123901	0.003440429
ASV_3289	0.007673	0.015584653	0.005670145	0.001765160
ASV_3503	0.005726	0.0011443979	0.0002739302	0.0157603560
ASV_3251	0.008037	0.00000000	0.02411105	0.00000000
ASV_2856	0.007797	0.021211529	0.000000000	0.002180522
ASV_3798	0.006419	0.00000000	0.01925804	0.00000000
ASV_1520	0.006613	0.010927042	0.004073811	0.004837890
ASV_2384	0.007624	0.011685538	0.007234277	0.003953012
ASV_6063	0.009836	0.0037614950	0.0008550551	0.0248918818
ASV_2781	0.006393	0.01917908	0.00000000	0.00000000
ASV_2909	0.006502	0.008863539	0.000888719	0.009753546
ASV_4047	0.006984	0.006541443	0.002426617	0.011984827
ASV_3151	0.00775	0.011186757	0.007439587	0.004622453
ASV_3273	0.00686	0.014563526	0.001089310	0.004927669
ASV_3033	0.007381	0.006139004	0.005994360	0.010010021
ASV_3248	0.007238	0.011030393	0.001699713	0.008982417
ASV_1836	0.007511	0.004387521	0.013983876	0.004161768
ASV_2652	0.006121	0.000000000	0.002652115	0.015711547
ASV_2983	0.006327	0.0136026111	0.0046276394	0.0007499594
ASV_3177	0.006578	0.007886269	0.004486973	0.007361578
ASV_1859	0.007961	0.005901626	0.010454862	0.007525716
ASV_5076	0.008453	0.009046985	0.013855070	0.002456964
ASV_2061	0.005469	0.005418189	0.002909813	0.008077839
ASV_2480	0.007033	0.010814171	0.005880626	0.004402726
ASV_3117	0.007515	0.007456780	0.007391368	0.007697982
ASV_7309	0.007349	0.013220266	0.003625681	0.005202129
ASV_7986	0.008325	0.017951464	0.001689758	0.005334165
ASV_3022	0.006441	0.010844088	0.002960047	0.005517950
ASV_4287	0.007332	0.0005319273	0.0179400754	0.0035225681
ASV_3399	0.007281	0.010791317	0.007346709	0.003705521
ASV_3859	0.00823	0.004515108	0.006421836	0.013754455
ASV_1054	0.008687	0.018956269	0.001101677	0.006004148
ASV_1517	0.008123	0.006243224	0.005582370	0.012543143
ASV_2616	0.008349	0.003499014	0.015383598	0.006164913
ASV_2506	0.005409	0.0151205957	0.0001393977	0.0009682042
ASV_2981	0.007695	0.011175262	0.009816624	0.002093017
ASV_2373	0.006485	0.007354798	0.002631961	0.009468593
ASV_2618	0.006094	0.0156377554	0.0021239064	0.0005191202
ASV_3675	0.00745	0.002773488	0.008480254	0.011095726
ASV_7328	0.008222	0.008482813	0.010728722	0.005454884
ASV_3826	0.007368	0.003824384	0.018279893	0.000000000
ASV_3206	0.006455	0.0192478090	0.0001161019	0.0000000000
ASV_3250	0.006803	0.020270723	0.000139237	0.000000000
ASV_3667	0.005052	0.0000000	0.0151547	0.0000000
ASV_1085	0.009106	0.007313634	0.012010508	0.007995343
ASV_2010	0.008674	0.007513858	0.012103126	0.006406017
ASV_1427	0.007011	0.005764406	0.006572455	0.008695444
ASV_6083	0.007031	0.010573113	0.005242738	0.005276199
ASV_2609	0.00706	0.008849544	0.005755903	0.006573149
ASV_2959	0.005757	0.013333938	0.001149055	0.002788626
ASV_3247	0.006287	0.008379310	0.004416660	0.006065148
ASV_1160	0.009643	0.005111161	0.018957775	0.004860252
ASV_1087	0.007007	0.014404325	0.000139237	0.006476220
ASV_1290	0.006945	0.010558502	0.005120235	0.005155674
ASV_1561	0.00893	0.007159544	0.007995842	0.011635658
ASV_2152	0.006644	0.008373925	0.004902129	0.006654877
ASV_2167	0.005916	0.0162594362	0.0003562776	0.0011308071
ASV_2610	0.007802	0.007323143	0.009444092	0.006637372
ASV_5104	0.007881	0.004068925	0.016695913	0.002877297
ASV_4111	0.006969	0.007905827	0.010627538	0.002373651
ASV_2960	0.00617	0.003168503	0.013300582	0.002040067
ASV_2895	0.005994	0.010526705	0.004876056	0.002578905
ASV_3333	0.006645	0.0072037630	0.0004181931	0.0123119169
ASV_3103	0.007844	0.008605058	0.010455042	0.004472906
ASV_3536	0.006648	0.010773414	0.004664578	0.004505680
ASV_4403	0.00766	0.0224331549	0.0002419527	0.0003048373
ASV_1562	0.007399	0.009025518	0.011413543	0.001757144
ASV_1409	0.008847	0.0026352267	0.0007153076	0.0231892679
ASV_2913	0.007346	0.005864667	0.009596576	0.006577815
ASV_2208	0.006745	0.006174406	0.004669790	0.009391816
ASV_3001	0.007479	0.009323244	0.003786222	0.009326313
ASV_2291	0.006844	0.007029984	0.008544816	0.004956401
ASV_2535	0.008453	0.001641233	0.013380536	0.010337494
ASV_2495	0.006047	0.003958822	0.007155667	0.007027838
ASV_3122	0.006176	0.011312203	0.003070416	0.004144281
ASV_6040	0.006004	0.006492512	0.003881395	0.007636973
ASV_3792	0.004116	0.0120923713	0.0000000000	0.0002556453
ASV_3384	0.00511	0.0000000	0.0153294	0.0000000
ASV_3489	0.006663	0.015475874	0.004512976	0.000000000
ASV_1029	0.00666	0.005861672	0.011829390	0.002289625
ASV_1229	0.006829	0.006490967	0.005828634	0.008168105
ASV_4269	0.006493	0.005342312	0.009452188	0.004685774
ASV_2311	0.006505	0.008101891	0.002725939	0.008688635
ASV_9293	0.008925	0.01202648	0.00563696	0.00911204
ASV_2559	0.006486	0.0180347243	0.0007125552	0.0007095527
ASV_2621	0.007357	0.007538969	0.003774961	0.010758167
ASV_2688	0.006801	0.009248699	0.008954635	0.002199580
ASV_3327	0.005616	0.010964167	0.003058292	0.002826672
ASV_3348	0.005903	0.014761041	0.001982058	0.000966022
ASV_3948	0.007145	0.002484092	0.018952274	0.000000000
ASV_3885	0.006963	0.0166901467	0.0038370892	0.0003613343
ASV_3692	0.00735	0.001863282	0.015911337	0.004274479
ASV_1755	0.007412	0.007581782	0.001315894	0.013339123
ASV_1708	0.007275	0.004872870	0.013996834	0.002956474
ASV_1508	0.005461	0.011935636	0.000000000	0.004448343
ASV_2210	0.007396	0.008563938	0.008031417	0.005593704
ASV_1674	0.007388	0.009460235	0.005507960	0.007196846
ASV_1894	0.007925	0.008537446	0.007647335	0.007591535
ASV_2488	0.00684	0.004036659	0.008241270	0.008242969
ASV_2326	0.005632	0.0159053598	0.0007143322	0.0002772510
ASV_3474	0.007083	0.005860027	0.005313053	0.010074710
ASV_2923	0.007097	0.009150441	0.008010155	0.004131478
ASV_6646	0.007742	0.010893233	0.005225728	0.007108507
ASV_3552	0.007378	0.0175833648	0.0008519529	0.0036972054
ASV_3398	0.005587	0.007517711	0.002124743	0.007117300
ASV_3328	0.00556	0.006500951	0.001120103	0.009060045
ASV_3424	0.005064	0.0148204037	0.0000000000	0.0003711744
ASV_3293	0.006513	0.007638584	0.006310437	0.005590475
ASV_3889	0.005912	0.007185219	0.004238752	0.006311695
ASV_5608	0.006002	0.0173995470	0.0003997809	0.0002075447
ASV_1727	0.009699	0.000712819	0.013015676	0.015367038
ASV_2421	0.005987	0.004871439	0.004401520	0.008689429
ASV_4454	0.00723	0.004227967	0.008362870	0.009099335
ASV_2874	0.005914	0.004628381	0.009690618	0.003421728
ASV_2545	0.006558	0.016419522	0.000000000	0.003255702
ASV_3783	0.006846	0.011607679	0.006001292	0.002929177
ASV_2786	0.006827	0.002504451	0.012114282	0.005863122
ASV_3167	0.005825	0.013273203	0.002621686	0.001579377
ASV_4494	0.005887	0.005643244	0.002977347	0.009040149
ASV_3883	0.005435	0.005646996	0.002623516	0.008033082
ASV_3212	0.004384	0.00000000	0.00000000	0.01315109
ASV_3351	0.004942	0.00000000	0.01482623	0.00000000
ASV_3231	0.006281	0.0186498807	0.0000000000	0.0001944406
ASV_5165	0.00648	0.009264354	0.004431366	0.005744198
ASV_3368	0.004975	0.007564308	0.007361563	0.000000000
ASV_6064	0.006461	0.003433704	0.001254579	0.014694303
ASV_1105	0.006075	0.0020355733	0.0003576538	0.0158306153
ASV_1340	0.009531	0.007037657	0.010104858	0.011450729
ASV_3019	0.009914	0.004506972	0.023512481	0.001723733
ASV_1902	0.005369	0.004198798	0.001166481	0.010742779
ASV_2116	0.008866	0.007197597	0.002493626	0.016906536
ASV_2397	0.008836	0.003501036	0.018611018	0.004396250
ASV_2723	0.006837	0.009073002	0.006096111	0.005343116
ASV_3542	0.004886	0.0000000000	0.0141657854	0.0004908891
ASV_4662	0.007349	0.003353637	0.013300102	0.005393978
ASV_2941	0.006956	0.005189084	0.003704338	0.011975753
ASV_3072	0.005208	0.0003651236	0.0004839053	0.0147750645
ASV_3322	0.006944	0.008970740	0.009380306	0.002480454
ASV_5465	0.008867	0.003725039	0.013975136	0.008901026
ASV_2830	0.005841	0.000000000	0.004954132	0.012568682
ASV_3050	0.006465	0.011041512	0.003961241	0.004393082
ASV_3757	0.004825	0.0126895645	0.0008782411	0.0009057911
ASV_4399	0.00605	0.010122935	0.005787516	0.002239542
ASV_3228	0.008385	0.005814338	0.008618128	0.010721453
ASV_3249	0.006516	0.017542584	0.002005305	0.000000000
ASV_3400	0.00663	0.0198914	0.0000000	0.0000000
ASV_1650	0.00812	0.014369944	0.005638943	0.004352006
ASV_1945	0.007887	0.002844674	0.006366176	0.014450278
ASV_1732	0.006256	0.0004249316	0.0181023281	0.0002420510
ASV_2226	0.007605	0.0000000000	0.0221235780	0.0006908446
ASV_2825	0.008337	0.005256288	0.012963674	0.006791725
ASV_2513	0.00445	0.006669329	0.001581643	0.005098604
ASV_3045	0.005525	0.006664990	0.005357144	0.004553039
ASV_3089	0.007809	0.005991729	0.004331241	0.013103620
ASV_3131	0.005657	0.0006669159	0.0032148652	0.0130897931
ASV_3468	0.006549	0.0146097946	0.0045278779	0.0005099542
ASV_3208	0.005586	0.01675852	0.00000000	0.00000000
ASV_3279	0.004282	0.00000000	0.00000000	0.01284625
ASV_3311	0.006655	0.01996633	0.00000000	0.00000000
ASV_3321	0.006	0.00000000	0.00000000	0.01799944
ASV_5865	0.007852	0.009256922	0.011460554	0.002839873
ASV_1840	0.008266	0.001424767	0.006878291	0.016493602
ASV_2483	0.008094	0.001561445	0.008318055	0.014401019
ASV_2110	0.007114	0.007021428	0.006480033	0.007840549
ASV_2105	0.007219	0.000000000	0.015396449	0.006261179
ASV_2059	0.005634	0.002905958	0.006842492	0.007154439
ASV_2675	0.006436	0.007218886	0.005535574	0.006552121
ASV_2467	0.006791	0.0003787879	0.0006233030	0.0193697048
ASV_2853	0.008378	0.0003758325	0.0043843919	0.0203727851
ASV_3647	0.006565	0.006669550	0.005211258	0.007814262
ASV_2697	0.007065	0.004701647	0.011283445	0.005210253
ASV_3201	0.006125	0.006581791	0.001680872	0.010110969
ASV_3078	0.005416	0.007037213	0.002595221	0.006614516
ASV_3299	0.006723	0.006320183	0.002882565	0.010966196
ASV_3030	0.006979	0.010572212	0.007202778	0.003161533
ASV_3439	0.005485	0.0064086526	0.0008228224	0.0092240635
ASV_3941	0.005253	0.0121679861	0.0033842872	0.0002075447
ASV_5671	0.006199	0.007750953	0.004098878	0.006746982
ASV_3481	0.00591	0.006541998	0.003001034	0.008185602
ASV_4316	0.006432	0.009985147	0.007884488	0.001426181
ASV_3442	0.004359	0.0124567725	0.0006195486	0.0000000000
ASV_372	0.009092	0.01006528	0.01599012	0.00122058
ASV_1416	0.007164	0.005977072	0.004090295	0.011425504
ASV_1295	0.007889	0.008993335	0.007450236	0.007224774
ASV_2165	0.007989	0.000246086	0.013166284	0.010554540
ASV_1996	0.005754	0.010100755	0.004830888	0.002330461
ASV_2604	0.007688	0.0007258254	0.0173999222	0.0049397336
ASV_2371	0.00726	0.003508376	0.012775122	0.005497021
ASV_2607	0.006697	0.010412808	0.003937822	0.005740959
ASV_3084	0.006383	0.007086427	0.008106460	0.003955001
ASV_4560	0.005955	0.0142048559	0.0009308053	0.0027286378
ASV_2868	0.005951	0.0002124658	0.0005236910	0.0171155982
ASV_6696	0.005958	0.011454669	0.003742388	0.002677166
ASV_2999	0.005649	0.006812040	0.002697479	0.007437406
ASV_3314	0.006257	0.000000000	0.015430446	0.003340034
ASV_4288	0.006814	0.0002441315	0.0198863636	0.0003115032
ASV_4839	0.008532	0.002150431	0.016788128	0.006658198
ASV_3186	0.006188	0.0184470478	0.0000000000	0.0001170198
ASV_3335	0.0067	0.008548348	0.007981605	0.003568760
ASV_3189	0.005653	0.0099484872	0.0065183080	0.0004908891
ASV_1891	0.006712	0.011411714	0.005800725	0.002924409
ASV_4051	0.007267	0.005372047	0.014315666	0.002113764
ASV_6996	0.007071	0.002490914	0.011768740	0.006952499
ASV_2758	0.00761	0.004408292	0.015889138	0.002534025
ASV_2686	0.006669	0.002882655	0.001389019	0.015735528
ASV_2968	0.005434	0.010595592	0.000000000	0.005705067
