OTUID	All	CC	OC	PC
ASV_5475	0.002847	0.0060296096	0.0004906465	0.0020193842
ASV_8002	0.002633	0.003510470	0.002425458	0.001963954
ASV_5644	0.002993	0.0039008809	0.0046808136	0.0003976958
ASV_5489	0.002363	0.004787447	0.000000000	0.002300427
ASV_5295	0.002558	0.000000000	0.000000000	0.007675327
ASV_5150	0.002289	0.001837773	0.004587412	0.000442486
ASV_7384	0.003162	0.0004445554	0.0037166733	0.0053247125
ASV_7860	0.003628	0.0003827902	0.0074092494	0.0030907354
ASV_5222	0.002335	0.002255338	0.001321960	0.003428874
ASV_5455	0.002861	0.002005038	0.001850428	0.004728182
ASV_5345	0.003287	0.0009336597	0.0007125552	0.0082155085
ASV_6760	0.002606	0.001064488	0.002628017	0.004125268
ASV_6809	0.002553	0.0028597261	0.0007623793	0.0040383379
ASV_5213	0.002697	0.005537356	0.001299626	0.001253281
ASV_5537	0.002286	0.006859302	0.000000000	0.000000000
ASV_5959	0.002589	0.004611030	0.001477868	0.001679524
ASV_4977	0.002833	0.008499703	0.000000000	0.000000000
ASV_5231	0.002096	0.006287444	0.000000000	0.000000000
ASV_5394	0.003027	0.009080882	0.000000000	0.000000000
ASV_1826	0.004231	0.000000000	0.001104798	0.011588400
ASV_7987	0.002712	0.003642454	0.001996877	0.002497435
ASV_2721	0.003094	0.0026000400	0.0009763926	0.0057047132
ASV_2808	0.00287	0.004971523	0.001914510	0.001724979
ASV_2774	0.003196	0.000000000	0.000000000	0.009589365
ASV_3025	0.002875	0.0066611416	0.0008100404	0.0011533760
ASV_3057	0.003493	0.000000000	0.007427905	0.003051561
ASV_4193	0.003017	0.003302589	0.001271441	0.004477431
ASV_3612	0.003641	0.003864038	0.004755808	0.002301949
ASV_4024	0.002323	0.001419573	0.002747629	0.002801830
ASV_6146	0.002418	0.006180075	0.001074522	0.000000000
ASV_3721	0.003001	0.0054091917	0.0008071009	0.0027877563
ASV_4499	0.002663	0.0074941229	0.0001161019	0.0003795151
ASV_4187	0.002524	0.002435906	0.003408781	0.001726541
ASV_5310	0.002642	0.001249240	0.004345266	0.002331010
ASV_4163	0.002935	0.000000000	0.008803665	0.000000000
ASV_5992	0.003765	0.00000000	0.01129628	0.00000000
ASV_4798	0.002599	0.002873654	0.003044532	0.001879314
ASV_4559	0.002554	0.0063034084	0.0007139314	0.0006441087
ASV_5065	0.003767	0.0002245516	0.0044603191	0.0066148546
ASV_5408	0.003305	0.001354182	0.006499626	0.002060114
ASV_5270	0.002513	0.004493143	0.001037470	0.002007775
ASV_5208	0.003746	0.005076417	0.004684727	0.001476284
ASV_5385	0.002696	0.002820363	0.001611981	0.003656658
ASV_6065	0.002918	0.007082567	0.001672854	0.000000000
ASV_6688	0.002288	0.0049410991	0.0011465347	0.0007777622
ASV_6803	0.002707	0.0062546705	0.0003001689	0.0015650999
ASV_5282	0.003	0.001647559	0.001395166	0.005956880
ASV_5680	0.002491	0.0003363409	0.0004177109	0.0067196488
ASV_5015	0.002547	0.0045503403	0.0028501929	0.0002408896
ASV_5431	0.002594	0.003515000	0.001507021	0.002758962
ASV_5830	0.002708	0.001551226	0.000000000	0.006573833
ASV_5737	0.002378	0.0065285185	0.0002784740	0.0003272594
ASV_5739	0.002778	0.004586791	0.002366247	0.001379573
ASV_6020	0.002738	0.002751970	0.002662307	0.002798860
ASV_5551	0.002706	0.000000000	0.000000000	0.008117985
ASV_5409	0.002305	0.0013161151	0.0009159944	0.0046841738
ASV_5621	0.002553	0.000000000	0.007658034	0.000000000
ASV_5688	0.002381	0.0001879162	0.0000000000	0.0069538463
ASV_6264	0.003705	0.00000000	0.01111487	0.00000000
ASV_1697	0.003126	0.006402634	0.001666177	0.001308031
ASV_1359	0.00396	0.00000000	0.00068840	0.01119041
ASV_1768	0.003189	0.0023039257	0.0065198432	0.0007432959
ASV_1603	0.00296	0.0069623373	0.0003576538	0.0015591650
ASV_3245	0.002987	0.005563905	0.001830088	0.001565915
ASV_2583	0.002663	0.000123043	0.003457100	0.004410171
ASV_9591	0.003203	0.003041371	0.001073383	0.005494230
ASV_4015	0.002107	0.002398439	0.001012373	0.002909561
ASV_5361	0.003355	0.003578216	0.004086028	0.002399810
ASV_3909	0.003062	0.005034584	0.001199614	0.002951256
ASV_4156	0.002764	0.003827475	0.003258402	0.001206771
ASV_3954	0.002518	0.004291157	0.001154758	0.002108347
ASV_4536	0.002999	0.0005109063	0.0007746893	0.0077118806
ASV_3828	0.003109	0.0009525242	0.0045264139	0.0038492790
ASV_3808	0.002482	0.003884549	0.001694426	0.001867670
ASV_9563	0.003122	0.0006808019	0.0031912766	0.0054952882
ASV_4421	0.003001	0.0043251883	0.0044846654	0.0001944406
ASV_9558	0.002893	0.002127601	0.004075550	0.002475574
ASV_4903	0.002759	0.003785156	0.001178173	0.003313850
ASV_7612	0.003176	0.002308846	0.001249388	0.005968953
ASV_5879	0.003013	0.0051661022	0.0002606692	0.0036127863
ASV_5505	0.002667	0.002762270	0.001097055	0.004141653
ASV_4902	0.002729	0.002186498	0.001951680	0.004048084
ASV_4555	0.002633	0.002526085	0.001575988	0.003796599
ASV_4704	0.003637	0.0035790170	0.0003873447	0.0069438697
ASV_4964	0.002877	0.002568831	0.003100201	0.002963232
ASV_4888	0.002458	0.0001984694	0.0068633898	0.0003115032
ASV_7663	0.002837	0.001642916	0.002972021	0.003897052
ASV_5059	0.002512	0.002087690	0.000000000	0.005448008
ASV_5833	0.003063	0.000000000	0.009188442	0.000000000
ASV_5052	0.001991	0.000000000	0.005974463	0.000000000
ASV_5145	0.002706	0.0036236061	0.0001038085	0.0043912803
ASV_6642	0.002388	0.0054582748	0.0004398209	0.0012653494
ASV_6432	0.002361	0.001208150	0.001412630	0.004462312
ASV_6433	0.002533	0.0048309090	0.0026511200	0.0001170198
ASV_8276	0.004775	0.0003969388	0.0126063520	0.0013215953
ASV_5970	0.00256	0.0029644867	0.0002419527	0.0044747134
ASV_7646	0.002586	0.002145104	0.002660016	0.002952648
ASV_5742	0.003215	0.00964368	0.00000000	0.00000000
ASV_5748	0.002395	0.0063535462	0.0008300333	0.0000000000
ASV_5836	0.003575	0.0002124658	0.0013806779	0.0091319652
ASV_5895	0.00153	0.004588511	0.000000000	0.000000000
ASV_6691	0.002497	0.001039944	0.000000000	0.006451218
ASV_5463	0.002888	0.008662837	0.000000000	0.000000000
ASV_5538	0.002153	0.0003368274	0.0061211337	0.0000000000
ASV_964	0.00288	0.000000000	0.000000000	0.008641132
ASV_1304	0.003087	0.001939892	0.005327913	0.001994448
ASV_1617	0.003884	0.0001231394	0.0078940203	0.0036336186
ASV_2587	0.003417	0.0079010520	0.0022385840	0.0001122849
ASV_2957	0.002835	0.001772479	0.003270214	0.003461724
ASV_2668	0.002473	0.001160917	0.004491286	0.001765724
ASV_9369	0.003269	0.003901057	0.002217495	0.003689088
ASV_4614	0.002946	0.004949906	0.003611285	0.000277251
ASV_8756	0.003342	0.003500121	0.003208534	0.003316466
ASV_4613	0.003288	0.001359962	0.003698975	0.004806117
ASV_3866	0.003158	0.000000000	0.002931042	0.006542565
ASV_4162	0.002684	0.003209687	0.002270373	0.002572517
ASV_3377	0.002996	0.003984906	0.002927071	0.002075157
ASV_9294	0.003097	0.003353357	0.001902239	0.004036326
ASV_4023	0.003082	0.004760641	0.002308789	0.002175211
ASV_4334	0.003142	0.0003758325	0.0020308269	0.0070205529
ASV_4406	0.002677	0.001521858	0.005405096	0.001103895
ASV_4181	0.002844	0.002689117	0.002994546	0.002847811
ASV_6971	0.002538	0.001707020	0.003878625	0.002027639
ASV_4668	0.002296	0.002422329	0.002338448	0.002126809
ASV_4670	0.00272	0.003708794	0.003828586	0.000622634
ASV_4969	0.002244	0.0043643556	0.0007260446	0.0016412879
ASV_6265	0.001916	0.00000000	0.00574772	0.00000000
ASV_4795	0.003176	0.001734977	0.003202985	0.004589328
ASV_4696	0.002871	0.001390392	0.003763902	0.003458057
ASV_4262	0.002514	0.0044788237	0.0028558604	0.0002076171
ASV_4808	0.002948	0.005143507	0.002404447	0.001294566
ASV_4849	0.002258	0.002934563	0.001071806	0.002769051
ASV_4746	0.002688	0.003639949	0.001399740	0.003022862
ASV_5020	0.002537	0.003052124	0.001781589	0.002776895
ASV_5263	0.003159	0.004970143	0.001420455	0.003085401
ASV_4656	0.003083	0.002960044	0.002616776	0.003671120
ASV_4901	0.002321	0.005666797	0.001295437	0.000000000
ASV_7168	0.002613	0.003819724	0.002382023	0.001637116
ASV_5092	0.002819	0.002000496	0.003647203	0.002810270
ASV_5458	0.002175	0.0050876212	0.0006584403	0.0007799702
ASV_5548	0.002137	0.000000000	0.000000000	0.006411437
ASV_6132	0.002656	0.004402469	0.001229094	0.002336577
ASV_5580	0.002167	0.005154675	0.000000000	0.001347430
ASV_7303	0.002071	0.002475876	0.001831793	0.001905067
ASV_7701	0.003447	0.000000000	0.007735843	0.002603927
ASV_5182	0.002145	0.000000000	0.000000000	0.006435096
ASV_5525	0.002679	0.004301357	0.001160895	0.002574604
ASV_8974	0.002494	0.001832463	0.001335285	0.004314382
ASV_6649	0.002232	0.004562294	0.002133382	0.000000000
ASV_6344	0.003095	0.0005492931	0.0016538344	0.0070824863
ASV_7734	0.002261	0.0020745046	0.0009952332	0.0037130407
ASV_5417	0.002111	0.0003758325	0.0037107175	0.0022456972
ASV_5302	0.002127	0.001306473	0.003235852	0.001839173
ASV_6157	0.002485	0.004808636	0.001261209	0.001384380
ASV_7227	0.003414	0.0000000	0.0102416	0.0000000
ASV_5604	0.002176	0.0053042537	0.0001915092	0.0010324611
ASV_5607	0.002199	0.00659553	0.00000000	0.00000000
ASV_6822	0.002106	0.002260252	0.001794712	0.002262565
ASV_1484	0.002351	0.0004491031	0.0003830185	0.0062200203
ASV_1890	0.001759	0.000000000	0.000000000	0.005276248
ASV_3804	0.002686	0.004157651	0.001993209	0.001907738
ASV_7583	0.003047	0.002364485	0.003983366	0.002793973
ASV_4213	0.003333	0.003728715	0.004079485	0.002191098
ASV_4834	0.002691	0.002621211	0.001861734	0.003591209
ASV_4453	0.002646	0.0009617121	0.0007157084	0.0062599920
ASV_4754	0.002707	0.001818706	0.003088306	0.003214192
ASV_5358	0.003194	0.003124801	0.003807113	0.002651282
ASV_5887	0.003251	0.002898904	0.004353388	0.002500188
ASV_7769	0.002298	0.002262108	0.002526366	0.002104895
ASV_5426	0.002599	0.003823682	0.001823820	0.002150813
ASV_5556	0.002776	0.003796369	0.002339122	0.002193434
ASV_7952	0.003063	0.003395331	0.002265586	0.003529363
ASV_5067	0.002699	0.001220311	0.001746098	0.005130623
ASV_4501	0.002705	0.001427274	0.001430615	0.005256804
ASV_5362	0.002894	0.003762707	0.001706688	0.003211237
ASV_4791	0.002449	0.0041179994	0.0027004517	0.0005273742
ASV_4920	0.002539	0.000000000	0.000000000	0.007617206
ASV_5183	0.002409	0.0036994380	0.0031664376	0.0003613343
ASV_5341	0.002391	0.0001122758	0.0022122506	0.0048496013
ASV_4863	0.0027	0.002261516	0.001130967	0.004707182
ASV_5960	0.002376	0.002946426	0.003559523	0.000622634
ASV_8414	0.002846	0.001839540	0.003445672	0.003253313
ASV_4867	0.002568	0.0052413480	0.0016276977	0.0008349535
ASV_4897	0.002638	0.006572109	0.001342225	0.000000000
ASV_5965	0.002985	0.003077840	0.004218494	0.001659297
ASV_8178	0.00189	4.746630e-03	8.261482e-04	9.722028e-05
ASV_6161	0.0025	0.0053236540	0.0016833724	0.0004916191
ASV_5811	0.00255	0.002207472	0.002798265	0.002644243
ASV_7791	0.002215	0.003658973	0.001808353	0.001178661
ASV_9029	0.00189	0.0028074879	0.0006313131	0.0022300235
ASV_5280	0.002767	0.004185193	0.000000000	0.004116621
ASV_5675	0.003008	0.000000000	0.002197158	0.006827087
ASV_5192	0.002338	0.0061193283	0.0001423406	0.0007527311
ASV_5668	0.002088	0.0019013963	0.0007999095	0.0035617254
ASV_5963	0.00253	0.001552898	0.003098488	0.002938513
ASV_5396	0.00268	0.0077930592	0.0000000000	0.0002480454
ASV_5905	0.002425	0.005619460	0.001046547	0.000608639
ASV_6782	0.002513	0.004771657	0.001307504	0.001459631
ASV_5528	0.002691	0.0038711686	0.0009929094	0.0032077707
ASV_6188	0.002933	0.0003969388	0.0000000000	0.0084032997
ASV_5279	0.003332	0.001988982	0.005885293	0.002122618
ASV_5480	0.002413	0.000000000	0.007240323	0.000000000
ASV_5533	0.003596	0.0008834888	0.0003562776	0.0095470545
ASV_5814	0.002886	0.0038200052	0.0041051041	0.0007333604
ASV_6542	0.002419	0.0001879162	0.0000000000	0.0070699005
ASV_3861	0.003712	0.0033528735	0.0075742177	0.0002076171
ASV_1282	0.005275	0.0007617589	0.0137379353	0.0013255953
ASV_2509	0.003192	0.003995379	0.001166447	0.004415644
ASV_2240	0.002957	0.003521325	0.004310096	0.001040129
ASV_2209	0.002994	0.001467811	0.003924030	0.003590812
ASV_2356	0.003029	0.0009312203	0.0052244221	0.0029325808
ASV_2355	0.002578	0.0004018597	0.0000000000	0.0073318208
ASV_3202	0.002333	0.0003368274	0.0020372584	0.0046235097
ASV_3216	0.003261	0.000000000	0.000000000	0.009783955
ASV_6195	0.003211	0.0009007407	0.0052689519	0.0034644463
ASV_7086	0.003002	0.0004839685	0.0075536886	0.0009694307
ASV_4025	0.002695	0.003787208	0.002528260	0.001768605
ASV_6196	0.002588	0.0031212205	0.0042052999	0.0004368494
ASV_4699	0.00236	0.003767775	0.002260532	0.001053178
ASV_3671	0.002553	0.003297301	0.001396397	0.002965264
ASV_4276	0.002673	0.002691440	0.005327662	0.000000000
ASV_5229	0.00295	0.0007254617	0.0072792165	0.0008443995
ASV_4219	0.002654	0.001765105	0.004106487	0.002091733
ASV_4602	0.003028	0.0066051907	0.0023673075	0.0001122849
ASV_3952	0.002633	0.0001209921	0.0000000000	0.0077767613
ASV_9573	0.002744	0.002029428	0.002220425	0.003980904
ASV_4325	0.00248	0.006428599	0.000000000	0.001010564
ASV_4258	0.002391	0.0045363693	0.0019925228	0.0006427203
ASV_6108	0.0029	0.0041786166	0.0036554263	0.0008661628
ASV_6121	0.002876	0.003706181	0.001055914	0.003865028
ASV_4470	0.002044	0.0008510211	0.0025458888	0.0027358421
ASV_5018	0.002385	0.0046745788	0.0003499577	0.0021289650
ASV_5490	0.003468	0.0006816787	0.0095826327	0.0001386255
ASV_7515	0.00308	0.001670436	0.005162676	0.002406307
ASV_5933	0.002532	0.003171941	0.002547443	0.001875400
ASV_5081	0.002594	0.003402792	0.002686103	0.001691657
ASV_8950	0.003088	0.0017688749	0.0073315835	0.0001636297
ASV_5902	0.002553	0.003151630	0.001619815	0.002888885
ASV_5034	0.002621	0.0056718934	0.0004956753	0.0016963298
ASV_5214	0.001998	0.0036655258	0.0005569479	0.0017708604
ASV_5961	0.00287	0.002184729	0.000000000	0.006424745
ASV_6815	0.002999	0.001061902	0.005869241	0.002066007
ASV_8603	0.002736	0.0072007148	0.0005213384	0.0004868711
ASV_5734	0.002913	0.0041992722	0.0036136308	0.0009274713
ASV_5199	0.002385	0.0062652318	0.0002846813	0.0006061157
ASV_6308	0.002712	0.006149343	0.000000000	0.001988142
ASV_6682	0.00259	0.0058554032	0.0014328967	0.0004817791
ASV_7794	0.002433	0.0035970402	0.0007891414	0.0029124918
ASV_5618	0.003245	0.0002124658	0.0095233507	0.0000000000
ASV_6429	0.002613	0.004101388	0.001899758	0.001837978
ASV_5595	0.003578	0.001243585	0.005272242	0.004216772
ASV_5597	0.002088	0.002102684	0.000000000	0.004161070
ASV_5657	0.002669	0.0057868567	0.0004839053	0.0017363178
ASV_6531	0.002135	0.0011753907	0.0049013080	0.0003279894
ASV_9537	0.003425	0.0003758325	0.0056724969	0.0042272762
ASV_1995	0.002298	0.0001893939	0.0007258580	0.0059789889
ASV_1845	0.002533	0.0001122758	0.0007056151	0.0067817463
ASV_6496	0.002899	0.002233662	0.004199390	0.002265151
ASV_2537	0.002712	0.0077885677	0.0000000000	0.0003462426
ASV_3776	0.003179	0.0028505113	0.0060427435	0.0006431454
ASV_3043	0.002148	0.0048814153	0.0004734848	0.0010900632
ASV_4211	0.003297	0.000975886	0.001923015	0.006991608
ASV_3718	0.003303	0.001337685	0.004822358	0.003747995
ASV_3521	0.00285	0.002481506	0.002372675	0.003694735
ASV_4895	0.002779	0.004175276	0.002618481	0.001542856
ASV_3574	0.002306	0.004239129	0.001105382	0.001573330
ASV_4052	0.003271	0.003035056	0.004452900	0.002326059
ASV_4449	0.00282	0.004307900	0.001265826	0.002885571
ASV_4852	0.002327	0.0014798625	0.0001393977	0.0053605615
ASV_5197	0.003292	0.0007923640	0.0083046375	0.0007777353
ASV_4295	0.00303	0.004289459	0.003178993	0.001621425
ASV_4226	0.002812	0.0030308041	0.0047833020	0.0006230064
ASV_3985	0.002369	0.000000000	0.007108473	0.000000000
ASV_5123	0.002491	0.002955983	0.002084258	0.002432359
ASV_3942	0.001931	0.0010646269	0.0004692539	0.0042592477
ASV_4265	0.002679	0.005054988	0.001401251	0.001580547
ASV_4372	0.002728	0.0028185109	0.0009397125	0.0044251248
ASV_5410	0.002044	0.001128851	0.001521497	0.003481347
ASV_4672	0.001856	0.002174690	0.003393203	0.000000000
ASV_5141	0.002865	0.005814943	0.000703415	0.002077781
ASV_4716	0.003107	0.0010454235	0.0078903994	0.0003866709
ASV_4825	0.002678	0.005029385	0.000973654	0.002030896
ASV_9753	0.002332	0.001953686	0.003286363	0.001757007
ASV_4802	0.002482	0.005057806	0.001244029	0.001143953
ASV_6547	0.002433	0.0040824321	0.0005313361	0.0026853168
ASV_5877	0.002959	0.003972901	0.003265617	0.001637939
ASV_6033	0.002186	0.0033761201	0.0029436333	0.0002374646
ASV_6421	0.002872	0.0011173854	0.0067171306	0.0007829219
ASV_8934	0.00269	0.001600234	0.003238023	0.003230501
ASV_7973	0.00226	0.002500019	0.002992458	0.001286296
ASV_5311	0.003515	0.0006044696	0.0093170842	0.0006230064
ASV_6055	0.002349	0.0051088308	0.0004579972	0.0014792339
ASV_6670	0.002	0.0014105095	0.0005401108	0.0040500500
ASV_7772	0.002842	0.001267528	0.001576254	0.005683577
ASV_6504	0.005246	0.0000000000	0.0152571180	0.0004817791
ASV_5813	0.002852	0.002601802	0.004280201	0.001674634
ASV_5893	0.001667	0.0045036211	0.0000000000	0.0004960908
ASV_5539	0.001871	0.005613789	0.000000000	0.000000000
ASV_5736	0.001487	0.0042963217	0.0000000000	0.0001636297
ASV_5823	0.002541	0.0002245516	0.0030815728	0.0043159282
ASV_5910	0.002151	0.0029272622	0.0031683182	0.0003579094
ASV_5927	0.002727	0.000000000	0.000000000	0.008181485
ASV_7320	0.002644	0.0009804052	0.0032505008	0.0037006330
ASV_8507	0.001879	0.0012895781	0.0006407251	0.0037057530
ASV_1119	0.003101	0.003954573	0.002721080	0.002628166
ASV_1417	0.003293	0.002759510	0.003924947	0.003195530
ASV_2172	0.002583	0.005109253	0.001321775	0.001319285
ASV_6890	0.002952	0.002556661	0.001964082	0.004335728
ASV_3060	0.002818	0.0040643857	0.0041022505	0.0002862252
ASV_4380	0.002538	0.0033991580	0.0040767752	0.0001386255
ASV_3534	0.002876	0.002402664	0.004060428	0.002166151
ASV_3514	0.002491	0.003009829	0.002464621	0.001999366
ASV_4342	0.003426	0.000783080	0.007954639	0.001541152
ASV_5586	0.002923	0.0007773651	0.0066135765	0.0013769364
ASV_4432	0.00332	0.0000000000	0.0092328169	0.0007261531
ASV_4300	0.00246	0.001306724	0.002743996	0.003329384
ASV_6842	0.002488	0.0005003586	0.0035308197	0.0034320208
ASV_5482	0.00308	0.0016143967	0.0003830185	0.0072423188
ASV_9009	0.003532	0.002357054	0.004788940	0.003449783
ASV_4293	0.00251	0.0039906647	0.0003562776	0.0031824890
ASV_4905	0.002817	0.001498819	0.002283007	0.004670665
ASV_5402	0.002682	0.0044399302	0.0033722954	0.0002340397
ASV_6304	0.003174	0.0005234305	0.0057514877	0.0032468802
ASV_5220	0.003523	0.0026661353	0.0003562776	0.0075451382
ASV_5605	0.003371	0.0006964343	0.0092687754	0.0001475997
ASV_6426	0.003009	0.0061843396	0.0020203469	0.0008209149
ASV_6147	0.002452	0.0004924665	0.0054208188	0.0014430705
ASV_4851	0.003011	0.0008440960	0.0072531356	0.0009346181
ASV_4878	0.00311	0.0001209921	0.0072841263	0.0019259518
ASV_5544	0.002815	0.0001122758	0.0081848428	0.0001475997
ASV_8345	0.002538	0.003914894	0.002242631	0.001456330
ASV_8859	0.003394	0.0033640978	0.0004839053	0.0063330186
ASV_9950	0.004256	0.0004388176	0.0000000000	0.0123296514
ASV_4958	0.002115	0.003424283	0.000000000	0.002921231
ASV_5453	0.002115	0.001127194	0.003186455	0.002031359
ASV_5882	0.002403	0.003026494	0.002914882	0.001267288
ASV_4773	0.002744	0.008233441	0.000000000	0.000000000
ASV_5816	0.002024	0.0037940444	0.0006597314	0.0016189234
ASV_8856	0.002587	0.003988946	0.002434758	0.001335858
ASV_5468	0.00233	0.001229557	0.001428299	0.004332733
ASV_9633	0.003068	0.0006298476	0.0074329824	0.0011423084
ASV_5810	0.002587	0.0051130493	0.0008555069	0.0017929277
ASV_4871	0.002608	0.001690458	0.003227956	0.002904386
ASV_6127	0.00309	0.003172375	0.002279154	0.003818878
ASV_6135	0.002703	0.002085679	0.002235320	0.003788024
ASV_8615	0.002318	0.001729920	0.002980888	0.002243601
ASV_6347	0.002868	0.0058060581	0.0004152341	0.0023838474
ASV_5652	0.002229	0.0043829513	0.0017293232	0.0005753048
ASV_5399	0.002277	0.0036461241	0.0024939957	0.0006904546
ASV_5540	0.002067	0.002433194	0.000000000	0.003766955
ASV_5750	0.002524	0.0061705995	0.0007821448	0.0006189202
ASV_6731	0.002156	0.0048663938	0.0009293366	0.0006737092
ASV_7252	0.002301	0.001476802	0.001516554	0.003910141
ASV_7640	0.002828	0.006033156	0.001321151	0.001129589
ASV_5911	0.002655	0.003656826	0.004306914	0.000000000
ASV_6164	0.002705	0.0038329466	0.0009678106	0.0033129040
ASV_5596	0.002275	0.004509882	0.000000000	0.002315125
ASV_6334	0.002534	0.007603489	0.000000000	0.000000000
ASV_6559	0.002381	0.005993472	0.001148726	0.000000000
ASV_8872	0.002458	0.002683497	0.002222277	0.002467648
ASV_5467	0.002149	0.0003969388	0.0000000000	0.0060497049
ASV_5593	0.002082	0.0022112109	0.0034930636	0.0005425712
ASV_5754	0.002518	0.0024995391	0.0044023986	0.0006529952
ASV_6088	0.003124	0.000000000	0.009370547	0.000000000
ASV_6807	0.001983	0.0024487533	0.0026809644	0.0008186337
ASV_8847	0.002852	0.0022937116	0.0054324682	0.0008304682
ASV_695	0.00265	0.000000000	0.002730517	0.005219208
ASV_915	0.002989	0.001181000	0.002986464	0.004798283
ASV_1046	0.002244	0.002081562	0.002737898	0.001913068
ASV_1308	0.003028	0.0009155088	0.0040207497	0.0041484238
ASV_8346	0.002872	0.002645332	0.004288053	0.001682938
ASV_3357	0.00269	0.002334169	0.003429538	0.002305258
ASV_3987	0.002463	0.0025776095	0.0038629049	0.0009485142
ASV_3213	0.002152	0.000000000	0.004090635	0.002365072
ASV_3959	0.002282	0.0004921938	0.0010523388	0.0053028086
ASV_3506	0.00306	0.002504713	0.004712795	0.001963486
ASV_4093	0.002589	0.005545704	0.001136445	0.001084063
ASV_8018	0.003251	0.0008030196	0.0072178510	0.0017309106
ASV_4508	0.002462	0.0017863284	0.0046880859	0.0009111801
ASV_6573	0.003035	0.002500490	0.001477472	0.005125794
ASV_4484	0.002437	0.0040357105	0.0022938486	0.0009817782
ASV_4512	0.00301	0.002329283	0.002455424	0.004246305
ASV_5069	0.002511	0.001643723	0.002902145	0.002988391
ASV_8070	0.003592	0.002260012	0.006269151	0.002246650
ASV_4655	0.001763	0.0031888622	0.0017456993	0.0003551444
ASV_9382	0.00202	0.002549169	0.001665095	0.001847024
ASV_5097	0.002503	5.593485e-03	1.818604e-03	9.722028e-05
ASV_5778	0.002683	0.001888848	0.002718587	0.003440306
ASV_4787	0.00185	0.000000000	0.000000000	0.005550199
ASV_5238	0.002228	0.0000000000	0.0065441381	0.0001386255
ASV_4960	0.002108	0.0005904614	0.0023223767	0.0034118966
ASV_8663	0.00205	0.0003787879	0.0016088122	0.0041637783
ASV_5233	0.002379	0.001117079	0.003444735	0.002575975
ASV_5881	0.002496	0.003759739	0.001978237	0.001751030
ASV_7039	0.002272	0.002988586	0.002412109	0.001416270
ASV_4767	0.002228	0.002738704	0.001287681	0.002656721
ASV_5515	0.00278	0.001832079	0.002883930	0.003625163
ASV_6925	0.001906	0.0001231394	0.0000000000	0.0055938819
ASV_8586	0.002501	0.001220585	0.003443393	0.002838000
ASV_5962	0.002104	0.0038148329	0.0018222266	0.0006737092
ASV_7508	0.002704	0.001152450	0.004495658	0.002463838
ASV_5979	0.002298	0.0043196268	0.0001038085	0.0024702670
ASV_5585	0.002337	0.002137503	0.001081282	0.003791214
ASV_5124	0.001954	0.0009267679	0.0024007398	0.0025330597
ASV_5937	0.002291	0.0007859305	0.0015911351	0.0044961407
ASV_6073	0.00239	0.00319651	0.00000000	0.00397456
ASV_5822	0.002587	0.0027632365	0.0044583814	0.0005406831
ASV_8224	0.002207	0.001709687	0.002352600	0.002559888
ASV_6851	0.002362	0.007085013	0.000000000	0.000000000
ASV_6168	0.002555	0.005245175	0.002419768	0.000000000
ASV_6444	0.001936	0.005807623	0.000000000	0.000000000
ASV_7360	0.00215	0.0046701904	0.0001423406	0.0016382777
ASV_7801	0.002627	0.005139463	0.001633736	0.001107430
ASV_1825	0.002833	0.002817946	0.000000000	0.005680155
ASV_2132	0.002554	0.0043631658	0.0002419527	0.0030565349
ASV_3009	0.002336	0.002956569	0.001913875	0.002137632
ASV_2052	0.002104	0.0007620722	0.0000000000	0.0055508406
ASV_2933	0.003502	0.0029971474	0.0070535620	0.0004556625
ASV_3300	0.00347	0.002615407	0.002641112	0.005153030
ASV_2861	0.003324	0.0004904102	0.0039708718	0.0055113253
ASV_6615	0.002844	0.001946659	0.001819749	0.004765184
ASV_3108	0.002601	0.0000000000	0.0009469697	0.0068566912
ASV_3455	0.001968	0.004506358	0.001396451	0.000000000
ASV_4490	0.002349	0.000000000	0.004942556	0.002103787
ASV_3914	0.002187	0.006560248	0.000000000	0.000000000
ASV_3748	0.002112	0.001145061	0.000000000	0.005191797
ASV_3996	0.00252	0.003380580	0.002157643	0.002020470
ASV_4796	0.002943	0.002626354	0.003479551	0.002722512
ASV_7656	0.00238	0.0010950982	0.0004839053	0.0055623917
ASV_4589	0.002222	0.0000000000	0.0001393977	0.0065280261
ASV_4434	0.002321	0.0044414428	0.0017581795	0.0007627011
ASV_4921	0.002763	0.001315652	0.005971376	0.001003206
ASV_4676	0.002283	0.003882413	0.001456164	0.001511048
ASV_5177	0.002521	0.0000000000	0.0009632576	0.0066005623
ASV_6014	0.002034	0.0020281060	0.0039092318	0.0001636297
ASV_7119	0.002302	0.0048674716	0.0010532156	0.0009858416
ASV_7337	0.002167	0.001896538	0.001664682	0.002940610
ASV_7838	0.00211	0.001442468	0.003150589	0.001737735
ASV_5493	0.002692	0.0009259765	0.0049370749	0.0022133116
ASV_5436	0.002043	0.0018097261	0.0006571868	0.0036618118
ASV_5817	0.002261	0.0054771411	0.0008175732	0.0004896850
ASV_9566	0.002218	0.0028016372	0.0034464116	0.0004045193
ASV_5634	0.002924	0.002018727	0.001058335	0.005694500
ASV_7124	0.002133	0.0000000000	0.0057799123	0.0006194005
ASV_7988	0.002109	0.001399651	0.002168042	0.002759815
ASV_5524	0.001831	0.0025558206	0.0021454400	0.0007921451
ASV_5907	0.002301	0.002830999	0.000000000	0.004072431
