OTUID	All	CW	OW	PW
ASV_2909	0.002379	0.0010790883	0.0008042828	0.0052524255
ASV_3201	0.002448	0.0005525685	0.0023729921	0.0044172993
ASV_3054	0.002459	0.0003601994	0.0003425638	0.0066734807
ASV_3290	0.004363	0.0128522832	0.0002380544	0.0000000000
ASV_3839	0.002686	0.001274145	0.004752693	0.002030600
ASV_3197	0.00257	0.002704362	0.003248680	0.001756665
ASV_3325	0.002461	0.002632942	0.003198497	0.001550728
ASV_3561	0.002477	0.003201756	0.004089435	0.000138794
ASV_3835	0.002436	0.0035230487	0.0008283637	0.0029569791
ASV_4214	0.00293	0.003065692	0.005724424	0.000000000
ASV_3876	0.002492	0.002776336	0.003302007	0.001396278
ASV_3808	0.002436	0.001445629	0.002633050	0.003230337
ASV_5229	0.002419	0.0007009399	0.0005673650	0.0059883209
ASV_5424	0.002164	0.0032192766	0.0029414114	0.0003308078
ASV_3870	0.002559	0.0034664637	0.0006014589	0.0036097057
ASV_4407	0.002494	0.0000000000	0.0008376123	0.0066436778
ASV_5928	0.002638	0.003818623	0.002336367	0.001758891
ASV_7904	0.002037	0.002750227	0.001657250	0.001702493
ASV_5325	0.002337	0.0003601994	0.0058446301	0.0008060923
ASV_4497	0.002543	0.0002200598	0.0028347259	0.0045745533
ASV_9861	0.002005	0.0006601793	0.0053562246	0.0000000000
ASV_4966	0.002055	0.0009605318	0.0052054298	0.0000000000
ASV_7016	0.002225	0.001071490	0.004551215	0.001052265
ASV_5131	0.002863	0.0009455895	0.0015313365	0.0061117239
ASV_5236	0.002366	0.000000000	0.001208509	0.005890738
ASV_6617	0.002698	0.0061609608	0.0002200743	0.0017121033
ASV_6201	0.002099	0.0040619849	0.0017178774	0.0005167969
ASV_9553	0.002023	0.000000000	0.006070388	0.000000000
ASV_5867	0.002285	0.0024550420	0.0036478554	0.0007518795
ASV_5915	0.002214	0.000000000	0.006641338	0.000000000
ASV_6631	0.002191	0.0060860510	0.0004863624	0.0000000000
ASV_8023	0.002143	0.000000000	0.002879377	0.003549276
ASV_8535	0.002203	0.0007125577	0.0037141989	0.0021819670
ASV_5850	0.002599	0.001180760	0.003257123	0.003359606
ASV_5918	0.002477	0.000000000	0.000000000	0.007430607
ASV_9652	0.002123	0.006367836	0.000000000	0.000000000
ASV_5416	0.002615	0.000000000	0.007844223	0.000000000
ASV_5922	0.00231	0.000000000	0.000000000	0.006930476
ASV_5925	0.002392	0.00000000	0.00000000	0.00717659
ASV_8923	0.001986	0.000000000	0.005958891	0.000000000
ASV_1643	0.003298	0.005133820	0.004760202	0.000000000
ASV_1659	0.0037	0.0103412278	0.0000000000	0.0007602294
ASV_2073	0.002284	0.001323329	0.004387680	0.001141700
ASV_3035	0.002414	0.0004562481	0.0004913343	0.0062955975
ASV_2884	0.002754	0.003221868	0.001176761	0.003862877
ASV_1903	0.002486	0.001312176	0.001563233	0.004583021
ASV_2286	0.002505	0.0009526145	0.0010046208	0.0055576997
ASV_2431	0.002369	0.0041427273	0.0005420198	0.0024226533
ASV_3981	0.00261	0.0007662600	0.0062500391	0.0008144952
ASV_6323	0.002315	0.0007084154	0.0010949939	0.0051419485
ASV_3254	0.002614	0.000000000	0.000000000	0.007842098
ASV_4047	0.002428	0.0042986386	0.0021277351	0.0008580118
ASV_2998	0.002819	0.003678322	0.001866119	0.002911984
ASV_3196	0.002338	0.0004881847	0.0036589541	0.0028677611
ASV_3619	0.002016	0.002965923	0.001937063	0.001144336
ASV_3040	0.002225	0.0006936254	0.0013913270	0.0045902918
ASV_3064	0.002488	0.0007320751	0.0010906809	0.0056407737
ASV_2962	0.002297	0.000000000	0.000000000	0.006891411
ASV_3074	0.002397	0.000000000	0.000000000	0.007190581
ASV_6294	0.002194	0.001155325	0.001981174	0.003444593
ASV_3505	0.002527	0.0057825940	0.0008393435	0.0009600540
ASV_3849	0.002025	0.0005259410	0.0053369898	0.0002124833
ASV_4591	0.001984	0.000000000	0.005951361	0.000000000
ASV_3645	0.002676	0.001340432	0.005070233	0.001617668
ASV_3802	0.0023	0.0040522308	0.0018775632	0.0009702257
ASV_4915	0.002529	0.000518686	0.001047270	0.006020336
ASV_3985	0.00237	0.001189054	0.000989770	0.004931241
ASV_4484	0.002108	0.005191702	0.000000000	0.001130977
ASV_5080	0.00253	0.0059586280	0.0005519169	0.0010780647
ASV_6976	0.002213	0.001912154	0.001589420	0.003136934
ASV_5553	0.002269	0.001685036	0.002305295	0.002817273
ASV_5405	0.002226	0.0001386370	0.0062617577	0.0002775881
ASV_4917	0.002841	0.001704562	0.006679673	0.000138554
ASV_5368	0.002855	0.0068066525	0.0016421726	0.0001163565
ASV_6936	0.002263	0.0001165159	0.0065283830	0.0001455299
ASV_5796	0.002448	0.0008143784	0.0007826034	0.0057473204
ASV_6758	0.002214	0.0052881751	0.0009378674	0.0004156621
ASV_5612	0.002059	0.0002232163	0.0007318868	0.0052226694
ASV_6595	0.002501	0.0059392210	0.0009123070	0.0006503561
ASV_7270	0.002503	0.0030342429	0.0043348367	0.0001412956
ASV_5542	0.002582	0.000000000	0.007745793	0.000000000
ASV_8126	0.002247	0.005550875	0.000000000	0.001191081
ASV_6283	0.002786	0.0015451803	0.0066129254	0.0002000464
ASV_6490	0.002701	0.0037879392	0.0034653112	0.0008504025
ASV_6619	0.002759	0.0076266589	0.0003943919	0.0002549105
ASV_5685	0.002567	0.000000000	0.000000000	0.007701922
ASV_6903	0.003079	0.0039857366	0.0051059926	0.0001455299
ASV_6004	0.002499	0.000000000	0.000000000	0.007498446
ASV_6082	0.002041	0.000000000	0.006123245	0.000000000
ASV_6269	0.002704	0.0001164556	0.0000000000	0.0079959462
ASV_7443	0.002311	0.006931852	0.000000000	0.000000000
ASV_8308	0.00191	0.003495477	0.002233031	0.000000000
ASV_1699	0.003558	0.0105281677	0.0000000000	0.0001455299
ASV_1631	0.002479	0.0018446108	0.0006403264	0.0049506783
ASV_1647	0.002831	0.0001164556	0.0021362735	0.0062390381
ASV_1922	0.003207	0.0054586726	0.0008594115	0.0033040759
ASV_2353	0.004799	1.430211e-02	0.000000e+00	9.612686e-05
ASV_2979	0.003368	0.001965568	0.006619007	0.001518133
ASV_2623	0.003147	0.0008491409	0.0048180043	0.0037725306
ASV_2618	0.004032	0.0114939006	0.0000000000	0.0006033972
ASV_2960	0.002088	0.0004660636	0.0055156760	0.0002825912
ASV_3058	0.002247	0.002950784	0.000153175	0.003635868
ASV_3573	0.001988	0.0016671292	0.0009072674	0.0033886911
ASV_2993	0.002653	0.0035826618	0.0036710368	0.0007064781
ASV_3524	0.002899	0.003763444	0.001942661	0.002989874
ASV_3098	0.002595	0.001817947	0.003113383	0.002854936
ASV_2956	0.002471	0.0007454988	0.0024343199	0.0042329298
ASV_3244	0.002274	0.0025199572	0.0041099723	0.0001924735
ASV_3175	0.002247	0.001258663	0.000000000	0.005481435
ASV_4351	0.002253	0.001462939	0.002197684	0.003099679
ASV_8186	0.002526	0.0006130807	0.0024019079	0.0045641914
ASV_3518	0.002272	0.000000000	0.006815944	0.000000000
ASV_4065	0.002314	0.000000000	0.006941648	0.000000000
ASV_4219	0.002308	0.0023559555	0.0009339406	0.0036334626
ASV_5123	0.002395	0.0004659431	0.0011811123	0.0055388201
ASV_4620	0.002626	0.003943946	0.000156251	0.003778390
ASV_7294	0.002056	0.0042157383	0.0009982532	0.0009531639
ASV_4595	0.002511	0.000000000	0.000000000	0.007534176
ASV_5122	0.002351	0.0007368516	0.0034517591	0.0028637664
ASV_4495	0.002282	0.0008256426	0.0007616406	0.0052577669
ASV_5725	0.00201	0.0007910842	0.0006478069	0.0045911273
ASV_8277	0.002289	0.002580148	0.001425452	0.002861323
ASV_9355	0.002599	0.0035354945	0.0039706081	0.0002910598
ASV_6520	0.002349	0.0009867383	0.0042077997	0.0018530747
ASV_5176	0.00214	0.0005090146	0.0004761089	0.0054337878
ASV_4944	0.002477	0.0022407242	0.0047703539	0.0004199289
ASV_5083	0.002059	0.0023780357	0.0036757096	0.0001237556
ASV_5079	0.002178	0.001448230	0.002308352	0.002777617
ASV_9319	0.00263	0.004477421	0.002314889	0.001097434
ASV_6381	0.002401	0.0047076914	0.0022615171	0.0002349209
ASV_6337	0.001838	0.000000000	0.005512942	0.000000000
ASV_6021	0.001909	0.003329504	0.002397487	0.000000000
ASV_6502	0.002526	0.0070102669	0.0005681659	0.0000000000
ASV_5234	0.002488	0.000000000	0.000000000	0.007464558
ASV_6356	0.00236	0.000000000	0.007079334	0.000000000
ASV_9206	0.001837	0.000000000	0.005372138	0.000138794
ASV_6262	0.001944	0.000000000	0.005832334	0.000000000
ASV_6268	0.002311	0.000000000	0.000000000	0.006932058
ASV_6767	0.002041	0.003080837	0.000000000	0.003042656
ASV_6449	0.002596	0.0031056884	0.0039083788	0.0007725324
ASV_3150	0.002176	0.002728166	0.001897752	0.001903420
ASV_2335	0.002247	0.0003800490	0.0061696042	0.0001908951
ASV_2461	0.002473	0.0021977436	0.0049329754	0.0002883806
ASV_2930	0.002478	0.001913499	0.002089380	0.003432493
ASV_2420	0.00261	0.0006650174	0.0000000000	0.0071649113
ASV_2895	0.002975	0.003732608	0.002206067	0.002986050
ASV_3391	0.002443	0.004963560	0.001153067	0.001213351
ASV_9919	0.002412	0.0001204674	0.0000000000	0.0071153190
ASV_5812	0.00322	0.003067564	0.003259580	0.003333876
ASV_4822	0.002389	0.0007468882	0.0030528920	0.0033657939
ASV_4739	0.002115	0.0007556693	0.0001202918	0.0054693461
ASV_2876	0.002337	0.001917663	0.001914934	0.003177929
ASV_3751	0.002002	0.0022049964	0.0033253859	0.0004743697
ASV_5517	0.002214	0.001806412	0.002331006	0.002503233
ASV_3965	0.002263	0.000766260	0.000312502	0.005708951
ASV_3791	0.002399	0.0002232163	0.0012473628	0.0057256191
ASV_4145	0.00188	0.0051624976	0.0004761089	0.0000000000
ASV_4261	0.002093	0.0004900788	0.0053102644	0.0004776345
ASV_4550	0.002678	0.0003534992	0.0042917590	0.0033900431
ASV_4499	0.003165	0.005982817	0.000000000	0.003511607
ASV_4796	0.002333	0.001358083	0.002879239	0.002762137
ASV_4333	0.00195	0.003947468	0.001901353	0.000000000
ASV_4341	0.002315	0.002273987	0.004672269	0.000000000
ASV_4741	0.002688	0.0009330364	0.0000000000	0.0071321169
ASV_6348	0.002218	0.0003718757	0.0047410786	0.0015408648
ASV_4877	0.002383	0.000138637	0.001317433	0.005692563
ASV_7164	0.002024	0.0008084075	0.0052640122	0.0000000000
ASV_5794	0.002306	0.0021242994	0.0046528290	0.0001412956
ASV_7381	0.002239	0.0008272851	0.0011787202	0.0047120043
ASV_8935	0.002699	0.0060883220	0.0004614249	0.0015471202
ASV_5186	0.002067	0.001662835	0.004537253	0.000000000
ASV_5330	0.002918	0.000000000	0.005794642	0.002959826
ASV_6565	0.001864	0.000000000	0.005591747	0.000000000
ASV_7209	0.002271	0.00000000	0.00681401	0.00000000
ASV_9479	0.002526	0.0040164348	0.0033226085	0.0002401121
ASV_6388	0.002041	0.003209153	0.002913339	0.000000000
ASV_7018	0.002024	0.0016865438	0.0042450490	0.0001412956
ASV_6176	0.002281	0.0004414521	0.0015336500	0.0048682344
ASV_6709	0.00224	0.0009321272	0.0000000000	0.0057866627
ASV_6618	0.003368	0.0051709798	0.0043558744	0.0005763511
ASV_6772	0.002766	0.001396899	0.006900336	0.000000000
ASV_9064	0.001983	0.003537019	0.001337757	0.001072808
ASV_5768	0.002305	0.000000000	0.000312502	0.006602155
ASV_7020	0.001863	0.005589871	0.000000000	0.000000000
ASV_1272	0.001521	0.000000000	0.000000000	0.004561633
ASV_1731	0.002969	0.005783628	0.000395570	0.002726463
ASV_2816	0.00289	0.002062949	0.004175005	0.002431660
ASV_4308	0.002032	0.003071146	0.001174821	0.001848965
ASV_3678	0.002562	0.001674488	0.004374012	0.001636064
ASV_3011	0.00199	0.0008005743	0.0049283741	0.0002416568
ASV_3435	0.002815	0.003035737	0.002843038	0.002566416
ASV_3166	0.002367	0.0015088424	0.0009129578	0.0046791149
ASV_3266	0.002141	0.002780398	0.000874208	0.002769887
ASV_3490	0.002037	0.000000000	0.001358238	0.004753923
ASV_4911	0.002016	0.0008714404	0.0028556161	0.0023195740
ASV_3932	0.002429	0.001940848	0.002697870	0.002648272
ASV_3541	0.00226	0.001474999	0.000000000	0.005303893
ASV_4220	0.00237	0.0006065947	0.0012917034	0.0052116701
ASV_5712	0.00267	0.002572491	0.004027109	0.001411037
ASV_3942	0.002263	0.0000000000	0.0006742526	0.0061143578
ASV_4386	0.002185	0.000138637	0.000000000	0.006417643
ASV_4678	0.002418	0.0004965648	0.0043414027	0.0024168628
ASV_4860	0.002229	0.0010664654	0.0001190272	0.0055022929
ASV_4913	0.003546	0.0102504949	0.0003888448	0.0000000000
ASV_5488	0.002011	0.001059235	0.000000000	0.004975159
ASV_5423	0.002718	0.0040112105	0.0009560114	0.0031867431
ASV_5529	0.00211	0.0004754798	0.0010902641	0.0047655416
ASV_5673	0.002327	0.0001165159	0.0002393190	0.0066257309
ASV_6959	0.002221	0.000718853	0.000156251	0.005788683
ASV_5934	0.002816	0.004734257	0.003715140	0.000000000
ASV_7457	0.003479	0.0103200536	0.0000000000	0.0001163565
ASV_4948	0.002403	0.0037891828	0.0028920407	0.0005287125
ASV_6311	0.002019	0.0031499574	0.0021921318	0.0007160653
ASV_6125	0.002621	0.0042002173	0.0027257191	0.0009366305
ASV_9341	0.00202	0.003572748	0.001002452	0.001485433
ASV_6973	0.002224	0.005006603	0.000239319	0.001426807
ASV_9856	0.001941	0.001990799	0.002376738	0.001455257
ASV_8354	0.001991	0.001990222	0.002099319	0.001882832
ASV_7187	0.001829	0.0000000000	0.0049262439	0.0005615527
ASV_6705	0.002282	0.001002725	0.000153175	0.005689534
ASV_7839	0.001831	0.000000000	0.005491527	0.000000000
ASV_6204	0.002392	0.0009975261	0.0049357870	0.0012433804
ASV_9024	0.002433	0.001758081	0.004447474	0.001094922
ASV_6049	0.003141	0.0063724491	0.0001190272	0.0029315180
ASV_6640	0.002224	0.0009141952	0.0026360834	0.0031213948
ASV_5827	0.003254	0.0007125577	0.0088581906	0.0001908951
ASV_6746	0.002325	0.006974185	0.000000000	0.000000000
ASV_5687	0.002189	0.0001165159	0.0003888448	0.0060603638
ASV_5943	0.004002	0.01200474	0.00000000	0.00000000
ASV_6828	0.002085	0.000000000	0.006254063	0.000000000
ASV_8027	0.001831	1.200665e-04	5.277711e-03	9.612686e-05
ASV_8373	0.003583	0.010397532	0.000350523	0.000000000
ASV_8473	0.001831	0.000000000	0.005491527	0.000000000
ASV_1677	0.002248	0.001436084	0.002345891	0.002961443
ASV_2050	0.003002	0.002545452	0.000000000	0.006459404
ASV_2612	0.002304	0.0031231203	0.0031478050	0.0006410207
ASV_2324	0.002992	0.001398078	0.006596356	0.000982560
ASV_2471	0.002044	0.0005825795	0.0031609306	0.0023893887
ASV_2277	0.002258	0.0047276187	0.0010506515	0.0009952002
ASV_2705	0.002356	0.001599491	0.001181112	0.004286577
ASV_3580	0.002126	0.006377303	0.000000000	0.000000000
ASV_3844	0.002265	0.0057868881	0.0003982313	0.0006108772
ASV_4631	0.002101	0.001059295	0.001783550	0.003461229
ASV_3413	0.002502	0.0008201685	0.0028120583	0.0038736089
ASV_9740	0.004673	0.0000000000	0.0132243291	0.0007931812
ASV_8993	0.002679	0.008035983	0.000000000	0.000000000
ASV_3657	0.001818	0.000000000	0.005452539	0.000000000
ASV_4104	0.001734	0.0001204674	0.0050825800	0.0000000000
ASV_4010	0.002265	0.000000000	0.000000000	0.006795824
ASV_4520	0.002079	0.0008392601	0.0044983635	0.0008989516
ASV_4187	0.002512	0.0018982125	0.0003480916	0.0052893850
ASV_4668	0.001857	0.0005916081	0.0031478899	0.0018311618
ASV_4670	0.002032	0.0007702092	0.0032403205	0.0020868065
ASV_4602	0.002059	0.002635485	0.002521282	0.001020052
ASV_5643	0.001929	0.001850412	0.001914480	0.002021271
ASV_5788	0.002413	0.000766260	0.001684055	0.004789220
ASV_7329	0.002551	0.004703717	0.001714547	0.001233577
ASV_5000	0.002164	0.0050748535	0.0003335738	0.0010833673
ASV_4657	0.0023	0.001483332	0.005417283	0.000000000
ASV_5935	0.002295	0.0009397194	0.0014251234	0.0045200072
ASV_4423	0.002283	0.0004711457	0.0000000000	0.0063772709
ASV_6041	0.002144	0.0015239626	0.0003574246	0.0045494597
ASV_6372	0.002476	0.0004965046	0.0000000000	0.0069328461
ASV_4955	0.003411	0.008534940	0.001696999	0.000000000
ASV_8114	0.002584	0.001982536	0.001743212	0.004027372
ASV_5269	0.002411	0.0022386641	0.0039971675	0.0009975028
ASV_5152	0.002056	0.000000000	0.003540450	0.002628071
ASV_5383	0.002537	0.0007372897	0.0013263507	0.0055480639
ASV_8309	0.003367	0.009751132	0.000350523	0.000000000
ASV_6095	0.002141	0.000000000	0.000000000	0.006421657
ASV_6641	0.003359	0.0033005535	0.0062635707	0.0005125626
ASV_5857	0.002142	0.001199283	0.003491776	0.001734712
ASV_7286	0.002604	0.0052785805	0.0022065388	0.0003265367
ASV_6314	0.001705	0.0008079475	0.0029611625	0.0013457760
ASV_7683	0.002285	0.000000000	0.005283139	0.001573186
ASV_6280	0.002048	0.0005825795	0.0024782558	0.0030839615
ASV_6872	0.002713	0.0062972698	0.0004687529	0.0013722387
ASV_7912	0.001804	0.0041949597	0.0007493186	0.0004686374
ASV_6995	0.002407	0.0056460829	0.0010494641	0.0005262427
ASV_7258	0.002226	0.004083988	0.000000000	0.002593497
ASV_6601	0.002717	0.0050860120	0.0027204616	0.0003455763
ASV_951	0.002484	0.003112324	0.003282717	0.001057395
ASV_2124	0.004185	0.003046554	0.009507703	0.000000000
ASV_1779	0.002398	0.001520196	0.001326118	0.004349138
ASV_2520	0.002761	0.001843977	0.002229595	0.004208645
ASV_2647	0.003664	0.001236265	0.009756415	0.000000000
ASV_3367	0.002342	0.001893493	0.003443879	0.001687144
ASV_2639	0.002879	0.002751104	0.001752491	0.004132969
ASV_3117	0.002214	0.0030473724	0.0006176204	0.0029765897
ASV_3675	0.002056	0.0026971604	0.0008943848	0.0025767748
ASV_4419	0.002512	0.0048768714	0.0022565845	0.0004028489
ASV_3604	0.002219	0.002385637	0.001745948	0.002526603
ASV_3265	0.002372	0.0005005164	0.0057913508	0.0008232526
ASV_3285	0.002874	0.0072020168	0.0009156046	0.0005036653
ASV_3308	0.002064	0.0009718346	0.0029509527	0.0022697414
ASV_3801	0.002598	0.004727127	0.003066018	0.000000000
ASV_6078	0.002071	0.0006307733	0.0022832928	0.0032986304
ASV_3846	0.002096	0.0017973022	0.0007229278	0.0037672573
ASV_4007	0.002163	0.000000000	0.002759258	0.003730923
ASV_4076	0.001962	0.000000000	0.000000000	0.005884805
ASV_6278	0.002543	0.0047091853	0.0024385708	0.0004806343
ASV_4969	0.002165	0.0003758874	0.0010702990	0.0050477078
ASV_6265	0.004344	0.011637805	0.000000000	0.001395489
ASV_4512	0.001995	0.0005655405	0.0034642972	0.0019551024
ASV_7656	0.001939	0.0022750565	0.0002200743	0.0033213571
ASV_5075	0.002219	0.0019858256	0.0045324920	0.0001397976
ASV_5089	0.002119	0.0007499495	0.0002605388	0.0053468616
ASV_4461	0.003104	0.0002409348	0.0084955131	0.0005767611
ASV_5375	0.002212	0.0052835850	0.0010684442	0.0002825912
ASV_8668	0.001911	0.001054912	0.003399944	0.001278578
ASV_7453	0.002207	0.0008786607	0.0051310187	0.0006109557
ASV_8775	0.001956	0.0034972147	0.0007655676	0.0016048397
ASV_6904	0.002122	0.0019541216	0.0041782444	0.0002327129
ASV_9333	0.002047	0.0039153306	0.0006654164	0.0015613782
ASV_5492	0.001967	0.001077850	0.000000000	0.004824231
ASV_6491	0.001926	0.0005579680	0.0050277009	0.0001908951
ASV_5398	0.002154	0.0004965648	0.0003125020	0.0056530783
ASV_8794	0.002297	3.534866e-03	3.259195e-03	9.612686e-05
ASV_7947	0.002148	0.0017118539	0.0044522523	0.0002798497
ASV_8566	0.001655	0.0003529778	0.0028269047	0.0017851829
ASV_6003	0.002223	0.000000000	0.000000000	0.006667869
ASV_8028	0.002027	0.0014232098	0.0044665556	0.0001924735
ASV_6604	0.002698	0.001193224	0.005465200	0.001434778
ASV_6257	0.001848	0.00000000	0.00554297	0.00000000
ASV_8358	0.001995	0.0024311792	0.0034297559	0.0001237556
ASV_6516	0.002134	0.001987830	0.000000000	0.004413404
ASV_1672	0.002408	0.002253534	0.002012411	0.002956799
ASV_2683	0.00287	0.005386206	0.001687056	0.001535454
ASV_1958	0.002224	0.0058111304	0.0007221298	0.0001387940
ASV_4306	0.002617	0.002664460	0.003741467	0.001444427
ASV_2405	0.002017	0.001171019	0.004881376	0.000000000
ASV_9600	0.002835	0.0071892480	0.0005420198	0.0007742558
ASV_2446	0.002072	0.0004660636	0.0019835428	0.0037659204
ASV_2455	0.001991	0.000000000	0.005971544	0.000000000
ASV_3165	0.002117	0.0041250464	0.0005006131	0.0017260180
ASV_2941	0.001695	0.001170555	0.001887076	0.002028706
ASV_3072	0.002116	0.000000000	0.000000000	0.006348686
ASV_2945	0.001882	0.0006601793	0.0049855493	0.0000000000
ASV_3125	0.002123	0.0009605318	0.0007275752	0.0046801083
ASV_3911	0.002502	0.0044084934	0.0008969659	0.0022017820
ASV_9103	0.002258	0.0003800490	0.0008841973	0.0055109666
ASV_3855	0.001908	0.0011835725	0.0002809353	0.0042584184
ASV_9009	0.002299	0.002848007	0.002772842	0.001275457
ASV_4151	0.002441	0.000380049	0.004761350	0.002181002
ASV_4297	0.002583	0.004165893	0.003584231	0.000000000
ASV_6798	0.001938	0.000000000	0.004581463	0.001232026
ASV_5852	0.002039	0.0027196416	0.0028169021	0.0005817823
ASV_4962	0.002137	0.001579000	0.003347918	0.001483945
ASV_4772	0.001816	0.000000000	0.003043895	0.002405266
ASV_6206	0.002255	0.0037609838	0.0021704813	0.0008347998
ASV_8819	0.002544	0.0068999180	0.0001562510	0.0005767611
ASV_6692	0.001731	0.000000000	0.005193937	0.000000000
ASV_8546	0.002671	0.0058804806	0.0018459525	0.0002853275
ASV_5616	0.001655	0.000000000	0.002849442	0.002115230
ASV_7796	0.001714	0.000000000	0.005141004	0.000000000
ASV_9001	0.001873	0.0035924730	0.0012437929	0.0007812534
ASV_7903	0.001847	0.0007017585	0.0029953298	0.0018447791
ASV_8985	0.001765	0.0032681861	0.0010532619	0.0009729396
ASV_5777	0.002265	0.0018514936	0.0001100371	0.0048328692
ASV_6730	0.001806	0.0028094391	0.0018559826	0.0007534997
ASV_7675	0.00175	0.000000000	0.001583526	0.003666712
ASV_5682	0.002244	0.000000000	0.000000000	0.006730593
ASV_6860	0.00239	0.0037486727	0.0001190272	0.0033019921
ASV_6874	0.002238	0.0006309065	0.0009378674	0.0051440684
ASV_5991	0.001988	0.000000000	0.005965101	0.000000000
ASV_6034	0.001702	0.0007910842	0.0004761089	0.0038397632
ASV_7370	0.002241	0.000000000	0.006724308	0.000000000
ASV_4430	0.002127	0.0008391057	0.0011185321	0.0044219745
ASV_7309	0.00254	0.001765390	0.002913955	0.002941465
ASV_3322	0.001787	0.001469305	0.003892162	0.000000000
ASV_3045	0.001777	0.000518686	0.001698490	0.003114885
ASV_3078	0.002052	0.0003800490	0.0006587701	0.0051180746
ASV_2900	0.001933	0.001749744	0.002234014	0.001815619
ASV_3021	0.001952	0.0013203586	0.0038003615	0.0007344222
ASV_2898	0.002006	0.0004595776	0.0012127565	0.0043453417
ASV_3454	0.002175	0.001958707	0.001022469	0.003543489
ASV_5102	0.002722	0.004749698	0.000000000	0.003415151
ASV_7532	0.002208	0.0023764146	0.0005210776	0.0037262250
ASV_5329	0.002307	0.002456383	0.001393998	0.003070937
ASV_3929	0.002241	0.004002719	0.001405894	0.001314378
ASV_5439	0.002409	0.001852351	0.001060459	0.004312931
ASV_3958	0.00214	0.0005825795	0.0031358186	0.0027025511
ASV_4021	0.00163	0.001180965	0.001605343	0.002104604
ASV_4081	0.00186	0.001705789	0.001617442	0.002256884
ASV_5573	0.002149	0.0029597356	0.0027485996	0.0007376802
ASV_8189	0.001593	0.0039610758	0.0005862707	0.0002327129
ASV_5430	0.001999	0.0042229539	0.0011890006	0.0005863517
ASV_5390	0.002082	0.0002232163	0.0019540380	0.0040677454
ASV_5570	0.002791	0.0028593671	0.0045370453	0.0009775795
ASV_5356	0.001911	0.0018318243	0.0037773951	0.0001237556
ASV_5314	0.001872	0.001979746	0.000000000	0.003637237
ASV_5511	0.00194	0.001224852	0.002059307	0.002537198
ASV_6130	0.002114	0.001719886	0.001238410	0.003382924
ASV_6185	0.001835	0.0010390758	0.0003454503	0.0041208564
ASV_9313	0.001849	0.0037307969	0.0015622761	0.0002551505
ASV_9061	0.002218	0.0043313049	0.0007116302	0.0016099037
ASV_6306	0.002168	0.0006003323	0.0000000000	0.0059047748
ASV_6508	0.001856	0.001742802	0.002097618	0.001726804
ASV_9177	0.00172	0.0018251808	0.0030720744	0.0002625497
ASV_5700	0.001961	1.201550e-03	4.584767e-03	9.612686e-05
ASV_6878	0.002188	0.0005108400	0.0008196826	0.0052340734
ASV_9264	0.002178	0.002836705	0.001271392	0.002425976
ASV_6385	0.001797	0.004388751	0.000000000	0.001001233
ASV_8512	0.001802	0.001048643	0.002877849	0.001479704
ASV_9909	0.002251	0.003764649	0.001173558	0.001813969
ASV_8260	0.001605	0.000000000	0.004814561	0.000000000
ASV_7591	0.001841	0.0019474784	0.0027082438	0.0008675406
ASV_6457	0.001675	0.0001164556	0.0046597888	0.0002475113
ASV_6499	0.002486	0.0033665251	0.0038129876	0.0002773481
ASV_7851	0.002122	0.000000000	0.005209736	0.001154841
ASV_7254	0.001903	0.0006990954	0.0016482448	0.0033630341
ASV_7398	0.002009	0.000000000	0.001416338	0.004609930
ASV_6093	0.001779	0.0002772741	0.0000000000	0.0050586001
ASV_6369	0.002263	0.001442154	0.000000000	0.005347523
ASV_6567	0.00224	0.000000000	0.006718792	0.000000000
ASV_6716	0.001702	0.001281675	0.003689844	0.000134283
ASV_7698	0.002205	0.000000000	0.006613757	0.000000000
ASV_269	0.001855	0.000000000	0.005566454	0.000000000
ASV_872	0.002521	0.0000000000	0.0069804153	0.0005832167
ASV_662	0.002294	0.0007702092	0.0031316365	0.0029800065
ASV_2624	0.002127	0.000000000	0.001105490	0.005274861
ASV_3317	0.003185	0.001223398	0.005471315	0.002860918
ASV_8979	0.002204	0.0002554200	0.0002605388	0.0060960573
ASV_2440	0.001834	0.000000000	0.003678711	0.001823697
ASV_2776	0.001762	0.0048891957	0.0000000000	0.0003959516
ASV_3466	0.001991	0.0007272504	0.0052453314	0.0000000000
ASV_4186	0.002625	0.006159293	0.000506774	0.001207779
ASV_3407	0.002332	0.002683111	0.002894353	0.001418962
ASV_3444	0.001677	0.000000000	0.001231629	0.003799395
ASV_3775	0.002662	0.002973920	0.003724020	0.001288521
ASV_6518	0.002145	0.0005525685	0.0023188414	0.0035624995
ASV_3375	0.002251	0.0016410258	0.0009228498	0.0041899047
ASV_3130	0.002235	0.000000000	0.003593347	0.003112067
ASV_5254	0.002843	0.0036968261	0.0008242999	0.0040080313
ASV_3463	0.001982	0.0034646615	0.0006250039	0.0018574204
ASV_3525	0.002195	0.0008701278	0.0012210544	0.0044931289
ASV_3516	0.00196	0.000000000	0.000000000	0.005880971
ASV_4084	0.002032	0.002829955	0.001253603	0.002013681
ASV_5211	0.003066	0.006592599	0.001166534	0.001440041
ASV_4312	0.002095	0.001112280	0.005173249	0.000000000
ASV_9563	0.001953	0.002328538	0.001778149	0.001751864
ASV_3952	0.001767	0.000000000	0.000000000	0.005302491
ASV_4589	0.002056	0.000000000	0.000312502	0.005854144
