OTUID	All	CW	OW	PW
ASV_2635	0.008167	0.018371083	0.006129827	0.000000000
ASV_2819	0.006568	0.008008303	0.007147097	0.004547670
ASV_2861	0.006207	0.001812716	0.002282137	0.014526907
ASV_3868	0.006677	0.014228418	0.001351515	0.004452454
ASV_3535	0.005826	0.001542440	0.014333014	0.001601398
ASV_4185	0.009745	0.029095719	0.000000000	0.000138554
ASV_3605	0.006724	0.010123538	0.006999432	0.003049825
ASV_4476	0.005102	0.00000000	0.01530617	0.00000000
ASV_809	0.006714	0.001718045	0.002153441	0.016271431
ASV_1651	0.00658	0.008545854	0.006206352	0.004988480
ASV_2551	0.007107	0.005305898	0.003096839	0.012919460
ASV_5105	0.008313	0.008640526	0.009012723	0.007285084
ASV_2687	0.00626	0.010361220	0.003601332	0.004817183
ASV_2713	0.006556	0.0046692329	0.0008092718	0.0141888637
ASV_2452	0.005861	0.002187478	0.003062919	0.012332289
ASV_3606	0.00707	0.006223102	0.007418703	0.007566818
ASV_4011	0.005474	0.0001164556	0.0005859567	0.0157206838
ASV_3980	0.00727	0.0008584418	0.0202574390	0.0006927437
ASV_3544	0.006155	0.00000000	0.00000000	0.01846537
ASV_3916	0.010075	0.03022559	0.00000000	0.00000000
ASV_4350	0.005313	0.0155817521	0.0001562510	0.0002000464
ASV_555	0.00612	0.006031943	0.009748938	0.002579001
ASV_959	0.005736	0.004038908	0.000000000	0.013169146
ASV_1888	0.009217	0.001210329	0.021602236	0.004839056
ASV_2439	0.00618	0.006128869	0.001154723	0.011255323
ASV_2964	0.00558	0.013788412	0.002950794	0.000000000
ASV_2715	0.005673	0.006342498	0.008197131	0.002479510
ASV_2533	0.006523	0.002691243	0.012967619	0.003911406
ASV_4184	0.011311	0.026902842	0.005713306	0.001317796
ASV_5351	0.005421	0.002135577	0.012566770	0.001559271
ASV_3028	0.009564	0.0274505327	0.0004401486	0.0008018213
ASV_3725	0.006626	0.005342633	0.014534764	0.000000000
ASV_3660	0.006719	0.00000000	0.02015638	0.00000000
ASV_4433	0.00675	0.009894906	0.010355368	0.000000000
ASV_1101	0.007013	0.010734212	0.002816615	0.007489221
ASV_2367	0.008454	0.013846079	0.006042941	0.005473805
ASV_2601	0.006163	0.004532346	0.009994833	0.003960985
ASV_2695	0.006707	0.004167539	0.003971450	0.011982852
ASV_4015	0.005024	0.000766260	0.010059148	0.004247517
ASV_3714	0.005129	0.004102061	0.010159774	0.001125205
ASV_4952	0.005239	0.008311919	0.004671742	0.002732068
ASV_5678	0.004985	0.00000000	0.01495565	0.00000000
ASV_2340	0.006048	0.0035454218	0.0006951948	0.0139023905
ASV_3701	0.004947	0.0001200665	0.0147219652	0.0000000000
ASV_752	0.006516	0.002259315	0.003353494	0.013936102
ASV_1756	0.005894	0.002988660	0.006136875	0.008557664
ASV_2217	0.008465	0.020246676	0.002566892	0.002581422
ASV_2129	0.005848	0.0023884597	0.0002605388	0.0148950772
ASV_4380	0.00735	0.01326349	0.00707155	0.00171448
ASV_3091	0.006533	0.0111317800	0.0005730407	0.0078952222
ASV_5027	0.00495	0.0145675726	0.0000000000	0.0002825912
ASV_3903	0.005715	0.015717605	0.001428327	0.000000000
ASV_4224	0.005817	0.0041660402	0.0123590969	0.0009264407
ASV_1422	0.006394	0.0085577409	0.0099455171	0.0006782465
ASV_1865	0.007338	0.0152436798	0.0066300850	0.0001397976
ASV_2133	0.006825	0.018095058	0.002380544	0.000000000
ASV_2581	0.005458	0.003982411	0.005586923	0.006804710
ASV_4458	0.005361	0.0004489644	0.0006951948	0.0149390523
ASV_3134	0.006534	0.00000000	0.00000000	0.01960283
ASV_1933	0.004843	0.0139746779	0.0000000000	0.0005551762
ASV_2385	0.008951	0.0190831206	0.0075703644	0.0002000464
ASV_9280	0.009457	0.025137471	0.001498678	0.001734496
ASV_2785	0.005513	0.001210329	0.004172987	0.011156560
ASV_2837	0.00418	0.002639021	0.000000000	0.009901066
ASV_4146	0.006254	0.010194277	0.001929000	0.006639223
ASV_3220	0.005576	0.003721939	0.004360863	0.008644040
ASV_4781	0.005041	0.0006023371	0.0145216009	0.0000000000
ASV_3697	0.005947	0.00000000	0.01784088	0.00000000
ASV_815	0.005937	0.007277952	0.002945749	0.007587186
ASV_1298	0.005672	0.002381197	0.000000000	0.014635369
ASV_3138	0.006925	0.011970445	0.001868371	0.006936314
ASV_2151	0.005098	0.0025121123	0.0124904541	0.0002910598
ASV_2078	0.005917	0.0037246857	0.0008420425	0.0131853616
ASV_2167	0.006426	0.001225150	0.003701328	0.014352906
ASV_3341	0.005178	0.008337481	0.004224509	0.002972775
ASV_2739	0.006004	0.003479448	0.007838941	0.006692145
ASV_3222	0.00613	0.004412067	0.012627276	0.001351561
ASV_2896	0.006788	0.011719410	0.007089932	0.001555495
ASV_4756	0.00498	0.0078061702	0.0068456124	0.0002883806
ASV_3680	0.005434	0.0040461723	0.0005102567	0.0117453173
ASV_3904	0.005576	0.002789397	0.013937250	0.000000000
ASV_1078	0.005808	0.002727604	0.002375231	0.012321365
ASV_1407	0.006321	0.003621785	0.012119060	0.003221929
ASV_8056	0.00645	0.0009682961	0.0081773877	0.0102052922
ASV_2190	0.010072	0.0172730306	0.0121023657	0.0008415686
ASV_3012	0.007443	0.011332482	0.009983616	0.001012450
ASV_2862	0.010204	0.0301395615	0.0002405836	0.0002327129
ASV_2832	0.007056	0.011818224	0.007171338	0.002177525
ASV_4568	0.005088	0.009721000	0.002155640	0.003388767
ASV_3599	0.005236	0.002759452	0.004202951	0.008744846
ASV_4042	0.006896	0.006375942	0.002497654	0.011815752
ASV_4046	0.005655	0.005098942	0.005160653	0.006704690
ASV_4949	0.006124	0.007042686	0.001591169	0.009736665
ASV_5315	0.004475	0.01342365	0.00000000	0.00000000
ASV_812	0.009776	2.887397e-02	3.570816e-04	9.612686e-05
ASV_926	0.00933	0.000000000	0.026466014	0.001522627
ASV_1396	0.005623	0.00000000	0.00000000	0.01687009
ASV_2749	0.007919	0.017153883	0.004964610	0.001639668
ASV_2629	0.006003	0.003856304	0.011660845	0.002492211
ASV_2891	0.007265	0.013380085	0.003979963	0.004435597
ASV_2333	0.005553	0.001461800	0.005603329	0.009593050
ASV_2952	0.005407	0.002704914	0.000815463	0.012699990
ASV_4636	0.005682	0.0004786363	0.0131981972	0.0033706244
ASV_6615	0.005184	0.008594002	0.004857669	0.002099838
ASV_6142	0.007142	0.014065902	0.006047963	0.001313101
ASV_3482	0.007197	0.013922772	0.006398042	0.001269117
ASV_5558	0.005267	0.009530764	0.002449484	0.003820393
ASV_3582	0.006009	0.001584277	0.015301553	0.001142052
ASV_1237	0.006273	0.004849460	0.001161169	0.012807366
ASV_2011	0.005817	0.0017822615	0.0008930232	0.0147742614
ASV_2173	0.005803	0.003182286	0.003537839	0.010688189
ASV_2727	0.005095	0.0008139774	0.0101468785	0.0043240479
ASV_8146	0.005516	0.0033856821	0.0002605388	0.0129009089
ASV_2731	0.005748	0.000000000	0.000467364	0.016777793
ASV_2774	0.006076	0.00000000	0.00000000	0.01822755
ASV_4217	0.00646	0.010972877	0.003208951	0.005197678
ASV_3684	0.006353	0.009336634	0.002003259	0.007719477
ASV_3533	0.006143	0.003126536	0.009415033	0.005886444
ASV_3687	0.005836	0.006036266	0.009546076	0.001925716
ASV_3526	0.006223	0.0048884697	0.0005518209	0.0132293444
ASV_4354	0.005133	0.0048764617	0.0098298585	0.0006934902
ASV_2283	0.005986	0.005723046	0.007999472	0.004234366
ASV_2418	0.006587	0.013282726	0.001842429	0.004634843
ASV_5076	0.00825	0.015333203	0.001787451	0.007630734
ASV_2343	0.006171	0.00025542	0.00000000	0.01825690
ASV_3410	0.005089	0.011353941	0.000000000	0.003912355
ASV_8956	0.005822	0.0003325087	0.0000000000	0.0171347698
ASV_4909	0.006095	0.008299274	0.000379566	0.009605325
ASV_3611	0.00546	0.008203571	0.002046033	0.006130198
ASV_3372	0.007992	0.0164766349	0.0003608753	0.0071382095
ASV_1436	0.006074	0.000000000	0.001823772	0.016396733
ASV_4575	0.005406	0.010602998	0.003352126	0.002263577
ASV_2090	0.005224	0.002074744	0.012065945	0.001531472
ASV_2652	0.0061	0.00000000	0.00000000	0.01830018
ASV_2061	0.005665	0.0009687177	0.0029977286	0.0130293376
ASV_2599	0.005896	0.0120473038	0.0054082208	0.0002327129
ASV_2477	0.006344	0.0013040631	0.0172613731	0.0004654258
ASV_2763	0.006768	0.010691751	0.004315227	0.005296999
ASV_3346	0.005581	0.004851742	0.009865207	0.002027367
ASV_4332	0.005726	0.006796385	0.004630732	0.005749853
ASV_3768	0.005005	0.004479022	0.006456433	0.004080529
ASV_3562	0.006461	0.007922750	0.001862668	0.009597504
ASV_4441	0.004579	0.0000000	0.0137376	0.0000000
ASV_1235	0.006342	0.0037979332	0.0142444315	0.0009843153
ASV_2498	0.007003	0.006204705	0.009015871	0.005789256
ASV_1810	0.005126	0.004396327	0.002784892	0.008196722
ASV_1701	0.006958	0.010407911	0.003399350	0.007067784
ASV_1786	0.0054	0.001949757	0.002594916	0.011656795
ASV_2610	0.005044	0.004437270	0.009761381	0.000932939
ASV_5499	0.008386	0.020928042	0.001882773	0.002347321
ASV_3148	0.00562	0.0002409348	0.0003353049	0.0162847323
ASV_3737	0.005582	0.003789521	0.005915654	0.007040107
ASV_5779	0.004647	0.009566355	0.003302123	0.001071498
ASV_5679	0.00492	0.0013962538	0.0129739664	0.0003909415
ASV_3887	0.00617	0.00000000	0.00670459	0.01180432
ASV_5084	0.004662	0.0107215998	0.0029756804	0.0002883806
ASV_970	0.005769	0.002821818	0.005725066	0.008759452
ASV_2042	0.006415	0.004963128	0.005701866	0.008580225
ASV_1587	0.006756	0.006939291	0.006027869	0.007301710
ASV_2002	0.005668	0.0000000000	0.0004816689	0.0165237839
ASV_2457	0.004778	0.000000000	0.010749673	0.003584958
ASV_3417	0.005486	0.004742258	0.002843797	0.008871674
ASV_2991	0.005198	0.010790049	0.003188544	0.001614230
ASV_4212	0.004714	0.008300309	0.002856924	0.002983719
ASV_4375	0.006731	0.010390100	0.001218870	0.008583623
ASV_5259	0.005256	0.007316800	0.002041476	0.006408948
ASV_3712	0.005855	0.001540745	0.016023018	0.000000000
ASV_4172	0.006695	0.0005982847	0.0191943545	0.0002910598
ASV_3053	0.006148	0.00000000	0.00000000	0.01844399
ASV_3631	0.005085	0.00000000	0.00000000	0.01525552
ASV_6456	0.004517	0.0000000	0.0135507	0.0000000
ASV_734	0.006526	0.012630199	0.006947075	0.000000000
ASV_1450	0.005525	0.008303748	0.003418576	0.004851704
ASV_5661	0.007019	0.007399558	0.006227161	0.007429998
ASV_2291	0.005992	0.003431202	0.008683357	0.005862443
ASV_2571	0.005111	0.0139331674	0.0008420425	0.0005581868
ASV_2379	0.005185	0.0105981648	0.0044162240	0.0005402433
ASV_2752	0.005001	0.010744357	0.001746778	0.002512964
ASV_6001	0.006422	0.005428078	0.003893822	0.009943906
ASV_5114	0.004819	0.005548813	0.004464895	0.004441837
ASV_3027	0.005141	0.008169082	0.005128391	0.002125222
ASV_9693	0.008043	0.013876496	0.004510310	0.005740734
ASV_3873	0.005791	0.015349726	0.002022685	0.000000000
ASV_4077	0.005533	0.00000000	0.00000000	0.01659999
ASV_4058	0.004828	0.006839280	0.000000000	0.007643425
ASV_3640	0.007173	0.013528532	0.000000000	0.007991961
ASV_3769	0.005683	0.004851548	0.000768951	0.011428226
ASV_632	0.004911	0.0118729533	0.0002405836	0.0026189752
ASV_1120	0.006093	0.006382535	0.007174811	0.004722711
ASV_1765	0.004443	0.001680931	0.011649472	0.000000000
ASV_1952	0.005721	0.004433808	0.011140628	0.001589901
ASV_3142	0.004704	0.001231522	0.010662552	0.002216529
ASV_2835	0.004995	0.004084452	0.008704438	0.002196368
ASV_2504	0.01015	0.030314594	0.000000000	0.000134283
ASV_2855	0.005261	0.0002330318	0.0044997925	0.0110488727
ASV_2877	0.005886	0.009241739	0.004301909	0.004113679
ASV_2677	0.004966	0.003251570	0.004509273	0.007138516
ASV_3940	0.005325	0.004969517	0.003065187	0.007940789
ASV_4618	0.005069	0.004767502	0.005576203	0.004862947
ASV_7716	0.005047	0.005893274	0.006517468	0.002729959
ASV_3312	0.004474	0.0003718757	0.0001562510	0.0128953375
ASV_3447	0.005561	0.0003495477	0.0043360901	0.0119984368
ASV_6728	0.004648	0.0115607884	0.0016124681	0.0007702147
ASV_1743	0.005589	0.003119540	0.010339257	0.003308703
ASV_1482	0.005531	0.0006063847	0.0009350327	0.0150510651
ASV_1979	0.007792	0.001469325	0.019828899	0.002079031
ASV_2027	0.004821	0.008047123	0.003928737	0.002488542
ASV_2314	0.005584	0.010802705	0.004683163	0.001264951
ASV_3474	0.006149	0.007907284	0.001430638	0.009109349
ASV_2371	0.005456	0.0008701278	0.0123455965	0.0031517199
ASV_4051	0.006575	0.011720419	0.005638744	0.002367196
ASV_2937	0.005536	0.002983664	0.009215120	0.004407874
ASV_2777	0.005159	0.0031680019	0.0003705759	0.0119379114
ASV_2755	0.006708	0.014783673	0.000000000	0.005339187
ASV_3635	0.005422	0.002429315	0.010793421	0.003044111
ASV_3799	0.005829	0.0008433487	0.0027645981	0.0138800213
ASV_2926	0.005147	0.004922455	0.002736540	0.007780685
ASV_3842	0.006559	0.0150922451	0.0039125576	0.0006717726
ASV_3301	0.005298	0.0004659431	0.0000000000	0.0154283155
ASV_1127	0.005651	0.001630748	0.005101051	0.010221841
ASV_1667	0.005732	0.004161560	0.003808486	0.009226357
ASV_2032	0.012614	0.037420211	0.000000000	0.000422638
ASV_3634	0.007512	0.008126072	0.007152461	0.007257741
ASV_2971	0.005663	0.002362623	0.013139470	0.001487072
ASV_2417	0.005809	0.006558639	0.002884737	0.007983070
ASV_3162	0.006149	0.007273307	0.009236599	0.001936405
ASV_2157	0.005412	0.003264399	0.010688309	0.002282049
ASV_3381	0.004555	0.0008461125	0.0128185039	0.0000000000
ASV_4760	0.005127	0.001986581	0.002061826	0.011333500
ASV_5780	0.007903	0.016399100	0.005987722	0.001323554
ASV_3096	0.005293	0.004007198	0.004396752	0.007474921
ASV_3409	0.007073	0.0141659649	0.0066687882	0.0003833686
ASV_3132	0.00446	0.000000000	0.006688953	0.006691108
ASV_7752	0.004693	0.010647415	0.001554869	0.001877410
ASV_4248	0.004479	0.0004464326	0.0124687321	0.0005231662
ASV_3895	0.005087	0.00000000	0.00132321	0.01393813
ASV_4059	0.005482	0.0001200665	0.0000000000	0.0163271943
ASV_4205	0.005538	0.0000000000	0.0160882724	0.0005260229
ASV_4385	0.005818	0.008645966	0.008808014	0.000000000
ASV_1819	0.004082	0.002751492	0.001873804	0.007621591
ASV_1767	0.005158	0.000380049	0.000000000	0.015093124
ASV_6996	0.006073	0.010423957	0.006147106	0.001649326
ASV_2640	0.006165	0.005256451	0.006334953	0.006903796
ASV_2859	0.009284	0.0004900788	0.0273608050	0.0000000000
ASV_3373	0.005105	0.005134695	0.007677264	0.002502371
ASV_6399	0.006868	0.016991838	0.003611966	0.000000000
ASV_4307	0.006149	0.0070744766	0.0107134759	0.0006595074
ASV_3658	0.005661	0.000000000	0.011874630	0.005108893
ASV_6825	0.004637	0.001071031	0.010459688	0.002379336
ASV_4748	0.005028	0.011458976	0.000000000	0.003626096
ASV_6409	0.004129	0.0110913166	0.0003583462	0.0009387236
ASV_2890	0.005673	0.003686055	0.005524063	0.007809128
ASV_2189	0.005719	0.004697994	0.009732871	0.002727341
ASV_2297	0.006749	0.013723920	0.003660478	0.002861235
ASV_4012	0.004649	0.009053061	0.001486673	0.003407746
ASV_2421	0.004641	0.003416543	0.005858661	0.004646993
ASV_2826	0.005149	0.002494591	0.000153175	0.012799956
ASV_3051	0.00539	0.003065907	0.002812518	0.010291852
ASV_3778	0.004719	0.008783428	0.002257143	0.003115360
ASV_3025	0.005887	0.0062927963	0.0002380544	0.0111313571
ASV_8756	0.006546	0.004477053	0.003202054	0.011958109
ASV_3679	0.006269	0.011503507	0.001086291	0.006216206
ASV_4344	0.00574	0.0043630550	0.0126447289	0.0002124833
ASV_4740	0.011395	0.03297789	0.00120782	0.00000000
ASV_4138	0.006219	0.0019002448	0.0006706099	0.0160865604
ASV_4383	0.004441	0.009607960	0.000153175	0.003562996
ASV_3848	0.005314	0.003438927	0.001666381	0.010837799
ASV_4987	0.006197	0.000510840	0.016745988	0.001334687
ASV_4763	0.0048	0.0124349543	0.0013950782	0.0005686479
ASV_1769	0.004762	0.008116113	0.002917167	0.003253301
ASV_2100	0.005553	0.005730854	0.010929497	0.000000000
ASV_2193	0.00568	0.007190417	0.007672470	0.002177444
ASV_4916	0.004961	0.005068799	0.004132041	0.005681373
ASV_3838	0.005325	0.008693800	0.001129938	0.006149920
ASV_7410	0.006742	0.016094069	0.001395128	0.002738126
ASV_3057	0.004994	0.004830601	0.004128569	0.006024158
ASV_3893	0.008389	0.00000000	0.02516581	0.00000000
ASV_3430	0.005859	0.0126651695	0.0047200269	0.0001924735
ASV_6579	0.005091	0.0007005124	0.0020566816	0.0125147967
ASV_4619	0.004377	0.01313095	0.00000000	0.00000000
ASV_4132	0.006136	0.0000000000	0.0181757924	0.0002327129
ASV_955	0.005248	0.0004736558	0.0136241600	0.0016476086
ASV_1872	0.006816	0.013480547	0.005841790	0.001126332
ASV_2261	0.005221	0.0002232163	0.0138121307	0.0016289904
ASV_2008	0.006061	0.010193994	0.004151746	0.003838655
ASV_2468	0.005559	0.002713136	0.001173289	0.012791312
ASV_2384	0.005138	0.006540543	0.002327524	0.006546918
ASV_2480	0.005694	0.004406154	0.004030671	0.008645442
ASV_2560	0.004834	0.003746849	0.002382299	0.008373059
ASV_2642	0.005198	0.003953390	0.009894779	0.001745347
ASV_2765	0.005509	0.006905210	0.001327555	0.008294082
ASV_2924	0.005015	0.003298459	0.009535739	0.002210332
ASV_3109	0.004711	0.0001100299	0.0079086108	0.0061150477
ASV_3804	0.005164	0.005675995	0.008607004	0.001208952
ASV_3412	0.005339	0.0008766138	0.0000000000	0.0151415352
ASV_3326	0.005652	0.001071541	0.003393276	0.012490958
ASV_3426	0.005332	0.004235428	0.000000000	0.011759258
ASV_4086	0.006196	0.007149966	0.009044499	0.002393467
ASV_3729	0.00502	0.00000000	0.00000000	0.01506042
ASV_5172	0.004194	0.00000000	0.01258143	0.00000000
ASV_860	0.005454	0.003254227	0.002029601	0.011078083
ASV_1279	0.004632	0.0010073446	0.0125967962	0.0002910598
ASV_1729	0.00497	0.0003325087	0.0000000000	0.0145766828
ASV_2099	0.005259	0.0059484678	0.0004167898	0.0094109717
ASV_2724	0.005817	0.010109450	0.002391481	0.004949953
ASV_6179	0.006719	0.008928958	0.006266428	0.004961249
ASV_3229	0.004739	0.000000000	0.010605247	0.003610644
ASV_4144	0.005443	0.013313912	0.000000000	0.003015498
ASV_3076	0.005798	0.006014137	0.001985207	0.009395113
ASV_3987	0.004936	0.004252405	0.003445464	0.007108853
ASV_4374	0.00533	0.010917263	0.003605016	0.001467337
ASV_5557	0.004953	0.005094218	0.008150043	0.001615439
ASV_4859	0.004604	0.007949512	0.004370991	0.001490106
ASV_8141	0.004472	0.008818587	0.002631514	0.001965508
ASV_3710	0.005153	0.0087066945	0.0065625410	0.0001908951
ASV_3359	0.00469	0.003253192	0.002582619	0.008233101
ASV_4477	0.004292	0.00000000	0.01287742	0.00000000
ASV_8152	0.004428	0.005443110	0.005046829	0.002793411
ASV_4803	0.00516	0.002711966	0.010988710	0.001778954
ASV_3927	0.005003	0.0006089192	0.0003353049	0.0140635050
ASV_3703	0.005474	0.00000000	0.01642262	0.00000000
ASV_4783	0.004167	0.00000000	0.01250199	0.00000000
ASV_5051	0.00417	0.000000000	0.012375564	0.000134283
ASV_519	0.004842	0.0071450807	0.0004470732	0.0069344715
ASV_932	0.005021	0.004593989	0.010468014	0.000000000
ASV_1383	0.00444	0.003245989	0.009934142	0.000138554
ASV_2901	0.007208	0.010104918	0.004673236	0.006845821
ASV_6111	0.005814	0.003985362	0.004810550	0.008646949
ASV_2224	0.005322	0.0000000	0.0000000	0.0159665
ASV_3702	0.005969	0.0009623874	0.0080603882	0.0088833493
ASV_3292	0.005683	0.006273302	0.002149202	0.008626543
ASV_4222	0.006274	0.006147566	0.009258805	0.003416926
ASV_4408	0.005004	0.000000000	0.002148813	0.012862209
ASV_7735	0.004796	0.007552005	0.003719342	0.003115418
ASV_4557	0.006441	0.005662651	0.009670540	0.003988877
ASV_4633	0.004141	0.00000000	0.01242307	0.00000000
ASV_1253	0.0046	0.0000000000	0.0008079486	0.0129935271
ASV_1533	0.004539	0.0048334166	0.0002752782	0.0085089796
ASV_1850	0.005476	0.0009741722	0.0022300361	0.0132228888
ASV_2187	0.00476	0.004319038	0.007347031	0.002613654
ASV_2088	0.0063	0.004955813	0.007317164	0.006626830
ASV_2126	0.005444	0.004564587	0.011768788	0.000000000
ASV_3428	0.007122	0.012919541	0.002173324	0.006273492
ASV_2905	0.00462	0.004700728	0.009160558	0.000000000
ASV_4892	0.00587	0.009302229	0.001854896	0.006452851
ASV_3713	0.005738	0.002722699	0.006455759	0.008034379
ASV_3871	0.005214	0.0033412029	0.0008420425	0.0114589182
ASV_4586	0.005095	0.0001164556	0.0151670889	0.0000000000
ASV_3906	0.005473	0.001686623	0.003866743	0.010865501
ASV_3594	0.004884	0.000000000	0.001369035	0.013282599
ASV_3926	0.005986	0.00000000	0.00000000	0.01795789
ASV_4196	0.004114	0.0004658226	0.0116772955	0.0002000464
ASV_1751	0.005807	0.000000000	0.015173435	0.002247824
ASV_3665	0.006859	0.001776118	0.014381502	0.004419689
ASV_3434	0.006968	0.010104489	0.000759132	0.010039814
ASV_4180	0.005012	0.004630694	0.002143555	0.008261988
ASV_2918	0.005433	0.001195981	0.005739738	0.009362766
ASV_2858	0.005887	0.011772668	0.002546010	0.003343766
ASV_4650	0.005193	0.009471553	0.004714024	0.001391984
ASV_3579	0.004675	0.011181434	0.002842832	0.000000000
ASV_3043	0.005875	0.008400418	0.002568388	0.006655712
ASV_2912	0.004886	0.001371047	0.001596676	0.011690875
ASV_3255	0.00407	0.00000000	0.00000000	0.01220929
ASV_5931	0.004247	0.002859158	0.003655356	0.006225929
ASV_3408	0.004977	0.0011510502	0.0001117683	0.0136684097
ASV_6978	0.004301	0.006298490	0.004985113	0.001618287
ASV_6636	0.004648	0.011318330	0.001202918	0.001421414
ASV_4431	0.005553	0.0005501494	0.0161084472	0.0000000000
ASV_1410	0.005753	0.002660343	0.002091429	0.012508487
ASV_1760	0.005004	0.005703560	0.002838753	0.006470671
ASV_2449	0.005506	0.0004900788	0.0156115926	0.0004156621
ASV_2499	0.004542	0.0006424569	0.0089689716	0.0040156731
ASV_8710	0.00506	0.003003899	0.000000000	0.012176650
ASV_2995	0.004992	0.005174409	0.002791643	0.007009496
ASV_4663	0.00587	0.0047460457	0.0126028843	0.0002625497
ASV_4082	0.00646	0.0189914134	0.0003888448	0.0000000000
ASV_3763	0.004988	0.0007600979	0.0024279328	0.0117747768
ASV_1495	0.004179	0.003637299	0.008626051	0.000273077
ASV_4013	0.004969	0.001983819	0.011030546	0.001891200
ASV_2048	0.004804	0.0008099681	0.0000000000	0.0136012383
ASV_2149	0.00569	0.004191172	0.002806497	0.010072625
ASV_2936	0.006094	0.008224909	0.003565277	0.006490468
ASV_2810	0.006013	0.011211234	0.002503236	0.004325761
ASV_9480	0.005541	0.004177991	0.004915318	0.007530955
ASV_3213	0.004533	0.00266007	0.00000000	0.01093751
ASV_3852	0.004331	0.0027756583	0.0003888448	0.0098284832
ASV_3209	0.00439	0.0001165159	0.0033336785	0.0097190471
ASV_4003	0.005293	0.004528159	0.008933650	0.002418422
ASV_4658	0.005663	0.0053262796	0.0003520167	0.0113112708
ASV_1730	0.004716	0.00000000	0.00000000	0.01414889
ASV_1676	0.005219	0.001403838	0.002600812	0.011653834
ASV_2264	0.004469	0.003828339	0.009577280	0.000000000
ASV_2188	0.00489	0.002800548	0.001875735	0.009993356
ASV_3715	0.006541	0.013629146	0.002333558	0.003659911
ASV_2825	0.004679	0.002982262	0.007981063	0.003072639
ASV_2712	0.005461	0.002706626	0.008104557	0.005572651
ASV_2911	0.004571	0.005482837	0.005845907	0.002384056
ASV_2779	0.005031	0.006406208	0.002299278	0.006387517
ASV_8040	0.005865	0.007222734	0.007291833	0.003081119
ASV_4225	0.005754	0.0139466352	0.0028368764	0.0004773945
ASV_3281	0.004103	0.003441967	0.000000000	0.008866532
ASV_4801	0.005148	0.009998499	0.002396013	0.003050837
ASV_4381	0.005942	0.011963690	0.005860966	0.000000000
ASV_3643	0.005283	0.0009844958	0.0124178934	0.0024480256
ASV_3760	0.004743	0.00000000	0.00000000	0.01422786
ASV_4615	0.004941	0.009604933	0.003208425	0.002008836
ASV_4131	0.005532	0.0000000000	0.0164058153	0.0001908951
ASV_1901	0.005065	0.0001165159	0.0002405836	0.0148388108
ASV_2145	0.006295	0.0008054945	0.0112191721	0.0068606822
ASV_2112	0.004777	0.003353917	0.004523564	0.006454061
ASV_3746	0.004679	0.010347103	0.000156251	0.003532651
ASV_3062	0.005891	0.003319102	0.007210746	0.007142466
ASV_2953	0.004504	0.003445019	0.006778769	0.003286920
ASV_3834	0.004893	0.00155867	0.00000000	0.01312110
ASV_3633	0.005326	0.003642723	0.002118450	0.010216529
ASV_4552	0.004106	0.011645149	0.000000000	0.000672888
ASV_3443	0.004002	0.00000000	0.00000000	0.01200734
ASV_4031	0.00451	0.0022319103	0.0005588415	0.0107388911
ASV_4030	0.004344	0.002925309	0.005457049	0.004648927
ASV_4210	0.00587	0.016346436	0.000000000	0.001264788
ASV_1883	0.004125	0.0002182358	0.0000000000	0.0121559582
ASV_2257	0.004684	0.001263544	0.000000000	0.012787856
ASV_2169	0.004838	0.003126093	0.004625552	0.006760976
ASV_2382	0.006272	0.0105458507	0.0074129734	0.0008563007
ASV_2942	0.008043	0.003282760	0.019786250	0.001058991
ASV_2723	0.004753	0.003711367	0.004755281	0.005792002
ASV_2514	0.005268	0.00505568	0.01074688	0.00000000
ASV_2798	0.004899	0.002110484	0.002091198	0.010496591
ASV_6226	0.005887	0.003192449	0.007065339	0.007403439
ASV_2729	0.004536	0.001760699	0.004165031	0.007682696
ASV_2894	0.004463	0.001385219	0.003981074	0.008023118
ASV_3123	0.004497	0.005113741	0.004811552	0.003564433
ASV_6927	0.00429	0.008496186	0.001430365	0.002942100
ASV_3193	0.005505	0.0062132139	0.0093483146	0.0009543404
ASV_3933	0.004843	0.003942935	0.006569949	0.004014706
ASV_4457	0.004966	0.004006026	0.001040902	0.009851517
ASV_7290	0.006689	0.013859498	0.001138540	0.005068219
ASV_4665	0.005764	0.0149208136	0.0004622913	0.0019094272
ASV_6497	0.004546	0.0051303075	0.0077741379	0.0007340434
ASV_5799	0.004406	0.002156139	0.006075569	0.004985955
ASV_4209	0.005076	0.00000000	0.01522702	0.00000000
ASV_6725	0.00394	0.005344780	0.004590792	0.001883425
ASV_1178	0.005	0.007784275	0.005297291	0.001919769
ASV_1403	0.00485	0.001489468	0.001356093	0.011703296
ASV_2131	0.006326	0.005017183	0.010306346	0.003655410
ASV_2464	0.005621	0.007857750	0.006103375	0.002901842
ASV_1885	0.004619	0.0000000000	0.0135701015	0.0002883806
ASV_2248	0.004352	0.006641944	0.000000000	0.006414492
ASV_2253	0.008511	0.0000000	0.0255328	0.0000000
ASV_2307	0.004832	0.003099379	0.004175963	0.007220081
ASV_2561	0.005097	0.0113879736	0.0035176975	0.0003845074
ASV_7382	0.004879	0.0006374735	0.0139988653	0.0000000000
ASV_4070	0.005128	0.002315512	0.013068464	0.000000000
ASV_4216	0.004576	0.0112164749	0.0019869337	0.0005238485
ASV_7873	0.004354	0.008391595	0.001837388	0.002833550
