OTUID	All	CW	OW	PW
ASV400	0.000238	0.000000000	0.000713872	0.000000000
ASV401	0.000236	0.0000000000	0.0007075767	0.0000000000
ASV402	0.000251	0.0007515439	0.0000000000	0.0000000000
ASV403	0.00025	0.0007489098	0.0000000000	0.0000000000
ASV404	0.00025	0.0007489098	0.0000000000	0.0000000000
ASV2258	0.000227	0.0000000000	0.0000000000	0.0006802642
ASV2264	0.000207	0.0006217116	0.0000000000	0.0000000000
ASV2265	0.000207	0.0006217116	0.0000000000	0.0000000000
ASV2266	0.000207	0.0006211952	0.0000000000	0.0000000000
ASV2267	0.000207	0.0006217116	0.0000000000	0.0000000000
ASV2268	0.000199	0.0000000000	0.0005980882	0.0000000000
ASV2270	0.000204	0.0000000000	0.0006105134	0.0000000000
ASV2271	0.000204	0.0000000000	0.0006105134	0.0000000000
ASV2272	0.000204	0.0000000000	0.0006105134	0.0000000000
ASV2273	0.000181	0.0000000000	0.0005432623	0.0000000000
ASV2274	0.000196	0.0000000000	0.0005878362	0.0000000000
ASV2279	0.000204	0.0000000000	0.0006105134	0.0000000000
ASV405	0.000224	0.0000000000	0.0000000000	0.0006714834
ASV412	0.000224	0.0000000000	0.0000000000	0.0006714834
ASV413	0.000218	0.0000000000	0.0000000000	0.0006532873
ASV414	0.000224	0.0000000000	0.0000000000	0.0006714834
ASV415	0.000219	0.0000000000	0.0000000000	0.0006580679
ASV417	0.000219	0.0000000000	0.0000000000	0.0006580679
ASV418	0.000218	0.0000000000	0.0000000000	0.0006532873
ASV419	0.000218	0.0000000000	0.0000000000	0.0006532873
ASV420	0.000218	0.0000000000	0.0000000000	0.0006532873
ASV421	0.000218	0.0000000000	0.0000000000	0.0006532873
ASV423	0.000208	0.0002145499	0.0004105748	0.0000000000
ASV424	0.000207	0.0006213959	0.0000000000	0.0000000000
ASV425	0.000204	0.0000000000	0.0006118903	0.0000000000
ASV426	0.000214	0.000640812	0.000000000	0.000000000
ASV427	0.000193	0.0000000000	0.0005789315	0.0000000000
ASV428	0.000204	0.0000000000	0.0006106274	0.0000000000
ASV429	0.000204	0.0000000000	0.0006106274	0.0000000000
ASV430	0.000205	0.0000000000	0.0006158621	0.0000000000
ASV431	0.000205	0.0000000000	0.0006158621	0.0000000000
ASV432	0.000204	0.0000000000	0.0006118903	0.0000000000
ASV433	0.000204	0.0000000000	0.0006106274	0.0000000000
ASV434	0.000204	0.0000000000	0.0006118903	0.0000000000
ASV435	0.000204	0.0000000000	0.0006118903	0.0000000000
ASV436	0.000202	0.0000000000	0.0006064943	0.0000000000
ASV437	0.000202	0.0000000000	0.0006064943	0.0000000000
ASV438	0.000202	0.0000000000	0.0006064943	0.0000000000
ASV439	0.000215	0.0006441805	0.0000000000	0.0000000000
ASV440	0.000214	0.000640812	0.000000000	0.000000000
ASV441	0.000204	0.0000000000	0.0006118903	0.0000000000
ASV839	0.000177	0.000532453	0.000000000	0.000000000
ASV2020	0.000171	0.000000000	0.000512647	0.000000000
ASV2282	0.000172	0.0005153948	0.0000000000	0.0000000000
ASV2288	0.000181	0.0000000000	0.0000000000	0.0005436496
ASV2289	0.000207	0.0000000000	0.0000000000	0.0006218209
ASV2290	0.000194	0.0000000000	0.0000000000	0.0005830836
ASV2295	0.000179	0.0005362448	0.0000000000	0.0000000000
ASV2297	0.000177	0.000532453	0.000000000	0.000000000
ASV2299	0.000172	0.0005173413	0.0000000000	0.0000000000
ASV2300	0.000168	0.0000000000	0.0005038596	0.0000000000
ASV2304	0.000171	0.000000000	0.000512647	0.000000000
ASV2306	0.000178	0.0005328956	0.0000000000	0.0000000000
ASV2309	0.000178	0.0005328956	0.0000000000	0.0000000000
ASV2310	0.000178	0.0005328956	0.0000000000	0.0000000000
ASV198	0.000173	0.0000000000	0.0000000000	0.0005181841
ASV277	0.00014	0.000000000	0.000419883	0.000000000
ASV447	0.000173	0.0005178299	0.0000000000	0.0000000000
ASV453	0.000183	0.0000000000	0.0000000000	0.0005483899
ASV454	0.000187	0.0000000000	0.0000000000	0.0005595695
ASV455	0.000187	0.0000000000	0.0000000000	0.0005595695
ASV456	0.000187	0.0000000000	0.0000000000	0.0005595695
ASV457	0.000187	0.0000000000	0.0000000000	0.0005595695
ASV458	0.000183	0.0000000000	0.0000000000	0.0005504038
ASV459	0.000183	0.0000000000	0.0000000000	0.0005483899
ASV460	0.000183	0.0000000000	0.0000000000	0.0005483899
ASV461	0.000183	0.0000000000	0.0000000000	0.0005483899
ASV462	0.000173	0.0005178299	0.0000000000	0.0000000000
ASV463	0.000183	0.0000000000	0.0000000000	0.0005483899
ASV464	0.000181	0.0000000000	0.0000000000	0.0005444061
ASV465	0.000173	0.0005178299	0.0000000000	0.0000000000
ASV467	0.000178	0.0005349356	0.0000000000	0.0000000000
ASV468	0.000171	0.0000000000	0.0005132185	0.0000000000
ASV469	0.000178	0.0005349356	0.0000000000	0.0000000000
ASV470	0.000181	0.0000000000	0.0005437525	0.0000000000
ASV471	0.000181	0.0000000000	0.0005437525	0.0000000000
ASV473	0.000161	0.0000000000	0.0004824429	0.0000000000
ASV474	0.00017	0.0000000000	0.0005088561	0.0000000000
ASV475	0.00017	0.0000000000	0.0005088561	0.0000000000
ASV476	0.00017	0.0000000000	0.0005088561	0.0000000000
ASV477	0.00017	0.0000000000	0.0005088561	0.0000000000
ASV478	0.000171	0.0000000000	0.0005132185	0.0000000000
ASV479	0.000171	0.0000000000	0.0005132185	0.0000000000
ASV480	0.00017	0.0000000000	0.0005088561	0.0000000000
ASV482	0.000168	0.000000000	0.000505412	0.000000000
ASV484	0.00017	0.0000000000	0.0005099085	0.0000000000
ASV485	0.000179	0.0005368171	0.0000000000	0.0000000000
ASV486	0.000179	0.0005368171	0.0000000000	0.0000000000
ASV487	0.000168	0.000000000	0.000505412	0.000000000
ASV488	0.000168	0.000000000	0.000505412	0.000000000
ASV489	0.00017	0.0000000000	0.0005099085	0.0000000000
ASV490	0.00017	0.0000000000	0.0005099085	0.0000000000
ASV772	0.000153	0.0002662265	0.0001929772	0.0000000000
ASV841	0.00016	0.0000000000	0.0000000000	0.0004790985
ASV870	0.000154	0.0004612818	0.0000000000	0.0000000000
ASV2312	0.000198	0.0000000000	0.0000000000	0.0005927654
ASV2313	0.000151	0.0000000000	0.0000000000	0.0004530414
ASV2315	0.000165	0.0000000000	0.0000000000	0.0004946714
ASV2322	0.000162	0.000000000	0.000000000	0.000485903
ASV2337	0.000145	0.000000000	0.000436081	0.000000000
ASV2338	0.000145	0.000000000	0.000436081	0.000000000
ASV2339	0.000145	0.000000000	0.000436081	0.000000000
ASV2340	0.00014	0.000000000	0.000419883	0.000000000
ASV2341	0.000129	0.0000000000	0.0003880445	0.0000000000
ASV2342	0.000141	0.0000000000	0.0004222702	0.0000000000
ASV2350	0.000148	0.0004440797	0.0000000000	0.0000000000
ASV2351	0.000144	0.0004311177	0.0000000000	0.0000000000
ASV2352	0.000144	0.0004311177	0.0000000000	0.0000000000
ASV2353	0.000145	0.0004363025	0.0000000000	0.0000000000
ASV498	0.000138	0.0004142639	0.0000000000	0.0000000000
ASV502	0.000143	0.0004290998	0.0000000000	0.0000000000
ASV503	0.000143	0.0004279485	0.0000000000	0.0000000000
ASV504	0.000149	0.0000000000	0.0000000000	0.0004476556
ASV505	0.000143	0.0004279485	0.0000000000	0.0000000000
ASV507	0.000146	0.0000000000	0.0000000000	0.0004387119
ASV508	0.000149	0.0000000000	0.0000000000	0.0004476556
ASV509	0.000146	0.0000000000	0.0000000000	0.0004387119
ASV510	0.000142	0.000427208	0.000000000	0.000000000
ASV511	0.000145	0.0000000000	0.0000000000	0.0004355249
ASV512	0.000145	0.0000000000	0.0000000000	0.0004355249
ASV513	0.000158	0.0000000000	0.0000000000	0.0004747391
ASV514	0.000158	0.0000000000	0.0000000000	0.0004747391
ASV515	0.000146	0.0000000000	0.0000000000	0.0004387119
ASV516	0.000146	0.0000000000	0.0000000000	0.0004387119
ASV517	0.000149	0.0000000000	0.0000000000	0.0004476556
ASV518	0.000146	0.0000000000	0.0000000000	0.0004387119
ASV519	0.000146	0.0000000000	0.0000000000	0.0004387119
ASV521	0.000146	0.0000000000	0.0000000000	0.0004387119
ASV522	0.000146	0.0000000000	0.0000000000	0.0004387119
ASV523	0.000147	0.000000000	0.000000000	0.000440323
ASV524	0.000134	0.000401679	0.000000000	0.000000000
ASV525	0.000135	0.0000000000	0.0004043296	0.0000000000
ASV526	0.000143	0.0004294536	0.0000000000	0.0000000000
ASV528	0.000137	0.0000000000	0.0004105748	0.0000000000
ASV529	0.000137	0.0000000000	0.0004105748	0.0000000000
ASV530	0.000136	0.0000000000	0.0004070849	0.0000000000
ASV531	0.000136	0.0000000000	0.0004070849	0.0000000000
ASV532	0.000136	0.0000000000	0.0004070849	0.0000000000
ASV533	0.000136	0.0000000000	0.0004070849	0.0000000000
ASV534	0.000136	0.0000000000	0.0004070849	0.0000000000
ASV535	0.000136	0.0000000000	0.0004070849	0.0000000000
ASV536	0.000136	0.0000000000	0.0004070849	0.0000000000
ASV537	0.000129	0.0000000000	0.0003859543	0.0000000000
ASV538	0.000129	0.0000000000	0.0003859543	0.0000000000
ASV539	0.000129	0.0000000000	0.0003859543	0.0000000000
ASV540	0.000145	0.000000000	0.000435002	0.000000000
ASV541	0.000145	0.000000000	0.000435002	0.000000000
ASV542	0.000143	0.0004294536	0.0000000000	0.0000000000
ASV543	0.000137	0.0000000000	0.0004105748	0.0000000000
ASV544	0.000136	0.0000000000	0.0004070849	0.0000000000
ASV545	0.000137	0.0000000000	0.0004105748	0.0000000000
ASV546	0.000136	0.0000000000	0.0004079268	0.0000000000
ASV547	0.000143	0.0004294536	0.0000000000	0.0000000000
ASV548	0.000143	0.0004294536	0.0000000000	0.0000000000
ASV549	0.000137	0.0000000000	0.0004105748	0.0000000000
ASV550	0.000143	0.0004294536	0.0000000000	0.0000000000
ASV551	0.000135	0.0000000000	0.0004043296	0.0000000000
ASV552	0.000135	0.0000000000	0.0004043296	0.0000000000
ASV553	0.000135	0.0000000000	0.0004043296	0.0000000000
ASV554	0.000136	0.0000000000	0.0004079268	0.0000000000
ASV555	0.000136	0.0000000000	0.0004079268	0.0000000000
ASV556	0.000136	0.0000000000	0.0004079268	0.0000000000
ASV557	0.000136	0.0000000000	0.0004079268	0.0000000000
ASV558	0.000136	0.0000000000	0.0004079268	0.0000000000
ASV559	0.000136	0.0000000000	0.0004079268	0.0000000000
ASV736	0.000139	0.000000000	0.000000000	0.000418189
ASV811	0.000123	0.000000000	0.000370118	0.000000000
ASV813	0.000124	0.0000000000	0.0003710729	0.0000000000
ASV868	0.000112	0.0000000000	0.0003359064	0.0000000000
ASV1878	0.000118	0.0003549687	0.0000000000	0.0000000000
ASV2035	0.000118	0.0003549687	0.0000000000	0.0000000000
ASV2361	0.000121	0.0000000000	0.0000000000	0.0003624331
ASV2362	0.000132	0.0000000000	0.0000000000	0.0003957371
ASV2363	0.000132	0.0000000000	0.0000000000	0.0003957371
ASV2364	0.000132	0.0000000000	0.0000000000	0.0003957371
ASV2369	0.000119	0.0003574965	0.0000000000	0.0000000000
ASV2370	0.000121	0.0000000000	0.0000000000	0.0003624331
ASV2371	0.000119	0.0003574965	0.0000000000	0.0000000000
ASV2372	0.000119	0.0003574965	0.0000000000	0.0000000000
ASV2373	0.000121	0.0000000000	0.0000000000	0.0003624331
ASV2374	0.000132	0.00000000	0.00000000	0.00039633
ASV2375	0.000138	0.0000000000	0.0000000000	0.0004145473
ASV2377	0.000118	0.0003549687	0.0000000000	0.0000000000
ASV2387	0.000118	0.0003549687	0.0000000000	0.0000000000
ASV2388	0.000121	0.0000000000	0.0000000000	0.0003624331
ASV2389	0.000118	0.0003549687	0.0000000000	0.0000000000
ASV2390	0.000103	0.0000000000	0.0003104356	0.0000000000
ASV2393	0.000113	0.0000000000	0.0003378162	0.0000000000
ASV2394	0.000113	0.0000000000	0.0003378162	0.0000000000
ASV2395	0.000113	0.0000000000	0.0003378162	0.0000000000
ASV2396	0.000114	0.0000000000	0.0003417647	0.0000000000
ASV2397	0.000103	0.0000000000	0.0003104356	0.0000000000
ASV2398	0.000118	0.0000000000	0.0003552448	0.0000000000
ASV2399	0.000112	0.0000000000	0.0003359064	0.0000000000
ASV2400	0.000116	0.0000000000	0.0003488648	0.0000000000
ASV2401	0.000116	0.0000000000	0.0003488648	0.0000000000
ASV2402	0.000118	0.0003549687	0.0000000000	0.0000000000
ASV2407	0.000115	0.0003448942	0.0000000000	0.0000000000
ASV2409	0.000115	0.0003448942	0.0000000000	0.0000000000
ASV2410	0.000118	0.0003552638	0.0000000000	0.0000000000
ASV2413	0.000118	0.0003552638	0.0000000000	0.0000000000
ASV309	0.000107	0.0003209613	0.0000000000	0.0000000000
ASV450	0.000109	0.0000000000	0.0000000000	0.0003266437
ASV577	0.000104	0.000310698	0.000000000	0.000000000
ASV578	0.000104	0.000310698	0.000000000	0.000000000
ASV579	0.000104	0.000310698	0.000000000	0.000000000
ASV580	0.000107	0.0003209613	0.0000000000	0.0000000000
ASV581	0.000107	0.0003209613	0.0000000000	0.0000000000
ASV582	1e-04	0.0003012593	0.0000000000	0.0000000000
ASV585	0.000109	0.0000000000	0.0000000000	0.0003266437
ASV586	0.000112	0.0000000000	0.0000000000	0.0003357417
ASV587	0.000109	0.0000000000	0.0000000000	0.0003266437
ASV588	1e-04	0.0003012593	0.0000000000	0.0000000000
ASV589	0.000109	0.0000000000	0.0000000000	0.0003266437
ASV590	0.000109	0.0000000000	0.0000000000	0.0003266437
ASV592	0.000109	0.0000000000	0.0000000000	0.0003266437
ASV593	0.000109	0.0000000000	0.0000000000	0.0003266437
ASV594	0.000109	0.0000000000	0.0000000000	0.0003266437
ASV595	0.000109	0.0000000000	0.0000000000	0.0003266437
ASV596	0.000109	0.0000000000	0.0000000000	0.0003266437
ASV597	0.000109	0.0000000000	0.0000000000	0.0003266437
ASV598	0.000109	0.0000000000	0.0000000000	0.0003266437
ASV599	0.000109	0.0000000000	0.0000000000	0.0003266437
ASV600	0.000112	0.0000000000	0.0000000000	0.0003357417
ASV601	0.00011	0.000000000	0.000000000	0.000329034
ASV602	0.00011	0.000000000	0.000000000	0.000329034
ASV603	0.00011	0.000000000	0.000000000	0.000329034
ASV604	0.00011	0.000000000	0.000000000	0.000329034
ASV605	0.00011	0.000000000	0.000000000	0.000329034
ASV606	0.00011	0.000000000	0.000000000	0.000329034
ASV607	0.00011	0.000000000	0.000000000	0.000329034
ASV608	0.00011	0.000000000	0.000000000	0.000329034
ASV609	0.000117	0.0000000000	0.0000000000	0.0003520978
ASV610	0.000112	0.0000000000	0.0000000000	0.0003357417
ASV611	0.000112	0.0000000000	0.0000000000	0.0003357417
ASV612	1e-04	0.0003012593	0.0000000000	0.0000000000
ASV614	0.000107	0.000320406	0.000000000	0.000000000
ASV615	0.000102	0.0000000000	0.0003053137	0.0000000000
ASV616	0.000103	0.0000000000	0.0003079311	0.0000000000
ASV617	0.000103	0.0000000000	0.0003079311	0.0000000000
ASV618	0.000103	0.0000000000	0.0003079311	0.0000000000
ASV619	0.000103	0.0000000000	0.0003079311	0.0000000000
ASV620	0.000103	0.0000000000	0.0003079311	0.0000000000
ASV621	0.000102	0.0000000000	0.0003053137	0.0000000000
ASV622	0.000102	0.0000000000	0.0003053137	0.0000000000
ASV623	0.000102	0.0000000000	0.0003053137	0.0000000000
ASV624	0.000102	0.0000000000	0.0003053137	0.0000000000
ASV625	0.000102	0.0000000000	0.0003053137	0.0000000000
ASV626	0.000102	0.0000000000	0.0003053137	0.0000000000
ASV627	0.000102	0.0000000000	0.0003053137	0.0000000000
ASV628	0.000103	0.0000000000	0.0003079311	0.0000000000
ASV629	0.000102	0.0000000000	0.0003053137	0.0000000000
ASV630	0.000102	0.0000000000	0.0003053137	0.0000000000
ASV631	9.6e-05	0.0000000000	0.0002894658	0.0000000000
ASV632	9.6e-05	0.0000000000	0.0002894658	0.0000000000
ASV633	9.6e-05	0.0000000000	0.0002894658	0.0000000000
ASV634	9.6e-05	0.0000000000	0.0002894658	0.0000000000
ASV635	9.6e-05	0.0000000000	0.0002894658	0.0000000000
ASV636	9.6e-05	0.0000000000	0.0002894658	0.0000000000
ASV637	9.6e-05	0.0000000000	0.0002894658	0.0000000000
ASV638	0.000109	0.0000000000	0.0003262515	0.0000000000
ASV639	0.000107	0.000320406	0.000000000	0.000000000
ASV640	0.000103	0.0000000000	0.0003079311	0.0000000000
ASV642	0.000103	0.0000000000	0.0003079311	0.0000000000
ASV643	0.000102	0.0000000000	0.0003059451	0.0000000000
ASV644	0.000107	0.000320406	0.000000000	0.000000000
ASV645	0.000103	0.0000000000	0.0003079311	0.0000000000
ASV646	0.000107	0.0003220902	0.0000000000	0.0000000000
ASV647	0.000107	0.0003220902	0.0000000000	0.0000000000
ASV648	0.000107	0.0003220902	0.0000000000	0.0000000000
ASV649	0.000107	0.0003220902	0.0000000000	0.0000000000
ASV650	0.000101	0.0000000000	0.0003032472	0.0000000000
ASV651	0.000101	0.0000000000	0.0003032472	0.0000000000
ASV652	0.000101	0.0000000000	0.0003032472	0.0000000000
ASV653	0.000101	0.0000000000	0.0003032472	0.0000000000
ASV654	0.000101	0.0000000000	0.0003032472	0.0000000000
ASV655	0.000101	0.0000000000	0.0003032472	0.0000000000
ASV656	0.000102	0.0000000000	0.0003059451	0.0000000000
ASV657	0.000102	0.0000000000	0.0003059451	0.0000000000
ASV658	0.000103	0.0000000000	0.0003079311	0.0000000000
ASV659	0.000103	0.0000000000	0.0003079311	0.0000000000
ASV660	0.000102	0.0000000000	0.0003059451	0.0000000000
ASV661	0.000103	0.0000000000	0.0003079311	0.0000000000
ASV662	0.000102	0.0000000000	0.0003059451	0.0000000000
ASV663	0.000102	0.0000000000	0.0003059451	0.0000000000
ASV664	0.000102	0.0000000000	0.0003059451	0.0000000000
ASV665	0.000102	0.0000000000	0.0003059451	0.0000000000
ASV666	0.000102	0.0000000000	0.0003059451	0.0000000000
ASV667	0.000102	0.0000000000	0.0003059451	0.0000000000
ASV836	8.6e-05	0.0002576974	0.0000000000	0.0000000000
ASV1863	8.4e-05	0.0000000000	0.0002533621	0.0000000000
ASV2080	8.4e-05	0.0000000000	0.0002533621	0.0000000000
ASV2132	8.4e-05	0.0000000000	0.0002533621	0.0000000000
ASV2314	9.9e-05	0.0000000000	0.0000000000	0.0002968028
ASV2419	9.1e-05	0.0000000000	0.0000000000	0.0002718248
ASV2421	9.1e-05	0.0000000000	0.0000000000	0.0002718248
ASV2422	9.1e-05	0.0000000000	0.0000000000	0.0002718248
ASV2423	9.1e-05	0.0000000000	0.0000000000	0.0002718248
ASV2424	9.9e-05	0.0000000000	0.0000000000	0.0002968028
ASV2425	9.9e-05	0.0000000000	0.0000000000	0.0002968028
ASV2434	9.1e-05	0.0000000000	0.0000000000	0.0002718248
ASV2439	9.1e-05	0.0000000000	0.0000000000	0.0002718248
ASV2440	0.000104	0.0000000000	0.0000000000	0.0003109105
ASV2441	9.1e-05	0.0000000000	0.0000000000	0.0002718248
ASV2442	8.6e-05	0.0002576974	0.0000000000	0.0000000000
ASV2454	0.000104	0.0000000000	0.0000000000	0.0003109105
ASV2455	0.000104	0.0000000000	0.0000000000	0.0003109105
ASV2456	0.000104	0.0000000000	0.0000000000	0.0003109105
ASV2457	9.9e-05	0.0000000000	0.0000000000	0.0002972475
ASV2459	8.6e-05	0.0002576974	0.0000000000	0.0000000000
ASV2460	7.8e-05	0.0000000000	0.0002328267	0.0000000000
ASV2467	8.4e-05	0.0000000000	0.0002533621	0.0000000000
ASV2468	8.4e-05	0.0000000000	0.0002533621	0.0000000000
ASV2469	8.9e-05	0.0000000000	0.0002664336	0.0000000000
ASV2471	8.4e-05	0.0000000000	0.0002519298	0.0000000000
ASV2472	8.4e-05	0.0000000000	0.0002519298	0.0000000000
ASV2473	8.4e-05	0.0000000000	0.0002519298	0.0000000000
ASV2474	8.7e-05	0.0000000000	0.0002616486	0.0000000000
ASV2475	8.7e-05	0.0000000000	0.0002616486	0.0000000000
ASV2476	8.7e-05	0.0000000000	0.0002616486	0.0000000000
ASV2477	8.7e-05	0.0000000000	0.0002616486	0.0000000000
ASV2478	8.7e-05	0.0000000000	0.0002616486	0.0000000000
ASV2480	7.8e-05	0.0000000000	0.0002328267	0.0000000000
ASV2482	8.9e-05	0.0002664478	0.0000000000	0.0000000000
ASV2483	8.9e-05	0.0002662265	0.0000000000	0.0000000000
ASV2484	8.9e-05	0.0002662265	0.0000000000	0.0000000000
ASV2485	8.6e-05	0.0002586706	0.0000000000	0.0000000000
ASV2486	8.6e-05	0.0002586706	0.0000000000	0.0000000000
ASV2487	8.6e-05	0.0002586706	0.0000000000	0.0000000000
ASV2488	8.6e-05	0.0002586706	0.0000000000	0.0000000000
ASV2489	8.9e-05	0.0002664478	0.0000000000	0.0000000000
ASV2490	8.9e-05	0.0002681224	0.0000000000	0.0000000000
ASV2491	8.9e-05	0.0002664478	0.0000000000	0.0000000000
ASV689	7.1e-05	0.0002139742	0.0000000000	0.0000000000
ASV690	7.1e-05	0.0002139742	0.0000000000	0.0000000000
ASV691	7.2e-05	0.0002145499	0.0000000000	0.0000000000
ASV692	6.9e-05	0.000207132	0.000000000	0.000000000
ASV693	6.9e-05	0.000207132	0.000000000	0.000000000
ASV705	7.3e-05	0.000000000	0.000000000	0.000219356
ASV707	7.9e-05	0.0000000000	0.0000000000	0.0002373696
ASV708	7.3e-05	0.000000000	0.000000000	0.000219356
ASV709	7.3e-05	0.000000000	0.000000000	0.000219356
ASV710	7.3e-05	0.000000000	0.000000000	0.000219356
ASV711	7.3e-05	0.000000000	0.000000000	0.000219356
ASV712	7.1e-05	0.0002139742	0.0000000000	0.0000000000
ASV713	7.3e-05	0.000000000	0.000000000	0.000219356
ASV714	7.3e-05	0.000000000	0.000000000	0.000219356
ASV715	7.3e-05	0.0000000000	0.0000000000	0.0002177624
ASV717	7.3e-05	0.0000000000	0.0000000000	0.0002177624
ASV718	7.3e-05	0.0000000000	0.0000000000	0.0002177624
ASV719	7.3e-05	0.0000000000	0.0000000000	0.0002177624
ASV720	7.3e-05	0.0000000000	0.0000000000	0.0002177624
ASV721	7.3e-05	0.0000000000	0.0000000000	0.0002177624
ASV722	7.3e-05	0.0000000000	0.0000000000	0.0002177624
ASV723	7.3e-05	0.0000000000	0.0000000000	0.0002177624
ASV724	7.3e-05	0.000000000	0.000000000	0.000219356
ASV725	7.3e-05	0.000000000	0.000000000	0.000219356
ASV726	7.3e-05	0.000000000	0.000000000	0.000219356
ASV727	7.3e-05	0.0000000000	0.0000000000	0.0002201615
ASV733	7.5e-05	0.0000000000	0.0000000000	0.0002238278
ASV734	7.5e-05	0.0000000000	0.0000000000	0.0002238278
ASV735	7.5e-05	0.0000000000	0.0000000000	0.0002238278
ASV737	7.5e-05	0.0000000000	0.0000000000	0.0002238278
ASV738	7.8e-05	0.0000000000	0.0000000000	0.0002347319
ASV739	7.8e-05	0.0000000000	0.0000000000	0.0002347319
ASV740	7.8e-05	0.0000000000	0.0000000000	0.0002347319
ASV741	7.3e-05	0.0000000000	0.0000000000	0.0002201615
ASV742	7.3e-05	0.0000000000	0.0000000000	0.0002201615
ASV743	7.1e-05	0.0002139742	0.0000000000	0.0000000000
ASV744	7.2e-05	0.0002147268	0.0000000000	0.0000000000
ASV745	7.1e-05	0.0002139742	0.0000000000	0.0000000000
ASV746	6.8e-05	0.0000000000	0.0002052874	0.0000000000
ASV747	6.8e-05	0.0000000000	0.0002035425	0.0000000000
ASV748	6.8e-05	0.0000000000	0.0002035425	0.0000000000
ASV749	6.8e-05	0.0000000000	0.0002052874	0.0000000000
ASV750	6.8e-05	0.0000000000	0.0002052874	0.0000000000
ASV751	6.8e-05	0.0000000000	0.0002052874	0.0000000000
ASV752	6.8e-05	0.0000000000	0.0002052874	0.0000000000
ASV753	6.8e-05	0.0000000000	0.0002052874	0.0000000000
ASV754	6.8e-05	0.0000000000	0.0002052874	0.0000000000
ASV755	6.8e-05	0.0000000000	0.0002039634	0.0000000000
ASV756	6.8e-05	0.0000000000	0.0002052874	0.0000000000
ASV757	6.8e-05	0.0000000000	0.0002052874	0.0000000000
ASV758	6.8e-05	0.0000000000	0.0002052874	0.0000000000
ASV759	6.8e-05	0.0000000000	0.0002039634	0.0000000000
ASV760	6.8e-05	0.0000000000	0.0002039634	0.0000000000
ASV761	6.8e-05	0.0000000000	0.0002039634	0.0000000000
ASV762	6.8e-05	0.0000000000	0.0002039634	0.0000000000
ASV763	6.8e-05	0.0000000000	0.0002035425	0.0000000000
ASV764	6.8e-05	0.0000000000	0.0002035425	0.0000000000
ASV765	6.8e-05	0.0000000000	0.0002035425	0.0000000000
ASV766	6.8e-05	0.0000000000	0.0002035425	0.0000000000
ASV767	7.3e-05	0.000000000	0.000217501	0.000000000
ASV768	7.3e-05	0.000000000	0.000217501	0.000000000
ASV769	7.3e-05	0.000000000	0.000217501	0.000000000
ASV770	7.3e-05	0.000000000	0.000217501	0.000000000
ASV771	6.4e-05	0.0000000000	0.0001929772	0.0000000000
ASV773	6.4e-05	0.0000000000	0.0001929772	0.0000000000
ASV774	6.4e-05	0.0000000000	0.0001929772	0.0000000000
ASV775	6.4e-05	0.0000000000	0.0001929772	0.0000000000
ASV776	6.4e-05	0.0000000000	0.0001929772	0.0000000000
ASV777	6.4e-05	0.0000000000	0.0001929772	0.0000000000
ASV778	6.4e-05	0.0000000000	0.0001929772	0.0000000000
ASV779	6.4e-05	0.0000000000	0.0001929772	0.0000000000
ASV780	6.8e-05	0.0000000000	0.0002035425	0.0000000000
ASV781	6.8e-05	0.0000000000	0.0002035425	0.0000000000
ASV782	6.8e-05	0.0000000000	0.0002039634	0.0000000000
ASV783	6.8e-05	0.0000000000	0.0002039634	0.0000000000
ASV784	6.7e-05	0.0002008395	0.0000000000	0.0000000000
ASV785	7.1e-05	0.000213604	0.000000000	0.000000000
ASV786	7.2e-05	0.0002147268	0.0000000000	0.0000000000
ASV787	7.2e-05	0.0002147268	0.0000000000	0.0000000000
ASV788	7.2e-05	0.0002147268	0.0000000000	0.0000000000
ASV789	7.2e-05	0.0002147268	0.0000000000	0.0000000000
ASV790	7.2e-05	0.0002147268	0.0000000000	0.0000000000
ASV791	7.1e-05	0.000213604	0.000000000	0.000000000
ASV792	7.1e-05	0.000213604	0.000000000	0.000000000
ASV794	6.8e-05	0.0000000000	0.0002039634	0.0000000000
ASV795	7.1e-05	0.000213604	0.000000000	0.000000000
ASV796	7.1e-05	0.000213604	0.000000000	0.000000000
ASV797	7.1e-05	0.000213604	0.000000000	0.000000000
ASV798	7.1e-05	0.000213604	0.000000000	0.000000000
ASV799	7.1e-05	0.000213604	0.000000000	0.000000000
ASV800	6.7e-05	0.0002008395	0.0000000000	0.0000000000
ASV801	6.7e-05	0.0002008395	0.0000000000	0.0000000000
ASV802	7.2e-05	0.0002147268	0.0000000000	0.0000000000
ASV803	7.2e-05	0.0002147268	0.0000000000	0.0000000000
ASV804	7.2e-05	0.0002147268	0.0000000000	0.0000000000
ASV805	7.2e-05	0.0002147268	0.0000000000	0.0000000000
ASV806	6.8e-05	0.0000000000	0.0002039634	0.0000000000
ASV807	6.8e-05	0.0000000000	0.0002039634	0.0000000000
ASV808	6.7e-05	0.0000000000	0.0002021648	0.0000000000
ASV809	6.7e-05	0.0000000000	0.0002021648	0.0000000000
ASV810	6.7e-05	0.0000000000	0.0002021648	0.0000000000
ASV812	6.7e-05	0.0000000000	0.0002021648	0.0000000000
ASV814	6.7e-05	0.0000000000	0.0002021648	0.0000000000
ASV815	6.7e-05	0.0000000000	0.0002021648	0.0000000000
ASV816	6.7e-05	0.0000000000	0.0002021648	0.0000000000
