OTUID	All	CC	OC	PC
ASV1962	0.001811	0.000000000	0.000000000	0.005432753
ASV1963	0.001811	0.000000000	0.000000000	0.005432753
ASV1964	0.001913	0.000000000	0.000000000	0.005737543
ASV1072	0.002249	0.000000000	0.006747812	0.000000000
ASV1965	0.001883	0.000000000	0.000000000	0.005647894
ASV1073	0.002214	0.000000000	0.006640704	0.000000000
ASV1074	0.002102	0.000000000	0.000000000	0.006304612
ASV861	0.00185	0.002598352	0.002950270	0.000000000
ASV1075	0.002103	0.000000000	0.006310232	0.000000000
ASV1076	0.001878	0.000000000	0.000000000	0.005635125
ASV1967	0.001645	0.000000000	0.004934796	0.000000000
ASV1968	0.001712	0.000000000	0.005135147	0.000000000
ASV194	0.002142	0.000000000	0.006426487	0.000000000
ASV1077	0.0023	0.00689874	0.00000000	0.00000000
ASV1969	0.001732	0.005197019	0.000000000	0.000000000
ASV1078	0.001826	0.0002299580	0.0005900214	0.0046593725
ASV1079	0.002268	0.006803851	0.000000000	0.000000000
ASV1080	0.002017	0.000230639	0.000000000	0.005820722
ASV505	0.002066	0.0000000000	0.0059980549	0.0001989242
ASV853	0.002189	0.0063238453	0.0000000000	0.0002432806
ASV1081	0.001868	0.000000000	0.005603605	0.000000000
ASV1082	0.001888	0.000000000	0.000000000	0.005664748
ASV1083	0.001888	0.000000000	0.000000000	0.005664748
ASV1972	0.001564	0.000000000	0.004692101	0.000000000
ASV1973	0.001633	0.000000000	0.004898334	0.000000000
ASV1084	0.001736	0.000000000	0.000000000	0.005207534
ASV1085	0.001736	0.000000000	0.000000000	0.005207534
ASV1086	0.002035	0.000000000	0.006105163	0.000000000
ASV1087	0.002185	0.006553803	0.000000000	0.000000000
ASV1088	0.002035	0.000000000	0.006105163	0.000000000
ASV1974	0.001537	0.000000000	0.004611203	0.000000000
ASV1975	0.001703	0.000000000	0.000000000	0.005109999
ASV1089	0.002153	0.006457892	0.000000000	0.000000000
ASV1090	0.001906	0.000000000	0.000000000	0.005718604
ASV1977	0.001342	0.000000000	0.004026564	0.000000000
ASV1978	0.001679	0.000000000	0.000000000	0.005037475
ASV1979	0.001673	0.00000000	0.00000000	0.00502035
ASV1091	0.001975	0.000461278	0.005462514	0.000000000
ASV1092	0.001907	0.000000000	0.004391433	0.001329005
ASV1093	0.00563	0.01689148	0.00000000	0.00000000
ASV1907	0.001548	0.00000000	0.00464443	0.00000000
ASV1980	0.001487	0.000000000	0.000000000	0.004460144
ASV450	0.001618	0.000000000	0.000000000	0.004853798
ASV1094	0.001644	0.000000000	0.000000000	0.004933453
ASV1983	0.001442	0.000000000	0.004325551	0.000000000
ASV1984	0.001528	0.000000000	0.000000000	0.004583885
ASV1095	0.001828	0.00000000	0.00548266	0.00000000
ASV1096	0.001737	0.000000000	0.005212144	0.000000000
ASV1097	0.002037	0.006111934	0.000000000	0.000000000
ASV1985	0.001429	0.00000000	0.00428761	0.00000000
ASV1987	0.001522	0.004565507	0.000000000	0.000000000
ASV1098	0.001693	0.00000000	0.00000000	0.00507874
ASV1099	0.001999	0.005996614	0.000000000	0.000000000
ASV1989	0.001402	0.000000000	0.004206711	0.000000000
ASV1100	0.001736	0.000000000	0.000000000	0.005208014
ASV1101	0.001736	0.000000000	0.000000000	0.005208014
ASV1102	0.001614	0.000000000	0.000000000	0.004841374
ASV1103	0.001955	0.005863929	0.000000000	0.000000000
ASV1990	0.001431	0.00000000	0.00429332	0.00000000
ASV1104	0.00161	0.000000000	0.004830694	0.000000000
ASV1105	0.001916	0.00574895	0.00000000	0.00000000
ASV1106	0.001922	0.005765975	0.000000000	0.000000000
ASV1107	0.001628	0.000000000	0.000000000	0.004883404
ASV1108	0.001433	0.004298427	0.000000000	0.000000000
ASV1109	0.001668	0.000000000	0.000000000	0.005003778
ASV1110	0.001436	0.004307653	0.000000000	0.000000000
ASV1991	0.001294	0.000000000	0.003883118	0.000000000
ASV1992	0.001347	0.000000000	0.004040771	0.000000000
ASV1993	0.001294	0.000000000	0.003883118	0.000000000
ASV201	0.001534	0.0001676356	0.0033910043	0.0010442179
ASV1111	0.001454	0.002153826	0.002208110	0.000000000
ASV1112	0.001374	0.004122981	0.000000000	0.000000000
ASV1113	0.001676	0.000000000	0.005026758	0.000000000
ASV1994	0.00127	0.000000000	0.000000000	0.003811396
ASV527	0.001642	0.000000000	0.004926974	0.000000000
ASV723	0.001481	0.000000000	0.000000000	0.004442051
ASV1114	0.001345	0.004035258	0.000000000	0.000000000
ASV1115	0.001768	0.005304697	0.000000000	0.000000000
ASV1116	0.001566	0.000000000	0.000000000	0.004697425
ASV1117	0.001498	0.000000000	0.000000000	0.004492732
ASV1118	0.001443	0.000000000	0.000000000	0.004328728
ASV1119	0.001376	0.004128167	0.000000000	0.000000000
ASV1997	0.001103	0.000000000	0.003307535	0.000000000
ASV1998	0.001379	0.000000000	0.000000000	0.004137926
ASV1120	0.001316	0.003947535	0.000000000	0.000000000
ASV1121	0.001605	0.0006142355	0.0000000000	0.0041997273
ASV1122	0.004607	0.0138203	0.0000000	0.0000000
ASV1123	0.00137	0.000000000	0.000000000	0.004111211
ASV1999	0.001079	0.000000000	0.003235632	0.000000000
ASV2000	0.001349	0.000000000	0.000000000	0.004047971
ASV2001	0.001263	0.000000000	0.003788223	0.000000000
ASV631	0.001686	0.005059076	0.000000000	0.000000000
ASV1124	0.001392	0.000000000	0.000000000	0.004176872
ASV1125	0.001405	0.000000000	0.004214414	0.000000000
ASV1126	0.00142	0.0006281993	0.0014482499	0.0021833647
ASV865	0.001375	0.002069622	0.002055449	0.000000000
ASV1127	0.001257	0.003772089	0.000000000	0.000000000
ASV1128	0.001309	0.000000000	0.000000000	0.003928491
ASV1129	0.001535	0.000000000	0.004605649	0.000000000
ASV1130	0.00141	0.000000000	0.004228721	0.000000000
ASV1131	0.001336	0.0002306390	0.0002142162	0.0035630495
ASV1132	0.001432	0.000000000	0.004295018	0.000000000
ASV2004	0.001162	0.000000000	0.000000000	0.003487022
ASV772	0.001329	0.000000000	0.000000000	0.003987014
ASV1133	0.0015	0.000000000	0.004498541	0.000000000
ASV1134	0.0043	0.01289895	0.00000000	0.00000000
ASV1135	0.001392	0.000000000	0.000000000	0.004177409
ASV1136	0.001329	0.000000000	0.000000000	0.003987014
ASV189	0.001464	0.000000000	0.004391433	0.000000000
ASV217	0.001316	0.000000000	0.003947861	0.000000000
ASV1137	0.001571	0.004714139	0.000000000	0.000000000
ASV2005	0.00115	0.000000000	0.003451492	0.000000000
ASV2006	0.001108	0.000000000	0.000000000	0.003324835
ASV226	0.001014	0.001173449	0.001869476	0.000000000
ASV1138	0.001302	0.000000000	0.000000000	0.003906723
ASV2007	0.001068	0.000000000	0.003204112	0.000000000
ASV2008	0.001081	0.000000000	0.000000000	0.003243741
ASV1139	0.001495	0.004484181	0.000000000	0.000000000
ASV1140	0.001188	0.00000000	0.00000000	0.00356305
ASV1141	0.002007	0.006021291	0.000000000	0.000000000
ASV1142	0.001329	0.0000000000	0.0004137857	0.0035741274
ASV1143	0.001256	0.000000000	0.003767941	0.000000000
ASV2010	0.001126	0.003378062	0.000000000	0.000000000
ASV2011	0.001086	0.00000000	0.00000000	0.00325863
ASV2012	0.001165	0.000000000	0.000000000	0.003496315
ASV1144	0.001357	0.000000000	0.004070109	0.000000000
ASV1145	0.001276	0.000000000	0.002397219	0.001429651
ASV1146	0.001461	0.004382141	0.000000000	0.000000000
ASV1147	0.00389	0.01167047	0.00000000	0.00000000
ASV1148	0.001293	0.000000000	0.000000000	0.003880481
ASV2013	0.001015	0.000000000	0.000000000	0.003046219
ASV2016	0.001015	0.000000000	0.003043906	0.000000000
ASV2017	0.00107	0.000000000	0.003209253	0.000000000
ASV2018	0.000904	0.000000000	0.002712232	0.000000000
ASV1149	0.001338	0.002759496	0.001255980	0.000000000
ASV1150	0.001276	0.000000000	0.003827518	0.000000000
ASV1151	0.001205	0.000000000	0.000000000	0.003613719
ASV2021	0.001	0.000000000	0.000000000	0.003000461
ASV1152	0.001172	0.000000000	0.000000000	0.003516051
ASV1153	0.001225	0.000000000	0.000000000	0.003676245
ASV1154	0.001096	0.000000000	0.000000000	0.003288969
ASV1155	0.001096	0.000000000	0.000000000	0.003288969
ASV1156	0.001172	0.000000000	0.000000000	0.003516051
ASV1157	0.001225	0.000000000	0.000000000	0.003676245
ASV1158	0.001047	0.003142348	0.000000000	0.000000000
ASV1159	0.001184	0.000230639	0.000000000	0.003320715
ASV1160	0.001077	0.003230739	0.000000000	0.000000000
ASV2023	0.001079	0.000000000	0.000000000	0.003238377
ASV2024	0.001019	0.000000000	0.000000000	0.003055923
ASV1161	0.00116	0.000000000	0.000000000	0.003481174
ASV1162	0.001066	0.000000000	0.000000000	0.003197609
ASV1163	0.001047	0.003140997	0.000000000	0.000000000
ASV2025	0.000938	0.000000000	0.002813536	0.000000000
ASV2026	0.000944	0.00000000	0.00283144	0.00000000
ASV2027	0.000946	0.000000000	0.000000000	0.002838274
ASV1164	0.001214	0.000000000	0.003641676	0.000000000
ASV1165	0.001303	0.003909286	0.000000000	0.000000000
ASV1166	0.001017	0.003051254	0.000000000	0.000000000
ASV1167	0.003481	0.010442	0.000000	0.000000
ASV1168	0.001157	0.000000000	0.000000000	0.003472009
ASV1169	0.001157	0.000000000	0.000000000	0.003472009
ASV1170	0.001076	0.000000000	0.000000000	0.003227583
ASV1171	0.001269	0.003805544	0.000000000	0.000000000
ASV1172	0.001005	0.000000000	0.000000000	0.003014888
ASV1173	0.001123	0.000000000	0.000000000	0.003369892
ASV1174	0.001123	0.000000000	0.000000000	0.003369892
ASV1175	0.001099	0.000000000	0.003296176	0.000000000
ASV1176	0.000987	0.002961511	0.000000000	0.000000000
ASV1177	0.001178	0.000000000	0.003534568	0.000000000
ASV2030	0.000881	0.000000000	0.002643392	0.000000000
ASV2032	0.000938	0.002813213	0.000000000	0.000000000
ASV1178	0.001089	0.000000000	0.000000000	0.003267774
ASV1179	0.001042	0.000000000	0.000000000	0.003125378
ASV1180	0.000975	0.000000000	0.000000000	0.002923528
ASV1181	0.000975	0.000000000	0.000000000	0.002923528
ASV2034	0.000761	0.000000000	0.002283985	0.000000000
ASV2036	0.000905	0.000000000	0.000000000	0.002716376
ASV1182	0.001069	0.000000000	0.003206839	0.000000000
ASV1183	0.001107	0.000000000	0.003320352	0.000000000
ASV1184	0.001016	0.000000000	0.003048613	0.000000000
ASV1185	0.003174	0.009520651	0.000000000	0.000000000
ASV1186	0.000981	0.000000000	0.000000000	0.002942796
ASV1187	0.000981	0.000000000	0.000000000	0.002942796
ASV2020	0.000874	0.002621183	0.000000000	0.000000000
ASV2037	0.00093	0.000000000	0.000000000	0.002788602
ASV2038	0.000881	0.002642715	0.000000000	0.000000000
ASV2039	0.000881	0.002642715	0.000000000	0.000000000
ASV2040	0.000828	0.000000000	0.002483186	0.000000000
ASV1188	0.001021	0.000000000	0.000000000	0.003063538
ASV1189	0.000897	0.002692283	0.000000000	0.000000000
ASV1190	0.000914	0.000000000	0.000000000	0.002740807
ASV1191	0.003071	0.009213533	0.000000000	0.000000000
ASV1192	0.00115	0.00344937	0.00000000	0.00000000
ASV1193	0.000877	0.00263169	0.00000000	0.00000000
ASV1194	0.000983	0.00000000	0.00295027	0.00000000
ASV1195	0.000877	0.00263169	0.00000000	0.00000000
ASV2042	0.000801	0.000000000	0.002403084	0.000000000
ASV2044	0.000846	0.002536629	0.000000000	0.000000000
ASV2045	0.000866	0.002598509	0.000000000	0.000000000
ASV1196	0.000966	0.00000000	0.00289664	0.00000000
ASV1197	0.001111	0.003334391	0.000000000	0.000000000
ASV1198	0.000944	0.000000000	0.000000000	0.002832374
ASV1199	0.001111	0.003334391	0.000000000	0.000000000
ASV2046	0.00081	0.002430716	0.000000000	0.000000000
ASV2047	0.000867	0.000000000	0.000000000	0.002599824
ASV2048	0.000817	0.002452075	0.000000000	0.000000000
ASV2049	0.000821	0.000000000	0.000000000	0.002461716
ASV121	0.000744	0.0005029068	0.0017292221	0.0000000000
ASV1200	0.001073	0.003219412	0.000000000	0.000000000
ASV1201	0.001073	0.003219412	0.000000000	0.000000000
ASV1202	0.000869	0.000438615	0.000000000	0.002167031
ASV1203	0.000838	0.002512797	0.000000000	0.000000000
ASV1204	0.000953	0.000000000	0.000000000	0.002859302
ASV1205	0.000901	0.000000000	0.000000000	0.002703167
ASV1206	0.000886	0.000000000	0.000000000	0.002658009
ASV2035	0.000786	0.000000000	0.002357117	0.000000000
ASV2053	0.000796	0.002386969	0.000000000	0.000000000
ASV45	0.00081	0.000000000	0.000000000	0.002428783
ASV1207	0.000879	0.000000000	0.000000000	0.002637038
ASV1208	0.000854	0.00000000	0.00000000	0.00256308
ASV1209	0.000822	0.000000000	0.000000000	0.002466727
ASV1210	0.000822	0.000000000	0.000000000	0.002466727
ASV1211	0.000879	0.000000000	0.000000000	0.002637038
ASV1212	0.00087	0.000000000	0.002608575	0.000000000
ASV1213	0.00079	0.002368521	0.000000000	0.000000000
ASV1214	0.001035	0.003104433	0.000000000	0.000000000
ASV1215	0.000931	0.000000000	0.002793053	0.000000000
ASV1216	0.000964	0.000000000	0.002891919	0.000000000
ASV1217	0.000964	0.000000000	0.002891919	0.000000000
ASV2055	0.000761	0.002282966	0.000000000	0.000000000
ASV2056	0.000764	0.000000000	0.000000000	0.002291943
ASV2057	0.00078	0.002338659	0.000000000	0.000000000
ASV385	0.000759	0.000000000	0.000000000	0.002277699
ASV1218	0.000881	0.000000000	0.000000000	0.002641717
ASV1219	0.000792	0.000000000	0.000000000	0.002375366
ASV1220	0.000792	0.000000000	0.000000000	0.002375366
ASV1221	0.000848	0.000000000	0.000000000	0.002542958
ASV1222	0.000885	0.000000000	0.000000000	0.002655066
ASV1223	0.000885	0.000000000	0.000000000	0.002655066
ASV1224	0.000984	0.0027594961	0.0001932278	0.0000000000
ASV1225	0.000928	0.000000000	0.002784811	0.000000000
ASV1226	0.000778	0.002333312	0.000000000	0.000000000
ASV2052	0.000732	0.000000000	0.002195805	0.000000000
ASV2061	0.000703	0.000000000	0.000000000	0.002108432
ASV2062	0.000736	0.000000000	0.000000000	0.002207056
ASV2063	0.000736	0.000000000	0.000000000	0.002207056
ASV2065	0.00073	0.000000000	0.002188751	0.000000000
ASV2066	0.00073	0.000000000	0.002188751	0.000000000
ASV2067	0.000701	0.000000000	0.002103356	0.000000000
ASV327	0.000887	0.000000000	0.002660172	0.000000000
ASV1227	0.000893	0.000000000	0.002677703	0.000000000
ASV1228	0.002559	0.007677944	0.000000000	0.000000000
ASV1229	0.000791	0.000000000	0.000000000	0.002373222
ASV1230	0.00077	0.000000000	0.000000000	0.002309477
ASV2068	0.000606	0.000000000	0.001819276	0.000000000
ASV2069	0.00075	0.000000000	0.000000000	0.002248873
ASV2070	0.000668	0.000000000	0.000000000	0.002004092
ASV2071	0.000636	0.000000000	0.000000000	0.001908863
ASV176	0.000759	0.000000000	0.000000000	0.002278294
ASV874	0.000641	0.001923219	0.000000000	0.000000000
ASV1231	0.00081	0.000000000	0.000000000	0.002431353
ASV1232	0.000731	0.000000000	0.000000000	0.002192646
ASV1233	0.000731	0.000000000	0.000000000	0.002192646
ASV1234	0.000817	0.00000000	0.00000000	0.00245083
ASV1235	0.002457	0.007370826	0.000000000	0.000000000
ASV1236	0.000787	0.000000000	0.002360216	0.000000000
ASV1237	0.000857	0.000000000	0.002570595	0.000000000
ASV2072	0.000617	0.000000000	0.001851605	0.000000000
ASV2073	0.000673	0.000000000	0.002020386	0.000000000
ASV2075	0.000682	0.002045973	0.000000000	0.000000000
ASV107	0.000671	0.002014145	0.000000000	0.000000000
ASV354	0.002355	0.007063709	0.000000000	0.000000000
ASV1238	0.000711	0.000000000	0.000000000	0.002132825
ASV1239	0.000749	0.000000000	0.000000000	0.002246366
ASV1240	0.000749	0.000000000	0.000000000	0.002246366
ASV1241	0.000783	0.000000000	0.000000000	0.002348712
ASV1242	0.002355	0.007063709	0.000000000	0.000000000
ASV1243	0.000884	0.002652349	0.000000000	0.000000000
ASV1244	0.000882	0.002644517	0.000000000	0.000000000
ASV1245	0.000882	0.002644517	0.000000000	0.000000000
ASV1246	0.000882	0.002644517	0.000000000	0.000000000
ASV1247	0.001608	0.003685413	0.001137911	0.000000000
ASV1248	0.000808	0.0001745749	0.0022492706	0.0000000000
ASV2076	0.000622	0.000000000	0.000000000	0.001865151
ASV2077	0.000687	0.00000000	0.00000000	0.00206193
ASV2078	0.000614	0.000000000	0.001842364	0.000000000
ASV2079	0.00069	0.000000000	0.000000000	0.002068963
ASV222	0.000702	0.000000000	0.002107207	0.000000000
ASV864	0.000718	0.0000000000	0.0002141236	0.0019402406
ASV866	0.000665	0.000000000	0.000000000	0.001995564
ASV1249	0.00067	0.000000000	0.000000000	0.002009925
ASV1250	0.00064	0.001920324	0.000000000	0.000000000
ASV1251	0.002252	0.006756591	0.000000000	0.000000000
ASV1252	0.000843	0.002529538	0.000000000	0.000000000
ASV1253	0.000791	0.000230639	0.002142162	0.000000000
ASV1254	0.000816	0.0020191496	0.0004284325	0.0000000000
ASV2083	0.000619	0.000000000	0.001857989	0.000000000
ASV2085	0.000635	0.001905574	0.000000000	0.000000000
ASV2086	0.000635	0.001905574	0.000000000	0.000000000
ASV2087	0.000657	0.00000000	0.00000000	0.00197228
ASV166	0.000699	0.000000000	0.002097567	0.000000000
ASV215	0.000578	0.00000000	0.00000000	0.00173332
ASV1255	0.00215	0.006449473	0.000000000	0.000000000
ASV1256	0.00064	0.000000000	0.000000000	0.001918565
ASV1257	0.000684	0.00000000	0.00000000	0.00205103
ASV1258	0.000647	0.000000000	0.000000000	0.001939961
ASV1259	0.000823	0.0006142355	0.0000000000	0.0018556935
ASV2088	0.000568	0.000000000	0.000000000	0.001702964
ASV2091	0.000592	0.00177564	0.00000000	0.00000000
ASV2092	0.000591	0.000000000	0.001773535	0.000000000
ASV2093	0.000503	0.000000000	0.001509961	0.000000000
ASV466	0.000681	0.000000000	0.000000000	0.002042359
ASV613	0.000768	0.002304688	0.000000000	0.000000000
ASV632	0.000714	0.000000000	0.002142162	0.000000000
ASV1260	0.002047	0.006142355	0.000000000	0.000000000
ASV1261	0.000633	0.000000000	0.000000000	0.001898578
ASV1262	0.000609	0.000000000	0.000000000	0.001827205
ASV1263	0.000651	0.000000000	0.000000000	0.001953362
ASV1264	0.000681	0.000000000	0.000000000	0.002042359
ASV1265	0.000681	0.000000000	0.000000000	0.002042359
ASV1266	0.000585	0.00175446	0.00000000	0.00000000
ASV1267	0.000767	0.00229958	0.00000000	0.00000000
ASV1268	0.000767	0.00229958	0.00000000	0.00000000
ASV1269	0.000656	0.000000000	0.001966847	0.000000000
ASV1270	0.00062	0.0000000000	0.0002142162	0.0016444844
ASV1271	0.00065	0.000000000	0.001949621	0.000000000
ASV2080	0.000522	0.001565033	0.000000000	0.000000000
ASV2096	0.000561	0.000000000	0.001683655	0.000000000
ASV2097	0.000541	0.000000000	0.000000000	0.001621871
ASV2100	0.000566	0.000000000	0.000000000	0.001697735
ASV2101	0.000479	0.000000000	0.001438059	0.000000000
ASV2102	0.000534	0.000000000	0.001602056	0.000000000
ASV1272	0.000678	0.000000000	0.002035054	0.000000000
ASV1273	0.001945	0.005835237	0.000000000	0.000000000
ASV1274	0.000579	0.000000000	0.000000000	0.001735845
ASV1275	0.000601	0.000000000	0.000000000	0.001803649
ASV2106	0.000507	0.000000000	0.001521953	0.000000000
ASV2107	0.000507	0.000000000	0.001521953	0.000000000
ASV2108	0.000544	0.001630873	0.000000000	0.000000000
ASV2109	0.000484	0.000000000	0.000000000	0.001450736
ASV1276	0.000586	0.000000000	0.000000000	0.001758025
ASV1277	0.000586	0.000000000	0.000000000	0.001758025
ASV1278	0.000613	0.000000000	0.000000000	0.001838123
ASV1279	0.00057	0.00000000	0.00000000	0.00170872
ASV1280	0.00057	0.00000000	0.00000000	0.00170872
ASV1281	0.000613	0.000000000	0.000000000	0.001838123
ASV1282	0.00059	0.000000000	0.001770162	0.000000000
ASV1283	0.000622	0.000230639	0.000000000	0.001633887
ASV1284	0.000575	0.000000000	0.001724078	0.000000000
ASV1285	0.000621	0.000000000	0.001862036	0.000000000
ASV1286	0.000643	0.000000000	0.001927946	0.000000000
ASV1287	0.000524	0.001571174	0.000000000	0.000000000
ASV2111	0.000458	0.000000000	0.000000000	0.001374382
ASV2112	0.000487	0.000000000	0.000000000	0.001459684
ASV2113	0.000487	0.000000000	0.000000000	0.001459684
ASV2114	0.00054	0.000000000	0.000000000	0.001619188
ASV2115	0.000478	0.000000000	0.000000000	0.001434107
ASV2116	0.00047	0.00140853	0.00000000	0.00000000
ASV2119	0.000511	0.00153448	0.00000000	0.00000000
ASV220	0.000547	0.000000000	0.001642436	0.000000000
ASV869	0.00053	0.0000000000	0.0002142162	0.0013746609
ASV1288	0.00174	0.005221002	0.000000000	0.000000000
ASV1289	0.000518	0.000000000	0.000000000	0.001553124
ASV1290	0.000553	0.000000000	0.000000000	0.001660357
ASV1291	0.000553	0.000000000	0.000000000	0.001660357
ASV1292	0.000553	0.000000000	0.000000000	0.001660357
ASV1293	0.00174	0.005221002	0.000000000	0.000000000
ASV1294	0.001036	0.003107476	0.000000000	0.000000000
ASV1295	0.000652	0.001954643	0.000000000	0.000000000
ASV1296	0.000543	0.000000000	0.001628296	0.000000000
ASV1297	0.000543	0.000000000	0.001628296	0.000000000
ASV1298	0.000607	0.000000000	0.001820838	0.000000000
ASV2120	0.00051	0.000000000	0.000000000	0.001529234
ASV2121	0.00046	0.00000000	0.00000000	0.00137859
ASV2122	0.000508	0.000000000	0.000000000	0.001524035
ASV2123	0.000491	0.001472489	0.000000000	0.000000000
ASV2124	0.000455	0.0008661698	0.0004996217	0.0000000000
ASV2125	0.000413	0.000000000	0.001238749	0.000000000
ASV641	0.000571	0.00000000	0.00171373	0.00000000
ASV1299	0.000545	0.000000000	0.000000000	0.001633887
ASV1300	0.000506	0.000000000	0.000000000	0.001518862
ASV1301	0.000506	0.000000000	0.000000000	0.001518862
ASV1302	0.000487	0.000000000	0.000000000	0.001461764
ASV1303	0.000521	0.000000000	0.000000000	0.001562689
ASV1304	0.000545	0.000000000	0.000000000	0.001633887
ASV1305	0.000536	0.000000000	0.001609157	0.000000000
ASV1306	0.000511	0.000000000	0.001532514	0.000000000
ASV1307	0.000524	0.000000000	0.001573477	0.000000000
ASV1308	0.000533	0.000000000	0.001598146	0.000000000
ASV1309	0.000552	0.000000000	0.001655143	0.000000000
ASV1960	0.000427	0.000000000	0.001281645	0.000000000
ASV2127	0.000458	0.001373367	0.000000000	0.000000000
ASV2128	0.000428	0.000000000	0.000000000	0.001282619
ASV2129	0.000453	0.000000000	0.000000000	0.001358188
ASV2134	0.00045	0.000000000	0.001351265	0.000000000
ASV2135	0.000381	0.000000000	0.001141992	0.000000000
ASV2136	0.000381	0.000000000	0.001141992	0.000000000
ASV118	0.000436	0.001309312	0.000000000	0.000000000
ASV1310	0.001536	0.004606766	0.000000000	0.000000000
ASV1311	0.000475	0.000000000	0.000000000	0.001423933
ASV1312	0.000475	0.000000000	0.000000000	0.001423933
ASV1313	0.000475	0.000000000	0.000000000	0.001423933
ASV1314	0.000457	0.000000000	0.000000000	0.001370404
ASV1315	0.000457	0.000000000	0.000000000	0.001370404
ASV1316	0.000457	0.000000000	0.000000000	0.001370404
ASV1317	0.000457	0.000000000	0.000000000	0.001370404
ASV1318	0.000488	0.000000000	0.000000000	0.001465021
ASV1319	0.000488	0.000000000	0.000000000	0.001465021
ASV1320	0.000479	0.000000000	0.001436732	0.000000000
ASV1321	0.000436	0.001309312	0.000000000	0.000000000
ASV1322	0.000436	0.001309312	0.000000000	0.000000000
ASV1323	0.000575	0.001724685	0.000000000	0.000000000
ASV1324	0.000575	0.001724685	0.000000000	0.000000000
ASV1325	0.000479	0.000000000	0.001436732	0.000000000
ASV1326	0.000479	0.000000000	0.001436732	0.000000000
ASV1327	0.000536	0.000000000	0.001606622	0.000000000
ASV1328	0.000544	0.0010348110	0.0002068928	0.0003906723
ASV2140	0.000433	0.001299255	0.000000000	0.000000000
ASV2142	0.000391	0.001173775	0.000000000	0.000000000
ASV2143	0.000419	0.001257267	0.000000000	0.000000000
ASV2144	0.000421	0.000000000	0.001262741	0.000000000
ASV868	0.000483	0.00000000	0.00144825	0.00000000
ASV1329	0.000456	0.000000000	0.000000000	0.001367353
ASV1330	0.000443	0.000000000	0.000000000	0.001329005
ASV1331	0.000443	0.000000000	0.000000000	0.001329005
ASV1332	0.000426	0.000000000	0.000000000	0.001279043
ASV1333	0.000464	0.00000000	0.00000000	0.00139247
ASV1334	0.000456	0.000000000	0.000000000	0.001367353
ASV1335	0.000537	0.001609706	0.000000000	0.000000000
ASV2147	0.000356	0.000000000	0.000000000	0.001068963
ASV2149	0.000391	0.001173449	0.000000000	0.000000000
ASV811	0.000461	0.0000000000	0.0011781894	0.0002042359
ASV1336	0.000389	0.001166656	0.000000000	0.000000000
ASV1337	0.000411	0.000000000	0.000000000	0.001234076
ASV1338	0.000411	0.000000000	0.000000000	0.001234076
ASV1339	0.000396	0.000000000	0.000000000	0.001187683
ASV1340	0.000396	0.000000000	0.000000000	0.001187683
ASV1341	0.000396	0.000000000	0.000000000	0.001187683
ASV1342	5e-04	0.001499154	0.000000000	0.000000000
ASV1343	0.000498	0.001494727	0.000000000	0.000000000
ASV1344	0.000378	0.001134737	0.000000000	0.000000000
ASV1345	0.00038	0.001140399	0.000000000	0.000000000
ASV1346	0.000464	0.000000000	0.001392406	0.000000000
ASV1347	0.000498	0.001494727	0.000000000	0.000000000
ASV1348	0.000444	0.0000000000	0.0003103393	0.0010211793
ASV1349	0.000378	0.001134737	0.000000000	0.000000000
ASV2003	0.000312	0.000000000	0.000934738	0.000000000
ASV2132	0.000351	0.000000000	0.001051678	0.000000000
ASV2153	0.000366	0.000000000	0.001097902	0.000000000
ASV2154	0.000388	0.000000000	0.000000000	0.001165438
ASV2157	0.000369	0.001108235	0.000000000	0.000000000
ASV2158	0.000369	0.001108235	0.000000000	0.000000000
ASV2159	0.000339	0.001017272	0.000000000	0.000000000
ASV2162	0.000365	0.000000000	0.001094376	0.000000000
ASV2163	0.000312	0.000000000	0.000934738	0.000000000
ASV2164	0.000347	0.000000000	0.001041336	0.000000000
ASV2165	0.000347	0.000000000	0.001041336	0.000000000
ASV2167	0.000351	0.000000000	0.001051678	0.000000000
ASV49	0.000354	0.0004330849	0.0000000000	0.0006275438
ASV57	0.00036	0.000000000	0.000000000	0.001079459
ASV303	0.000305	0.0000000000	0.0000000000	0.0009162544
ASV870	0.00037	0.000000000	0.000000000	0.001110598
ASV1350	0.000408	0.000000000	0.000000000	0.001225415
ASV1351	0.000365	0.000000000	0.000000000	0.001096323
ASV1352	0.000365	0.000000000	0.000000000	0.001096323
ASV1353	0.000391	0.000000000	0.000000000	0.001172017
ASV1354	0.000391	0.000000000	0.000000000	0.001172017
ASV1355	0.000392	0.000000000	0.000000000	0.001177399
ASV1356	0.000394	0.000000000	0.000000000	0.001180917
ASV1357	0.000357	0.001072003	0.000000000	0.000000000
ASV1358	0.000349	0.001047449	0.000000000	0.000000000
ASV1359	0.00046	0.001379748	0.000000000	0.000000000
ASV1360	0.000376	0.0000000000	0.0006704750	0.0004568012
ASV1361	0.000383	0.000000000	0.001149386	0.000000000
ASV1362	4e-04	0.00000000	0.00119861	0.00000000
ASV1363	0.000386	0.000000000	0.001159367	0.000000000
ASV1364	0.000428	0.000000000	0.001285297	0.000000000
ASV2168	0.00036	0.000000000	0.000000000	0.001079459
ASV2169	0.000341	0.001022987	0.000000000	0.000000000
ASV2171	0.000305	0.0000000000	0.0000000000	0.0009162544
ASV2172	0.00036	0.000000000	0.000000000	0.001079459
