Class	OC	OC	OC	OC	OC	OC	OC	OC	OC	OC	OC	OC	CC	CC	CC	CC	CC	CC	CC	CC	CC	CC	CC	CC	PC	PC	PC	PC	PC	PC	PC	PC	PC	PC	PC	PC
Unassigned|Unassigned|Unassigned|Unassigned|Prevotellaceae|Prevotellaceae_UCG-004	1.94318181818182	2.18371617918182	1.28004780070782	5.90144333418738	3.30700888450148	3.40183792815372	2.88675880517165	2.86789997211118	3.26635314236853	2.61454308225021	4.37611436078701	1.03862660944206	3.12831175799852	5.77326595147324	5.8540834845735	4.9015116811727	4.36427939876216	2.76117816567069	0.472506053983817	0.527272727272727	1.03503772498413	0.633653542596852	0.319138801562351	0.624649431441538	4.56939042028843	4.09841803163937	3.264794653444	4.25796380875296	6.77176728431959	2.4485548224945	3.98409688258975	1.31795306193632	4.5305023923445	4.87079119360952	2.74139778545065	5.25444405716277
Unassigned|Unassigned|Unassigned|Unassigned|Rikenellaceae|Alistipes	0.768939393939394	1.15102895012208	1.62936066553293	1.27594158339739	0.720051100400674	1.49874686716792	2.06057735176103	1.09231198289486	1.05173150919196	1.716264364932	4.06956739341237	0.472103004291846	2.52464954054598	0.991518160593433	2.34047186932849	1.13173991538897	2.0053050397878	1.26603207596192	2.85127871950859	3.35681818181818	1.19007190632982	0.699048392188698	0.688291892921787	0.594054357248483	0.974541165236684	0.738485230295394	3.14217958391721	1.22709140313349	0.774556684598526	0.985705309456488	1.08626942143261	0.440978623748069	1.71575956937799	0.837776085300838	1.0150017859269	1.96932729173928
Unassigned|Unassigned|Unassigned|Unassigned|Rikenellaceae|Rikenellaceae_RC9_gut_group	7.3844696969697	3.24879166874284	5.0305648756722	5.14646852848236	7.89152778584287	7.19298245614035	3.83136424431565	5.54987450032537	3.80932022231723	4.30571586289958	8.35496887609872	5.15021459227468	10.2005500033537	10.4707864172356	10.0050816696915	5.91334105790736	6.97966401414677	5.63573233814394	4.55820683952513	4.03863636363636	4.18739941234663	5.87651648401209	6.5899780889778	8.44933965631533	9.03627146728828	7.56451537635914	8.04004527325644	6.82199225299185	8.29846582984658	7.30639333961671	4.07558971287886	7.9749862972744	7.09853468899522	9.5963442498096	4.45588760566734	0.990472870919019
Unassigned|Unassigned|Unassigned|Unassigned|Ruminococcaceae|Ruminiclostridium_5	0.106060606060606	0.143255767601774	0.17925265431815	0.216927150055513	0.121944137971082	0.292397660818713	0.137929112795363	0.334665799014595	0.196665241556221	0.326190595674211	0.281522725139979	0.40343347639485	0.214635455094238	0.141856547566274	0.760798548094374	0.315270405001213	0.282935455349248	0.262182015730921	0.38686433169925	0.290909090909091	0.218524369896792	0.196184548775538	0.161951033628656	0.224363877415736	0.329995927709828	0.514489710205796	0.301821709604398	0.380123720876453	0.283921099820681	0.25526233113415	0.409222477293143	0.695101898450346	0.575657894736842	0.465824757788838	0.568520061912132	0.238178227024515
Unassigned|Unassigned|Unassigned|Unassigned|Ruminococcaceae|Ruminococcaceae_UCG-002	0.551136363636364	0.514475061039414	0.742289837753367	0.679818942693655	1.52430172463852	0.783625730994152	0.482055283102987	0.553128195593567	2.60367678495083	0.413174754520667	1.30751665676124	0.746781115879828	0.732443490509088	0.21278482134941	0.223593466424682	0.490420630001886	0.674624226348364	0.720410043224603	0.608351544504164	0.690909090909091	0.531545764613817	0.360799170161909	0.378679622749357	0.333996226607516	0.233103506382262	0.495823416864996	0.842136466530128	0.533329479100422	0.311316995417414	0.704916745208922	0.163023588515155	0.635308186755693	0.441088516746411	0.933420712375352	0.708417668770092	0.607064017660044
Unassigned|Unassigned|Unassigned|Unassigned|Ruminococcaceae|Ruminococcaceae_UCG-005	6.08901515151515	6.2210374208979	6.72657075883624	5.59057135536767	6.42819813018988	6.84878863826232	9.13675880517165	8.01803476805801	8.39675074818298	6.18925745638246	6.61891207106885	8.21888412017167	4.66832114829968	6.60519549605461	5.96152450090744	7.76723882406834	5.16268788682582	11.9328247159695	6.60622526726124	6.29318181818182	9.12486895920386	14.0057727867226	12.4654663237115	10.6113915659579	5.51865530170053	6.28237435251295	6.01757033523768	5.43591374226745	6.73191870890616	9.47612315425699	8.72176198556077	11.9687079575465	12.4514055023923	12.6622859065871	8.14382664602929	7.88021377948182
Unassigned|Unassigned|Unassigned|Unassigned|Ruminococcaceae|Ruminococcaceae_UCG-009	0.0776515151515152	0.103393293138672	0.0965206600174656	0.0956529165599112	0.0958132512629929	0.18546365914787	0.126783325902809	0.0883145858510737	0.0513039760581445	0.0635653468493334	0.112609090055992	0.0643776824034335	0.0482929773962036	0.090138014599403	0.0798548094373866	0.0687127805771874	0.0795755968169761	0.13699600821976	0.135845490520347	0.147727272727273	0.122550829063741	0.0766698236594056	0.0690673525769267	0.056090969353934	0.0589779955906927	0.0886648933687993	0.200765333620783	0.122853674047523	0.0896592946802152	0.0471253534401508	0.0948198422996307	0.164432707160297	0.145783492822967	0.196602844542057	0.220264317180617	0.127802951086325
Unassigned|Unassigned|Unassigned|Unassigned|Ruminococcaceae|Ruminococcaceae_UCG-010	0.119318181818182	0.222980716527978	0.176954543365354	0.1076095311299	0.0580686371290866	0.123642439431913	0.197837717342844	0.0511294970716743	0.029927319367251	0.0719292082768773	0.0125121211173324	0.111587982832618	0.203903682339526	0.265981026686763	0.361524500907441	0.169760987308345	0.142351900972591	0.151168009070081	0.220010631386215	0.220454545454545	0.0383894163332201	0.0225499481351193	0.0190530627798419	0.173372087093978	0.13480684706444	0.0874982500349993	0.10509863102296	0.114181649997109	0.14445108587368	0.107995601633679	0.0182985660578235	0.0398624744631023	0.0784988038277512	0.0549071007279619	0.0773901654958924	0.0784245381666086
Unassigned|Unassigned|Unassigned|Unassigned|Ruminococcaceae|Ruminococcaceae_UCG-013	0.5	0.595445712292591	0.528565519143264	0.264753608335468	0.720051100400674	0.649958228905597	0.580974141774409	1.19457097703821	0.444634459170586	0.399792576236597	0.691294691732616	0.678111587982833	1.22744650882018	0.503886278334368	0.808711433756806	0.622456953463932	1.14323607427056	1.30382407822944	0.61868761443506	0.722727272727273	2.50860070577465	1.44094168583412	1.55282461655711	0.624649431441538	0.616460477721764	0.684819636940594	1.58995364880888	0.500086720240504	0.570332735604702	0.61655670750864	1.28755364806867	1.21829687577856	1.20364832535885	0.644715634354133	1.16382902726515	1.63529685140002
Unassigned|Unassigned|Unassigned|Unassigned|Ruminococcaceae|Ruminococcaceae_UCG-014	0.0246212121212121	0.0896905675419802	0.133290435262214	0.0136647023657016	0.139364729109808	0.0284043441938179	0.080806954971021	0.185925443896997	0	0.0685836637058597	0	0.0429184549356223	0.0254879602924408	0.00147767237048202	0	0.0458085203847916	0.0238726790450928	0.0661360039681602	0.031008209792688	0.025	0.444431319857664	0.523158796734768	0.578736781937697	0.112181938707868	0.0744246134834932	0.104997900041999	0.110488304408753	0.0390241082268602	0.0647539350468221	0	0.113118408357454	0.151975683890578	0.198116028708134	0.00354239359535238	0.0595308965353018	0.0871383757406762
Unassigned|Unassigned|Unassigned|Unassigned|Ruminococcaceae|[Eubacterium]_coprostanoligenes_group	1.87689393939394	1.54342518311824	0.949119823505079	1.88743701426253	1.20492422042855	1.74937343358396	1.30545028979046	0.832016361439063	0.872167592988457	1.64098961208411	1.82676968313053	0.888412017167382	6.09430545308203	1.17031651742176	1.39092558983666	1.64371749616017	6.97347480106101	1.15265606915936	1.95351721693934	1.51590909090909	1.78953740753318	1.89419564335002	1.44326950557302	0.706236295956351	1.34104728069313	0.914648373699193	1.21806618518918	2.66086604613517	1.06096832038255	2.38768457430097	0.883321688791296	1.22826249439434	1.0616028708134	1.40455906055722	4.56899630908442	2.84652027419542
Unassigned|Unassigned|Unassigned|Unassigned|Unassigned|Unassigned	0.191287878787879	0.28152872589566	0.298754423863584	0.160560252796994	0.505197143023053	0.165413533834586	0.592119928666964	0.250999349260946	0.26507054296708	0.260952476539369	0.378491663799306	1.70386266094421	0.967201019518412	0.237905251647605	0.333938294010889	0.304491929616556	0.989389920424403	0.420436025226162	3.58956942885831	2.60227272727273	0.116644765012477	0.469038921210481	0.478708202343527	0.507368313701494	0.273826408099645	0.123664193382799	0.227713700549747	0.310747528473146	0.448296473401076	0.420201068174678	0.40589546528263	0.311425581742987	0.370065789473684	0.235569174090933	0.270865579235623	0.275938189845475
Unassigned|Unassigned|Unassigned|Unassigned|Verrucomicrobiaceae|Akkermansia	6.95265151515151	0.335093925955454	7.53780392517351	0.163976428388419	5.50781023169386	3.3015873015873	0.560075791350869	10.2073068699452	0.684053014108593	4.21036784262558	1.8048734711752	5.13733905579399	2.37708766516869	0.144811892307238	1.48384754990926	0.231737220770122	4.1211317418214	3.61622221697333	0.031008209792688	0.0522727272727273	2.56470831426167	5.48414738646101	7.83319043536248	0.624649431441538	1.47444988976732	0.166829996733399	0.417699687398944	0.144533734173556	2.37846184498904	0.398601947847942	14.4558671856805	1.78135432756988	0.287828947368421	6.73586142156255	0.634004048100964	3.55524573021959
